"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","tot_gene_mean","N","phi","phi_trend","phi_shrunk"
"1700025G04Rik",0.78125,0.717948717948712,22.9207396893923,238.507316230387,583.529725947598,0.133588492603187,24,1.58458702415818,1.32343617870437,1.38438305831155
"2210408F21Rik",0.292929292929293,0.325581395349872,998.999999999999,910.379629589774,746.119438455589,0.171230502058804,33,1.44020784330047,1.59444207090103,1.54426731381447
"2610035D17Rik",1,0.999999999993618,1e-06,1e-06,308.300691085122,0.0968306163269423,20,2.12732054193795e-11,0.842220778066775,0.015940695516643
"2610307P16Rik",0.1,0.166666667056742,1e-06,1e-06,489.892313117885,0.0339987893464164,5,0.575364146463864,0.164053642023212,0.177980609295877
"3110082I17Rik",0.481481481481481,0.51612903230074,998.999999999999,782.043780937176,412.092764579071,0.110407708384915,27,1.67784606297497,1.01450809444816,1.1637119589771
"4632427E13Rik",0.409090909090909,0.433333333333391,998.999999999999,845.022014518394,576.009628889507,0.132440257089514,22,1.75811792688715,1.30692930219091,1.40086349492272
"4732440D04Rik",0.195652173913043,0.218750002295688,0.670286672443123,213.464682984324,554.506892306097,0.12926478675502,23,1.21402686471322,1.26100410177338,1.24946650628341
"4732471J01Rik",0.511904761904762,0.537037036311009,998.999999999999,931.688417247923,801.580975824309,0.201706358556567,42,1.710459118794,1.62171705731335,1.65386276180953
"4933406I18Rik",0.41679748822606,0.429530202008153,998.999999999999,810.66847470006,486.595807561493,0.466052780491572,91,1.8332925779658,1.57054242989941,1.71220692240452
"5031425E22Rik",0.651041666666667,0.651685393258075,998.999999999999,906.724879631514,736.607022515499,0.301171464473009,64,1.63161462227456,1.49181868699887,1.55604679267539
"5033421B08Rik",0.5,0.424242424506184,998.999999999999,842.167927530162,568.581141887298,0.131326272011505,26,1.87170694865756,1.29082453424626,1.42455699778803
"9530026P05Rik",0.1875,0.222222223191858,0.122173559301205,91.257972056033,237.323541421298,0.0822643734541635,12,1.07776589170319,0.63597936569247,0.68575493385754
"AW554918",0.382352941176471,0.36956521800939,998.999999999999,889.629875812067,692.112928887977,0.154703052103169,34,1.80219680396676,1.53444231118847,1.61568172065889
"Aak1",0.28,0.241379310345168,998.999999999999,833.470092707655,545.942815447787,0.128038288395518,25,1.38958177255451,1.24338740990492,1.2795261234536
"Abca1",0.413888888888889,0.474698795362661,2.61907038499762,9.96573056453075,21.6823580788832,1.10803388329167,204,1.74912579414302,1.77674254703638,1.75628850744643
"Abca8a",0.407407407407407,0.470588235294118,998.999999999999,712.539528154629,231.19027613975,0.0491633013228235,9,1.93946421244766,0.283827910744768,0.351391617427003
"Abca9",0.482277777777778,0.505836575746791,998.999999999999,672.410290393919,126.743732518921,0.717589419259743,150,1.71560116491572,1.6738122120398,1.70193491769814
"Abcc1",0.629251700680272,0.681818180115707,998.999999999999,934.770261893317,809.602260033772,0.211528356131089,49,1.42755312906592,1.62214680407202,1.54033721843211
"Abcc3",0.393939393939394,0.400000000023692,998.999999999999,879.373767670121,665.418799963442,0.148274400212339,33,1.91493219884484,1.49696644492852,1.61741773106922
"Abhd12",0.436274509803922,0.489795918367374,998.999999999999,907.616006105121,738.92640572064,0.168653499043145,34,1.55189049927242,1.58764279667226,1.57608625106614
"Abi1",0.471354166666667,0.488888888888889,998.999999999999,816.977858052792,503.017581817491,0.45749982465698,96,1.54238455120396,1.56555582604612,1.55227280498234
"Abl2",0.388888888888889,0.372881355932207,998.999999999999,929.887094781724,796.892576142688,0.197545394165581,39,1.89901324509023,1.62096342197751,1.71368225370061
"Ablim1",0.432291666666667,0.400000000083498,998.999999999999,874.210657292129,651.980492549536,0.145461194178258,32,1.39013607280841,1.47220716384101,1.44645129555971
"Ablim3",0.5,NA,NA,NA,609.952381220201,0.0319492878570102,2,NA,1.42441025054169,NA
"Abr",0.651515151515151,0.675324675324675,998.999999999999,930.230081704677,797.785286809738,0.256475164239464,55,1.65461223379083,1.55475091763871,1.59723592551665
"Abtb2",0.326086956521739,0.405405407099577,998.999999999999,798.28037547424,454.352629809543,0.115782636504912,23,2.15189528722158,1.08126122700767,1.27730200572838
"Acap2",0.306451612903226,0.272727272727332,998.999999999999,908.093140051196,740.16826812054,0.169087488018791,31,1.63441063131278,1.58885236083497,1.60242884550349
"Acer3",0.453061224489796,0.450000000182977,998.999999999999,814.725586106071,497.155471464637,0.460580518889166,98,1.6996801600772,1.56737367422891,1.64233305010963
"Actr2",0.541139240506329,0.508928571428571,998.999999999999,870.329312529855,641.878306023151,0.368428053404528,79,1.66947268093185,1.51824717421041,1.59557315109866
"Actr3",0.428571428571429,0.462809917355372,998.999999999999,851.008544085542,591.591094087053,0.405190913881443,84,1.9683918304571,1.53401314593071,1.75442589212447
"Acvr1",0.636363636363636,0.692307692307679,998.999999999999,708.547449518212,220.79987655323,0.0767724302297036,11,1.6755432252797,0.560952086054053,0.648497101273023
"Acvr2a",0.305833333333333,0.29508196721314,998.999999999999,935.484623861149,811.461568672505,0.214935270204296,40,1.59239377192546,1.62196033168714,1.61133834979526
"Acyp2",0.301282051282051,0.342857142857197,998.999999999999,800.120559264753,459.14217596769,0.116397835440731,26,1.55279047648652,1.08898597942518,1.19647453571629
"Adam10",0.571428571428571,0.630434780476595,998.999999999999,901.616692686961,723.311667300703,0.16353040986568,35,1.53074463291409,1.57136071644903,1.55795784946569
"Adam17",0.346153846153846,0.4,998.999999999999,861.453723582991,618.777329283274,0.139313884789934,26,1.57231895116568,1.4019469794993,1.44526084780058
"Adam19",0.603825136612022,0.6144578313253,998.999999999999,915.847670689517,760.35140559761,0.285320875053892,61,1.75826031129826,1.48878835694528,1.60683128097174
"Adam22",0.22,0.29032258094545,998.999999999999,814.397279003637,496.300968762647,0.121244128189259,25,1.48640126254278,1.15090780088266,1.22934393440504
"Adam9",0.424603174603175,0.472727272727273,998.999999999999,930.329530812654,798.044128396921,0.19850344742897,42,1.66220938270736,1.62117313783163,1.6361725405003
"Adamts9",0.35,0.388888888888889,3.42269054157315,80.7018712938217,204.48526533702,0.0683786699548682,10,1.61655793382729,0.458866992392942,0.535035358618635
"Adamtsl3",0.0714285714285714,0.125000000585113,1e-06,1e-06,554.290319448438,0.0325832593171846,7,0.3452184888145,0.154044152527509,0.16546176215952
"Adap2",0.427083333333333,0.421052631578947,998.999999999999,897.095061077075,711.542971468617,0.317721051510559,64,1.84525139864883,1.50788427873749,1.65818404944651
"Adap2os",0.544444444444444,0.463414634146342,998.999999999999,828.781952376295,533.740738335337,0.126322541330729,30,1.8464506449713,1.21909420529468,1.37742134010391
"Adarb1",0.166666666666667,0.142857144375608,0.757669764946537,77.7711477473367,201.187970970104,0.0651593811649927,12,1.04310649297894,0.425136591560596,0.483297138567178
"Adcy7",0.597222222222222,0.58333333333332,998.999999999999,918.858085890415,768.186776517744,0.180344126907627,36,1.77682830860724,1.61127735694082,1.66467206237298
"Adcy9",0.46078431372549,0.467741935706489,998.999999999999,936.562723889252,814.26759808887,0.223639284211825,51,1.56811210876405,1.62096801713,1.59883931246436
"Adgre1",0.514126984126984,0.513888888888889,998.999999999999,837.786560943353,557.177521438367,0.427092275590823,105,1.50635161716779,1.5469407139598,1.52273233356454
"Adgrf5",0.4,0.400000001272402,998.999999999999,736.874592717164,294.528468544569,0.0420578263743885,5,1.27302834083097,0.224753044570339,0.251541873117403
"Adgrg6",0.268398268398268,0.279661016949171,39.7215681246095,270.539785589537,639.6010250957,0.370192487082996,77,1.53768471918012,1.51871274328213,1.52848764261567
"Adgrl2",0.818181818181818,0.846153845347063,1e-06,1e-06,202.872337053317,0.0583746163566386,11,0.424342781193915,0.361527439245968,0.369285386129733
"Adgrl4",0.409803921568627,0.538461538461538,5.0357773618699,108.133203938608,273.261016529715,0.0907288113720344,17,1.39825489112689,0.756783179483295,0.850937979612489
"Adipor2",0.479166666666667,0.45454545456728,998.999999999999,825.336870929627,524.77403800222,0.12508288605316,24,1.81423357238357,1.20191442312136,1.33222770168622
"Adk",0.292727272727273,0.323943661971852,998.999999999999,930.016538869489,797.22948729061,0.257000788165832,55,1.36771827326578,1.55314217683383,1.46993927659617
"Afap1l1",0.761904761904762,0.730769230769231,3.55504810273522,148.015311561208,379.470526182513,0.106281304178044,21,1.19284766689198,0.963505120001506,1.01109805634351
"Aff1",0.473544973544974,0.5,998.999999999999,904.958638580681,732.009931136372,0.304196293888611,63,1.82923188584874,1.49439465154825,1.64225371079745
"Afg2a",0.36,0.333333333333435,998.999999999999,811.822451155743,489.599324671251,0.12035856807538,25,1.49015825224256,1.13942556978461,1.22102259646437
"Aftph",0.352083333333333,0.31496062992126,998.999999999999,834.521431505896,548.679191959733,0.432145106198882,88,1.56682078042786,1.55005348276775,1.55925316779866
"Agap1",0.371794871794872,0.305555555555556,998.999999999999,927.751052112684,791.332982034816,0.262259830498656,52,1.68113750620585,1.537307728573,1.59606131056977
"Agfg1",0.364341085271318,0.344262295081988,998.999999999999,936.722043430408,814.682267699698,0.22777741240026,43,1.72927555264873,1.62016985248641,1.66013594335212
