ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0003013,circulatory system process,114/2190,238/6105,0.4789915966386555,1.3352710947392656,3.9458446571720174,6.84586990511392e-5,0.024732260911747923,0.023446285541055236,Abcc8/Abcc9/Actc1/Adcy6/Adra1a/Agtr1a/Akap6/Angpt1/Arhgap35/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav1/Cav3/Ccn2/Cd36/Cdc42/Chd7/Chrm2/Comt/Corin/Dmpk/Dnm1l/Dock4/Dock5/Dsc2/Dsg2/Dsp/Egfr/Ephx2/Ext1/Fxyd1/Fyn/Gas6/Gch1/Gja1/Gjc1/Gnao1/Gnaq/Gpd1l/Hbegf/Hdac4/Heg1/Hopx/Itga1/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Lnpep/Mgll/Mkks/Mme/Mtor/Myh6/Myh7b/Myl2/Myl3/Mylk3/Nampt/Nav2/Ncald/Nisch/Nr3c2/P2rx4/Pde3a/Pik3r1/Pln/Ppara/Ppard/Prep/Prkg1/Ptprm/Rgs2/Rnf207/Rnls/Rock2/Ryr2/S100a1/Sema3a/Sh3gl2/Slc22a5/Slc27a1/Slc4a3/Slc8a1/Slit2/Smad3/Snta1/Sod2/Sri/Stk39/Strit1/Tbx18/Tgfb2/Tgfbr3/Thra/Thrb/Tmem38b/Tmem65/Tnnc1/Tnnt2/Tpm1/Vegfa/Vegfb/Wnk1/Wwtr1/Zfas1,114
GO:0043436,oxoacid metabolic process,155/2190,339/6105,0.45722713864306785,1.2745989412858125,3.890673843320004,7.855042609943079e-5,0.025676186066873035,0.02434113048852769,Abcc9/Abcd2/Abcd3/Abhd2/Acaa2/Acacb/Acad11/Acad12/Acadl/Acadsb/Acadvl/Aco2/Acot11/Acsl1/Acsl6/Acsm5/Acss1/Adhfe1/Adss1/Aig1/Akr1b1/Akt2/Aldh4a1/Aldh6a1/Ank/Ankrd23/Apc/Appl2/As3mt/Asrgl1/Auh/Bcat2/Bckdha/Bckdhb/Bcl2l13/Cav1/Ces1d/Comt/Cpt1a/Cs/Cyb5a/Cyp2b10/Cyp2d22/Dbt/Ddit4/Ddo/Dgat2/Dlst/Echs1/Eci2/Ehhadh/Eif2ak3/Elovl5/Eno1/Ephx2/Ero1a/Errfi1/Esrrb/Etfdh/Fabp3/Fah/Fgfr1/Fkrp/Flcn/Gart/Gck/Glul/Gnpda1/Got1/Gpam/Gpi1/Gpt2/Gsto1/Hadh/Hagh/Hdac4/Hibadh/Hibch/Hk1/Hmgcl/Idh1/Idh2/Idh3b/Insr/Irs1/Ivd/Kyat3/Lipe/Lonp2/Lpin1/Lpl/Mapk14/Mapk9/Mblac2/Mccc1/Mccc2/Mdh2/Mecr/Mgll/Mgst3/Mmut/Mpc1/Mpc2/Mpi/Mrps36/Mtarc2/Mtch2/Mtor/Mtr/Myo5a/Nudt7/Oat/Oaz1/Ogdh/Ogdhl/P4ha1/Pah/Pam/Pcbd2/Pcx/Pdk4/Pex13/Pfkfb2/Pfkl/Pfkm/Pgam1/Pgd/Phyh/Pm20d1/Por/Ppara/Ppard/Ppargc1a/Ppp2ca/Prkaa2/Prkab2/Prkag1/Psph/Qki/Scp2/Sdhaf3/Sdsl/Slc16a1/Slc25a12/Slc27a1/Slc4a4/Sord/Srr/Sucla2/Syk/Tecrl/Tlr4/Ucp3/Ugp2/Zbtb20,155
GO:0044282,small molecule catabolic process,77/2190,151/6105,0.5099337748344371,1.4215277147781913,3.9225964346852638,8.399356287603157e-5,0.025676186066873035,0.02434113048852769,Abcd2/Abcd3/Abhd2/Acaa2/Acacb/Acad11/Acad12/Acadl/Acadsb/Acadvl/Adhfe1/Aig1/Akt2/Aldh2/Aldh4a1/Aldh6a1/Asrgl1/Auh/Bcat2/Bckdha/Bckdhb/Bcl2l13/Ces1d/Cpt1a/Cubn/Dbt/Ddo/Dlst/Echs1/Eci2/Ehhadh/Eno1/Entpd4/Etfdh/Fah/Galm/Gck/Gnpda1/Got1/Gpd2/Gpi1/Gpt2/Hadh/Hagh/Hibadh/Hibch/Hk1/Hmgcl/Irs1/Ivd/Kyat3/Lipe/Lonp2/Lpin1/Mccc1/Mccc2/Mpi/Mtor/Nudt3/Nudt7/Oat/Oaz1/Oxct1/Pah/Pex13/Pfkfb2/Pfkl/Pfkm/Phyh/Pmm2/Ppard/Scp2/Sdsl/Slc16a1/Slc25a12/Sord/Synj2,77
GO:0044057,regulation of system process,121/2190,257/6105,0.4708171206225681,1.3124833431053782,3.8278348197290457,1.0629756977816996e-4,0.0301733244498891,0.02860443625835115,Abcc8/Abcc9/Acacb/Adk/Adra1a/Agtr1a/Akap6/Atp1a1/Atp1b1/Atp2a2/Atpsckmt/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav1/Cav3/Ccn2/Chrm2/Cmya5/Corin/Cry1/Cux2/Ddx39b/Dmpk/Dock4/Dock5/Dsc2/Dsg2/Dsp/Dvl1/Egfr/Eif2ak3/Eno1/Epb41/Errfi1/Fgfr1/Foxo3/Fxyd1/Gas6/Gch1/Gja1/Gjc1/Gnao1/Gpd1l/Grm1/Gsk3b/Gtf2ird1/Hbegf/Hdac4/Homer1/Hopx/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Lpin1/Mgll/Mlip/Mtg2/Mtor/Myh6/Myh7b/Myl2/Myl3/Myocd/Ndufs4/Nrdc/Nrxn1/P2rx4/Pik3r1/Pirt/Plk2/Pln/Ppara/Prkd1/Prkg1/Qki/Rapgef4/Rgs2/Rnf207/Rnls/Rock2/Runx1/Ryr2/S100a1/Sema3a/Setd3/Sgca/Sh3gl1/Shisa6/Slc22a5/Slc25a12/Slc25a4/Slc4a3/Slc8a1/Smad3/Snta1/Sri/Srl/Stk39/Strit1/Tbc1d24/Tbx18/Tead1/Tgfb2/Thra/Thrb/Tmem38b/Tmem65/Tnnc1/Tnnt2/Tpm1/Trip10/Trpc3/Wnk1/Zfhx2/Zmynd8,121
GO:0008015,blood circulation,108/2190,226/6105,0.4778761061946903,1.3321614741180752,3.805530310570717,1.1911075320523853e-4,0.030408031673602086,0.02882693967626993,Abcc8/Abcc9/Actc1/Adcy6/Adra1a/Agtr1a/Akap6/Angpt1/Arhgap35/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav1/Cav3/Ccn2/Cdc42/Chd7/Chrm2/Comt/Corin/Dmpk/Dnm1l/Dock4/Dock5/Dsc2/Dsg2/Dsp/Egfr/Ephx2/Ext1/Fxyd1/Gas6/Gch1/Gja1/Gjc1/Gnao1/Gnaq/Gpd1l/Hbegf/Hdac4/Hopx/Itga1/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Lnpep/Mgll/Mkks/Mme/Mtor/Myh6/Myh7b/Myl2/Myl3/Mylk3/Nampt/Nav2/Ncald/Nisch/Nr3c2/P2rx4/Pde3a/Pik3r1/Pln/Ppara/Ppard/Prep/Prkg1/Ptprm/Rgs2/Rnf207/Rnls/Rock2/Ryr2/S100a1/Sema3a/Sh3gl2/Slc4a3/Slc8a1/Slit2/Smad3/Snta1/Sod2/Sri/Stk39/Strit1/Tbx18/Tgfb2/Tgfbr3/Thra/Thrb/Tmem38b/Tmem65/Tnnc1/Tnnt2/Tpm1/Vegfa/Vegfb/Wnk1/Zfas1,108
GO:0019752,carboxylic acid metabolic process,152/2190,334/6105,0.4550898203592814,1.2686408005905996,3.776444495452749,1.224279080970391e-4,0.030408031673602086,0.02882693967626993,Abcc9/Abcd2/Abcd3/Abhd2/Acaa2/Acacb/Acad11/Acad12/Acadl/Acadsb/Acadvl/Aco2/Acot11/Acsl1/Acsl6/Acsm5/Acss1/Adhfe1/Adss1/Aig1/Akr1b1/Akt2/Aldh4a1/Aldh6a1/Ankrd23/Apc/Appl2/As3mt/Asrgl1/Auh/Bcat2/Bckdha/Bckdhb/Bcl2l13/Cav1/Ces1d/Comt/Cpt1a/Cs/Cyb5a/Cyp2b10/Cyp2d22/Dbt/Ddit4/Ddo/Dgat2/Dlst/Echs1/Eci2/Ehhadh/Eif2ak3/Elovl5/Eno1/Ephx2/Ero1a/Errfi1/Esrrb/Etfdh/Fabp3/Fah/Fkrp/Flcn/Gart/Gck/Glul/Gnpda1/Got1/Gpam/Gpi1/Gpt2/Gsto1/Hadh/Hagh/Hdac4/Hibadh/Hibch/Hk1/Hmgcl/Idh1/Idh2/Idh3b/Insr/Irs1/Ivd/Kyat3/Lipe/Lonp2/Lpin1/Lpl/Mapk14/Mapk9/Mblac2/Mccc1/Mccc2/Mdh2/Mecr/Mgll/Mgst3/Mmut/Mpc1/Mpc2/Mpi/Mrps36/Mtch2/Mtor/Mtr/Myo5a/Nudt7/Oat/Oaz1/Ogdh/Ogdhl/P4ha1/Pah/Pam/Pcbd2/Pcx/Pdk4/Pex13/Pfkfb2/Pfkl/Pfkm/Pgam1/Pgd/Phyh/Pm20d1/Por/Ppara/Ppard/Ppargc1a/Ppp2ca/Prkaa2/Prkab2/Prkag1/Psph/Qki/Scp2/Sdhaf3/Sdsl/Slc16a1/Slc25a12/Slc27a1/Slc4a4/Sord/Srr/Sucla2/Syk/Tecrl/Tlr4/Ucp3/Ugp2/Zbtb20,152
GO:0070509,calcium ion import,20/2190,28/6105,0.7142857142857143,1.9911937377690805,3.9314828340489063,1.3449175646464758e-4,0.03143942589355938,0.02980470565863614,Agtr1a/Cacna1c/Cacnb2/Cav1/Cav3/Dysf/Egf/Fyn/Gck/Homer1/Mcur1/P2rx5/Pkd2/Pln/Ppp3cb/Prnp/Serpine1/Slc24a2/Slc8a1/Strit1,20
GO:0060047,heart contraction,68/2190,132/6105,0.5151515151515151,1.4360730593607305,3.7880299289105914,1.450769447239817e-4,0.03202976546295018,0.03036435000977371,Abcc9/Actc1/Adra1a/Akap6/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav1/Cav3/Ccn2/Cdc42/Chrm2/Dmpk/Dnm1l/Dsc2/Dsg2/Dsp/Ext1/Fxyd1/Gch1/Gja1/Gjc1/Gnao1/Gpd1l/Hbegf/Hdac4/Hopx/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mtor/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pik3r1/Pln/Rgs2/Rnf207/Rnls/Ryr2/S100a1/Sema3a/Slc4a3/Slc8a1/Snta1/Sri/Strit1/Tbx18/Tgfb2/Thra/Thrb/Tmem38b/Tmem65/Tnnc1/Tnnt2/Tpm1/Vegfb/Zfas1,68
GO:0003015,heart process,70/2190,137/6105,0.5109489051094891,1.4243575642435757,3.7570005703605758,1.6127960407100162e-4,0.03373290245148213,0.03197893091247174,Abcc9/Actc1/Adra1a/Akap6/Atp1a1/Atp1b1/Atp2a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav1/Cav3/Ccn2/Cdc42/Chrm2/Dmpk/Dnm1l/Dsc2/Dsg2/Dsp/Ext1/Fxyd1/Fyn/Gch1/Gja1/Gjc1/Gnao1/Gpd1l/Hbegf/Hdac4/Hopx/Kcnd2/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mtor/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pik3r1/Pln/Rgs2/Rnf207/Rnls/Ryr2/S100a1/Sema3a/Slc4a3/Slc8a1/Snta1/Sri/Strit1/Tbx18/Tgfb2/Thra/Thrb/Tmem38b/Tmem65/Tnnc1/Tnnt2/Tpm1/Vegfb/Wwtr1/Zfas1,70
GO:0006941,striated muscle contraction,51/2190,94/6105,0.5425531914893617,1.5124599242203438,3.7446730707184517,1.8671275062317273e-4,0.03709982354882442,0.0351707860252808,Abcc9/Actc1/Adra1a/Akap6/Atp1a1/Atp1b1/Atp2a2/Atp8a2/Cacna1c/Cacna2d1/Cacnb2/Calm2/Camk2d/Casq2/Cav1/Cav3/Ccn2/Dmpk/Dsc2/Dsg2/Dsp/Fxyd1/Gpd1l/Hdac4/Homer1/Kcnd3/Kcnn2/Kcnq1/Lmod3/Mtor/Myh14/Myh6/Myh7b/Myl2/Myl3/P2rx4/Pln/Prkd1/Rgs2/Rnf207/Ryr2/Slc8a1/Snta1/Sri/Strit1/Tmem38b/Tnnc1/Tnnt2/Tpm1/Vegfb/Zfas1,51
