"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"Ablim1",TRUE,3,320.014430884785,319.607336534597,167,165,0.00127211247649994
"Actn2",TRUE,3,195.873259441203,194.876391515353,99,97,0.00508935180174319
"Acyp2",TRUE,3,150.560289348074,146.16970734002,95,93,0.0291616204184073
"Adk",TRUE,4,237.971518829531,228.179221813766,104,102,0.0411490293625432
"Airn",TRUE,5,708.67914767957,446.199317849628,102,100,0.370378937618498
"Akap6",TRUE,3,145.994694255607,142.623908366709,90,88,0.0230884136309527
"Ank2",TRUE,3,269.549188025582,265.700279383974,119,117,0.0142790585636712
"Aopep",TRUE,3,102.605165269447,101.310482048737,63,61,0.012618109598188
"Arhgap26",TRUE,4,216.33258761756,212.196203947139,124,122,0.0191204834924507
"Atp2a2",TRUE,3,303.662879126936,301.264056471873,169,167,0.00789962428716906
"Atxn1",TRUE,3,149.660055508633,149.39474602213,68,66,0.00177274748162615
"Cacna1c",TRUE,4,407.941785573134,404.611076391459,171,169,0.00816466785082048
"Cacna2d1",TRUE,4,144.850589731536,144.569875217108,70,68,0.0019379590718146
"Cacnb2",TRUE,3,403.855333675247,395.802318463134,143,141,0.0199403463087338
"Camk2d",TRUE,4,114.063938986747,109.904212145067,77,75,0.0364683779872247
"Ccdc141",TRUE,4,113.503959908932,113.420499689851,61,59,0.000735306672540403
"Ccdc85a",TRUE,4,122.648613010782,106.773005493368,50,48,0.129439763954107
"Cd36",TRUE,3,275.387364411008,273.30019693974,156,154,0.00757902409840561
"Cdh13",TRUE,3,186.834847894159,184.809886700545,118,116,0.0108382414546222
"Cdh2",TRUE,3,340.842315183867,328.166767406778,132,130,0.0371888912039913
"Celf2",TRUE,4,290.431318247883,283.071299928837,120,118,0.025341682720195
"Chchd3",TRUE,4,116.740604292955,116.672450722979,69,67,0.000583803470858513
"Chrm2",TRUE,4,179.356622209399,175.888839801111,64,62,0.0193345657694177
"Ckmt2",TRUE,4,233.596116847884,233.378292889112,94,92,0.000932481077648095
"Clic4",TRUE,4,112.786367900777,104.603576710951,53,51,0.0725512430458293
"Clip1",TRUE,4,87.1767868928009,78.9023003304074,63,61,0.0949161681373779
"Corin",TRUE,4,183.811634952432,182.689849731655,85,83,0.00610290649483025
"Cpeb3",TRUE,3,247.698358501138,235.516246032903,104,102,0.0491812402066416
"Cped1",TRUE,3,161.449694497184,160.510595592599,80,78,0.00581666572680795
"Cyyr1",TRUE,4,103.082061984731,101.684812615646,53,51,0.013554728554929
"D830005E20Rik",TRUE,4,353.507818212339,345.749685919233,142,140,0.0219461406323022
"Dach1",TRUE,4,202.977993373112,199.763870635577,60,58,0.015834833540928
"Dip2c",TRUE,4,126.254415366554,121.358037029672,71,69,0.0387818384225702
"Dlc1",TRUE,3,176.588508970381,173.864828255804,93,91,0.0154238842066095
"Dst",TRUE,4,139.219949029971,136.896963614861,76,74,0.0166857223501021
"Ebf1",TRUE,3,122.270095858674,117.851349940222,65,63,0.0361392202027838
"Efna5",TRUE,4,326.839823608979,300.849948888254,80,78,0.0795186903289322
"Ehbp1",TRUE,4,78.446119580524,75.7265839626654,52,50,0.0346675607716586
"Esrrg",TRUE,3,136.876104251634,132.983467119194,91,89,0.0284391286099476
"Ext1",TRUE,4,200.040996528543,195.881675838474,95,93,0.0207923413812583
"Fhl2",TRUE,4,1116.58855757149,1106.97481084028,167,165,0.00860992768197022
"Fhod3",TRUE,4,299.464343486978,288.617163000278,147,145,0.0362219433552404
"Filip1",TRUE,3,147.856549481747,147.048654952811,82,80,0.00546404289677016
"Flt1",TRUE,3,154.588265201328,148.501058882277,86,84,0.0393768977944307
"Fry",TRUE,3,143.951347829944,143.710002296279,100,98,0.00167657710263092
"Ghr",TRUE,4,170.7231504117,156.823922419789,58,56,0.0814138443344851
"Gpcpd1",TRUE,3,297.217975699848,295.869636410084,108,106,0.0045365334535683
"Grm1",TRUE,6,47.4980466346986,45.8629824978114,101,99,0.0344238185090475
"Hdac9",TRUE,4,134.134591104105,128.853654115027,57,55,0.0393704334251817
"Heg1",TRUE,3,130.015106910344,126.221418719881,55,53,0.0291788260657996
"Jph2",TRUE,4,136.855026108525,130.156941456561,51,49,0.0489429204204196
"Kcnd2",TRUE,4,243.39645047522,218.854559454114,74,72,0.100830932304843
"Lama2",TRUE,4,355.045201411355,342.000555078615,122,120,0.0367408044972453
"Ldb3",TRUE,3,138.151572907393,137.246760178585,103,101,0.00654942039214967
