"","AR","N","log2FC","llr_var","pval_var"
"1110002E22Rik",0.618181818181818,11,0.137503523749935,-7368.29137158819,0
"1110059E24Rik",0.477272727272727,11,-0.263034405833793,-4716.66748731642,0
"1600010M07Rik",0.586458333333333,16,-0.0331668639351994,-4262.17834415223,0
"1600020E01Rik",0.0833333333333333,12,-1.85414913353654,-4685.76064323411,0
"1700025G04Rik",0.487065637065637,74,-0.0925121387895381,4460.1773710823,1
"2210408F21Rik",0.519776781723684,113,0,4634.38591800295,1
"2310014F06Rik",0.4625,16,-0.814444346843923,-4785.55554847121,0
"2310039L15Rik",0.630952380952381,14,0.308122295362332,-5463.76181881203,0
"2610035D17Rik",0.973684210526316,19,3.75488750216347,220.83156098373,1
"2610037D02Rik",0.576,25,0.0901978089715785,-62.0310262725761,8.1649856878085e-29
"2610307P16Rik",0.541560807134578,61,0.172467196004766,4566.44472815546,1
"2700097O09Rik",0.709821428571429,16,1.23132554610646,-208.044546220605,1.73265033455373e-92
"2900026A02Rik",0.472222222222222,12,-0.0443941193584534,-7106.88613743417,0
"3222401L13Rik",0.311111111111111,15,-0.434402824145775,248.68127149671,1
"4632427E13Rik",0.468783068783069,63,0.150779952175609,4409.04261234038,1
"4732440D04Rik",0.380116514690983,94,-0.663436558744241,4529.3210360055,1
"4732471J01Rik",0.339473684210526,19,-1.08406426478847,-71.0759706998424,9.00862696812763e-33
"4930506C21Rik",0.444444444444444,12,-0.39231742277876,-4523.96291291507,0
"4930512H18Rik",0.333333333333333,11,-0.214124805352848,-5507.67112882962,0
"4930523C07Rik",0.45625,16,-0.375509135092206,-4490.65978076552,0
"4933431K23Rik",0.34,20,-0.174029399775049,7.04196165971871,1
"5031425E22Rik",0.527092660425994,63,0.178597303456763,4268.71382900256,1
"5330438D12Rik",0.561728395061728,27,0.407175381505874,4494.19246672656,1
"5430431A17Rik",0.576881720430108,31,0.614108846380673,3767.21226006141,1
"6720427I07Rik",0.458333333333333,12,-0.0406419844973458,-7303.00859648759,0
"6820431F20Rik",0.705882352941176,17,1.03952836418664,-175.086148764243,3.88704352805898e-78
"9330159M07Rik",0.0935028248587571,59,-3.49032562658308,4537.77402347821,1
"9530026P05Rik",0.563906774648962,128,0.459934037253167,4811.30578966844,1
"9630014M24Rik",0.454545454545455,22,0,4694.87600596616,1
"A330102I10Rik",0.25,14,-2.03562390973072,-3486.22111476001,0
"AU040320",0.590909090909091,22,0.69389687227432,4895.75162685466,1
"AW554918",0.361764705882353,34,-0.461580085215874,4629.17669482816,1
"Aak1",0.44962326702833,79,-0.210217707390346,4459.97170269625,1
"Aamdc",0.313333333333333,10,-1,-4535.46143099964,0
"Abca1",0.586231884057971,23,0.134929580086109,-48.0665492368562,1.07413958337959e-22
"Abca5",0.4,10,-0.874469117916141,-5807.66300390176,0
"Abca8a",0.643746617965368,32,0.941106310946431,4681.90312790821,1
"Abca8b",0.541666666666667,12,0.584962500721156,324.512995678067,1
"Abcb4",0.515151515151515,11,0.131244533278252,-7218.55176604316,0
"Abcc1",0.361111111111111,15,-0.736965594166206,-5953.54417004381,0
"Abcc4",0.75,16,1.67807190511264,62.8333396395428,1
"Abcc5",0.448496240601504,57,-0.46948528330122,4256.64515349091,1
"Abcc9",0.45,10,-0.199308808223406,-4407.20846238506,0
"Abcd3",0.6520964360587,53,0.869213392464646,4295.11658152649,1
"Abcg2",0.506410256410256,13,0.129283016944966,38.1153022954204,1
"Abhd12",0.590909090909091,11,0.369233809665719,-5495.72826142293,0
"Abhd17b",0.475,10,0.142019004872428,-7464.61967383114,0
"Abhd18",0.526848985208118,57,0.129635280416596,4528.94865204895,1
"Abhd2",0.166666666666667,12,-1.67807190511264,88.9162415320166,1
"Abhd6",0.266666666666667,10,-1.37851162325373,-7721.59445078649,0
"Abi1",0.618181818181818,55,0.702798991015014,4277.61025088053,1
"Abl2",0.294117647058823,17,-0.306661338234052,-4483.56003215695,0
"Ablim1",0.463105400302835,226,-0.267104070142841,6394.9020727374,1
"Ablim2",0.712121212121212,11,0.724365557386573,-4121.83210561686,0
"Ablim3",0.41703431372549,68,-0.473931188332412,4442.95606205885,1
"Abra",0.327450980392157,51,-1.05585323473352,4627.88692436295,1
"Abtb2",0.587442396313364,62,0.538866086131702,4499.98726767149,1
"Acaca",0.555555555555556,15,-0.415037499278844,-5845.72487297047,0
"Acacb",0.483324789245842,114,-0.0751874963942193,4712.5082477024,1
"Acad10",0.383333333333333,15,-0.285402218862248,-201.722591565856,9.79421261453855e-90
"Acadl",0.42796234772979,43,-0.775784843056734,4267.49932750516,1
"Acadm",0.526262626262626,33,-0.0558532347335174,4378.22555403375,1
"Acadsb",0.5,17,-0.370368449945115,-445.518945591327,8.71136635966481e-196
"Acap2",0.424242424242424,11,0.0458036896131251,-5293.06925224302,0
"Acat1",0.547549019607843,34,0.125530882083859,4802.91520646264,1
"Acbd6",0.314583333333333,16,-0.499571009490511,1194.17547896645,1
"Acer2",0.529761904761905,25,0.113656781795567,4138.35071904502,1
"Acer3",0.323529411764706,17,-0.321928094887362,31.0692265200278,1
"Acin1",0.383333333333333,10,-0.0759488532332981,-5017.30557120369,0
"Ackr3",0.673809523809524,37,0.839535327806754,3829.42228553244,1
"Aco2",0.534176297765278,79,-0.0582146139452956,4515.90454006759,1
"Acot11",0.588888888888889,18,0.178337241258512,646.711027982492,1
"Acot13",0.575925925925926,27,-0.142019004872428,4366.71751971473,1
"Acox1",0.599221611721612,52,0.371968777386958,4317.30839680975,1
"Acsl1",0.453869047619048,48,-0.165059246270496,4413.60496189379,1
"Acsm5",0.108796296296296,18,-2.58496250072116,-30.0249401905044,9.24836231329398e-15
"Acss1",0.616095666861823,79,0.492280498211304,4670.32672841168,1
"Actc1",0.440062753783684,86,-0.314433558340438,4947.39672531523,1
"Actc1dt",0.476543209876543,18,-0.241008099503795,208.922407938605,1
"Actn1",0.573737373737374,15,0.20163386116965,-4167.49612573773,0
"Actn2",0.482009762787416,160,-0.102615066482886,5855.72618486812,1
"Actn4",0.401515151515151,22,-0.169925001442313,-439.546120763809,3.4433044134948e-193
"Actr10",0.508333333333333,10,-0.39231742277876,-4244.00399750283,0
"Actr2",0.495833333333333,20,0.173331602885562,103.783639669379,1
"Actr3",0.54647266313933,27,0.192645077942396,4713.40163793907,1
"Actr3b",0.423076923076923,13,-0.454565863465481,361.835138185077,1
"Acvr1",0.364583333333333,16,-0.415037499278844,57.5780226010947,1
"Acvr2a",0.557098765432099,27,0.229481846122767,5903.70673324025,1
"Acyp2",0.387141522408358,167,-0.517763800833256,5786.91325660597,1
"Adam10",0.429365079365079,42,-0.55164242752113,4680.9645446882,1
"Adam17",0.625,16,0.232660756790275,-96.5566179462671,6.64977821803147e-44
