"","N","AR","tot_gene_mean","tot_gene_variance","alpha","beta","bb_mu","bb_theta","phi","id","theta_smoothed","thetaCorrected","theta_common","resid","AR.1","N.1","log2FC","loglik0_mean","loglik1_mean","llr_mean","pval_mean"
"1110002E22Rik",11,0.618181818181818,2.63636363636364,0.854545454545455,0.000621310965986576,0.000379690035014426,0.620689655020589,998.999999999999,3.21343772847022,1,1.07467094112946,380.070714278347,1.07467094112946,997.92532905887,0.485714285714286,11,-0.137503523749935,-24.2819040790608,-25.5656130823068,1.28370900324601,1
"1110059E24Rik",11,0.477272727272727,2.72727272727273,0.618181818181818,0.0684347837943019,0.0894916403463041,0.433333333333582,6.33206257560593,2.49051231484074,2,0.852828956170641,2.96295847884466,0.852828956170641,5.47923361943529,0.487179487179487,11,0.15200309344505,-28.9363437343344,-29.1582607228433,0.221916988508912,1
"1600010M07Rik",16,0.586458333333333,2.4375,0.795833333333333,0.171989400328199,0.119644800228319,0.589743589743576,3.42895311349535,2.08135952976323,3,2.16224402410419,2.71783293098962,2.16224402410419,1.26670908939116,0.415094339622642,16,-0.330148601692331,-40.0034084979703,-42.4727363013292,2.46932780335886,1
"1600020E01Rik",12,0.0833333333333333,2.25,0.386363636363636,74074.0740752236,925925.925924776,0.0740740740752236,1e-06,0.923734269265185,4,NA,1e-06,4.66861694046597,-4.66861594046597,0.25609756097561,12,-1.47804729680464,-36.3235624413937,-38.7459388300776,2.42237638868392,1
"1700025G04Rik",74,0.487065637065637,3.4054054054054,4.07997038134024,0.574431835994557,0.652320897666194,0.468253968573109,0.815160196966426,2.07908872287819,5,0.480075682933714,0.623877300637871,0.480075682933714,0.335084514032712,0.522455877455877,74,-0.050626073069967,-136.33615931162,-136.868459036513,0.532299724892766,1
"2210408F21Rik",113,0.519776781723684,3.74336283185841,6.60319216182048,0.642860209986755,0.633805840830828,0.503546099291247,0.783290195082414,2.20498168699094,6,0.419794256452697,0.572306352859339,0.419794256452697,0.363495938629717,0.503986291486291,113,0.0411052033296737,-170.336833880359,-170.348291831864,0.0114579515042976,1
"2310014F06Rik",16,0.4625,2.8125,1.22916666666667,0.0251463829035441,0.0344108397627446,0.422222222222222,16.7905747654353,2.70754366959054,7,0.743870139618361,6.86320613503112,0.743870139618361,16.046704625817,0.331818181818182,16,-0.963474123974884,-38.3011818657472,-36.3054054803786,-1.99577638536859,0.0457289040412714
"2310039L15Rik",14,0.630952380952381,2.07142857142857,0.0714285714285715,0.399015112559155,0.243842568788051,0.620689655170579,1.55555425254365,1.65922996368707,8,14.1541355543273,9.85793781370751,14.1541355543273,-12.5985813017836,0.461538461538462,14,0,-22.9086870247324,-24.1956371595664,1.28695013483399,1
"2610035D17Rik",19,0.973684210526316,2.94736842105263,2.60818713450292,946428.571420916,53571.4285790839,0.946428571420916,1e-06,0.617210311936997,9,NA,1e-06,0.634322079794997,-0.634321079794997,0.91869918699187,19,3.50250034052918,-49.5125902974978,-20.2058526226319,-29.3067376748659,1.91897648304904e-14
"2610037D02Rik",25,0.576,2.48,0.676666666666667,1.14073836422698,0.879998167434378,0.564516128824135,0.494869065972617,1.48916106746522,10,1.87201855482623,1.4136027584616,1.87201855482623,-1.37714948885361,0.53625,25,0.316473664795256,-69.294828902554,-69.1279674163652,-0.166861486188793,0.5634750470309
"2610307P16Rik",61,0.541560807134578,3.55737704918033,4.48415300546448,1.222487459849,1.0448610769001,0.539170506887216,0.441043793572994,1.78315328762915,11,0.45100154485164,0.462771897724123,0.45100154485164,-0.00995775127864534,0.528479615622473,61,0.253384235800075,-119.842207756328,-119.478704238747,-0.363503517581265,0.393855048487179
"2700097O09Rik",16,0.709821428571429,2.5,1.6,4.30033355233834,1.6311610026111,0.725,0.168591573461964,1.21445330634822,12,1.74929330779074,1.2093472852894,1.74929330779074,-1.58070173432878,0.680555555555556,16,0.898120385980786,-38.3735973634188,-36.0312866063539,-2.34231075706491,0.0304337673915928
"2900026A02Rik",12,0.472222222222222,2.5,0.636363636363636,0.000467133800467134,0.000533867200533868,0.466666666666667,998.999999999999,2.63236708386728,13,1.74929330779074,380.512413776379,1.74929330779074,997.250706692208,0.475,12,0.0901978089715776,-27.7765815357987,-27.7076468187408,-0.0689347170579069,0.71040833737547
"3222401L13Rik",15,0.311111111111111,2.53333333333333,0.838095238095238,0.133764493963234,0.289823070253671,0.315789473684213,2.36078696467098,2.08555250107895,14,1.55363626811831,1.9137228552777,1.55363626811831,0.807150696552662,0.432098765432099,15,-0.296981737757132,-46.4364451840114,-47.8374330055997,1.40098782158832,1
"4632427E13Rik",63,0.468783068783069,2.98412698412698,3.62877624167947,0.837496330332756,0.892715868608574,0.484042553188099,0.577963789997477,1.72675532280286,15,0.616068458398977,0.622842071102694,0.616068458398977,-0.0381046684015001,0.565972222222222,63,0.331621491091206,-111.624899429469,-112.470820646378,0.845921216908152,1
