"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"9530026P05Rik",TRUE,4,225.920313697312,224.585274314396,91,90,0.00590933750519229
"Ablim1",TRUE,3,217.779581095173,200.772635972736,112,111,0.0780924687103911
"Actn2",TRUE,3,162.709441600274,162.61450342905,87,86,0.00058348286547405
"Acyp2",TRUE,4,122.320438996217,121.111898126592,76,75,0.00988012207561739
"Adk",TRUE,3,199.456705475635,199.324040182885,92,91,0.000665133280097097
"Airn",TRUE,4,663.984580006926,608.820457464181,99,98,0.0830804271722234
"Akap6",TRUE,3,114.648866658241,113.387812463488,91,90,0.0109992730980197
"Ank2",TRUE,4,267.151791416928,266.966564863652,106,105,0.000693338241505415
"Arhgap10",TRUE,4,111.884460717849,111.556886529039,59,58,0.00292778985310316
"Arhgap26",TRUE,3,183.471836919823,183.366981742283,98,97,0.00057150557437724
"Atp2a2",TRUE,3,303.75964366372,303.740911372739,130,129,6.16681358802662e-05
"Cacna1c",TRUE,4,356.649628191701,354.695436190386,142,141,0.00547930474853675
"Cacna2d1",TRUE,4,215.638283213728,211.970898489643,81,80,0.0170071133447587
"Cacnb2",TRUE,4,336.570188136527,316.602633608651,117,116,0.0593265691130548
"Camk2d",TRUE,3,113.188223901998,112.667827124028,66,65,0.00459762296844868
"Cd36",TRUE,3,170.69499285937,163.747490715456,107,106,0.0407012650314673
"Cdh2",TRUE,3,310.166905481982,301.96049892163,109,108,0.0264580340948986
"Celf2",TRUE,4,230.938917353961,228.203058358217,96,95,0.0118466780181131
"Chchd3",TRUE,3,61.6283518606625,59.825678807493,52,51,0.0292507100830017
"Chrm2",TRUE,4,176.523695939313,175.696119725763,52,51,0.00468818766311341
"Ckmt2",TRUE,3,193.0014107609,192.466991261148,80,79,0.00276899271173858
"Clip1",TRUE,3,48.6127725928262,48.6086868602299,51,50,8.40464836371346e-05
"Corin",TRUE,4,198.714626977309,196.850995495875,85,84,0.00937843132024296
"Cpeb3",TRUE,4,134.757508053459,130.152349594861,86,85,0.0341736688746977
"Cped1",TRUE,4,119.73557766363,117.021485995822,60,59,0.0226673785750816
"D830005E20Rik",TRUE,4,289.930031891067,254.376262276908,116,115,0.122628792133949
"Dip2c",TRUE,4,103.13779422878,102.049153353575,55,54,0.0105552080432266
"Dlc1",TRUE,3,374.282174512513,374.133720644482,220,219,0.000396636222990354
"Dst",TRUE,3,97.4572999042921,95.5495342540708,64,63,0.0195754002224034
"Ebf1",TRUE,3,281.62459550516,280.005696304621,136,135,0.00574842974078604
"Efna5",TRUE,4,190.649028785612,186.405789826052,54,53,0.0222568086844648
"Errfi1",TRUE,4,125.530170854994,124.873423135345,49,48,0.00523179180890077
"Esrrg",TRUE,3,77.147908897319,76.8970995877195,62,61,0.0032510188958369
"Ext1",TRUE,4,144.630124532593,141.060068760841,51,50,0.0246840399487239
"Fhl2",TRUE,4,763.335034345277,723.301080144522,127,126,0.0524461113396858
"Fhod3",TRUE,4,281.023297423757,277.821736678509,124,123,0.0113925100680184
"Filip1",TRUE,4,128.42551413123,126.922192335657,73,72,0.0117057876368477
"Fry",TRUE,3,103.945290497918,102.684162729726,58,57,0.0121326109355323
"Gpcpd1",TRUE,3,216.686442693696,214.619948788717,87,86,0.0095367937157973
"Grm1",TRUE,19,30.6274773721481,27.9108550275008,81,80,0.08869886055708
"Gucy1a2",TRUE,3,127.971743618213,126.775066933514,60,59,0.00935110088262814
"Kcnd2",TRUE,4,216.838803697698,216.837329239526,59,58,6.7997892755356e-06
"Lama2",TRUE,4,422.376994079949,408.90664926139,173,172,0.0318917578546166
"Ldb3",TRUE,3,136.163008559591,134.883729035207,94,93,0.0093952060689394
"Lhfpl6",TRUE,4,155.540612996652,140.949216243302,76,75,0.0938108476765734
"Limch1",TRUE,4,180.651990926976,170.686230047399,103,102,0.0551655192308685
