N,AR,tot_gene_mean,tot_gene_variance,alpha,beta,bb_mu,bb_theta,phi,id,theta_smoothed,thetaCorrected,theta_common,resid,AR.1,N.1,log2FC,loglik0_disp,loglik1_disp,llr_disp,pval_disp,padj_disp
79,0.5189270644966848,2.0126582278481013,3.1665043816942533,0.12704617968815013,0.1352959316110582,0.4842767295687824,3.811816543854344,1.8021128875767807,1,1.490094219324179,2.423143484129004,1.490094219324179,2.321722324530165,NA,79,-0.09076546392318185,-81.9732978060574,-85.44217271131131,3.4688749052539123,1,1
141,0.5487926376224248,2.6028368794326244,3.31256332320162,0.41666827888068564,0.3675227896192786,0.5313351498349852,1.2751994254574268,1.8989139687712877,2,0.5557723216036758,0.8481370504380075,0.5557723216036758,0.719427103853751,NA,141,0.18106555904751234,-165.7249780830489,-168.85512993725231,3.1301518542034046,0.84,1
37,0.44819819819819817,1.5675675675675675,0.6411411411411411,0.6135102935669883,0.8098335874383924,0.4310344827798287,0.7025709059806747,1.2344783957030845,3,30.32004439403526,20.118421335336567,30.32004439403526,-29.617473488054586,NA,37,-0.40053792958372814,-64.89304398451416,-60.59086903828414,-4.302174946230025,0,0
71,0.45,1.5211267605633805,0.9959758551307842,0.5247550815549733,0.5651208570589549,0.4814814814815906,0.9175356245333485,1.2493302071524406,4,55.67198557039274,36.79888011738679,55.67198557039274,-54.75444994585939,NA,71,-0.10691520391651244,-121.47944342309209,-114.61350458736335,-6.865938835728741,0,0
60,0.4448611111111111,1.7666666666666666,1.809039548022598,0.04597484065026184,0.05149182152829328,0.4716981132075471,10.25991839310183,1.698011029348171,5,4.72196536527721,6.987811894331911,4.72196536527721,5.537953027824619,NA,60,-0.16349873228288025,-65.62675971355209,-68.86829837707704,3.241538663524949,1,1
50,0.6592857142857143,1.4,1.0612244897959169,6.435006435004958e-4,3.5750035750050616e-4,0.6428571428569947,998.9999999999991,1.5737215084705298,6,275.6312951040184,559.8327990641759,275.6312951040184,723.3687048959807,NA,50,0.8479969065549482,-50.843903658172046,-52.95655139918304,2.1126477410109956,1,1
53,0.4377358490566038,1.5471698113207548,1.0217706821480406,4.1504919553700056e-4,5.859518054640014e-4,0.41463414634146317,998.9999999999991,1.6918621780986758,7,39.34395873200525,405.12699174945755,39.34395873200525,959.6560412679938,NA,53,-0.49749965947081654,-63.66910430214162,-79.69676491868705,16.027660616545433,1,1
94,0.5317375886524823,1.893617021276596,1.5369480668039333,1.2519590428450165,1.0454503347560657,0.5449438202225377,0.4352728815985699,1.2708717036390724,8,2.302416920564188,1.6727685673666686,2.302416920564188,-1.867144038965618,NA,94,0.26006283930250307,-116.2127862625993,-109.64444721192893,-6.56833905067036,0,0
122,0.27072599531615926,2.5491803278688527,4.943842297791627,0.715082645487468,1.9012785632960922,0.27331189710610926,0.38221022259573084,1.4295979895791178,9,0.5836090386343711,0.5272529251898047,0.5836090386343711,-0.20139881603864024,NA,122,-1.4107880262774857,-121.32645938294206,-120.43999221314077,-0.8864671698012927,0,0
65,0.7038461538461538,1.3230769230769233,0.7221153846153829,6.634541518161203e-4,3.3754684918488163e-4,0.6627906976643035,998.9999999999991,1.3963591614845192,10,558.1803667811993,744.8278263517234,558.1803667811993,440.8196332187998,NA,65,0.974909019037169,-73.50423378018667,-74.94277216829298,1.4385383881063092,1,1
56,0.5220238095238094,1.4107142857142858,0.5373376623376627,5.06835949932773e-4,4.941650510682289e-4,0.5063291139828398,998.9999999999991,1.6057753101740697,11,242.99074972876366,538.4618614548864,242.99074972876366,756.0092502712355,NA,56,0.03652587602511348,-73.25345123776846,-78.00098121860202,4.747529980833562,1,1
125,0.6039523809523809,1.872,1.4834838709677398,0.5130817772718942,0.4104654218175153,0.5555555555555556,1.082781693221495,1.452388114995106,12,2.551235769297269,2.0815686281312114,2.551235769297269,-1.468454076075774,NA,125,0.32192809488736174,-144.83348650992212,-140.37743627692066,-4.456050233001463,0,0
55,0.403030303030303,1.3272727272727274,0.48350168350168415,4.387949593429128e-4,5.622060416580892e-4,0.43835616438356945,998.9999999999991,1.6328194241880911,13,541.3260998835324,733.7927323549969,541.3260998835324,457.6739001164667,NA,55,-0.3575520046180829,-62.69305383366351,-63.905299574415764,1.2122457407522518,1,1
59,0.4703389830508475,1.457627118644068,0.5628287551139681,0.07366565100920032,0.0808525437905858,0.4767441860465113,6.471729761635709,1.398501770629037,14,132.83038342738146,89.42644261619175,132.83038342738146,-126.35865366574575,NA,59,-0.13430109171158922,-96.61667127420317,-92.31972498757867,-4.296946286624504,0,0
51,0.5915032679738562,1.2156862745098038,0.21254901960784295,6.135167411615288e-4,3.8748425983947313e-4,0.6129032244203667,998.9999999999991,1.314900183566853,15,905.2253292191833,972.0506302177104,905.2253292191833,93.77467078081577,NA,51,0.6629650127224291,-75.91913595258679,-76.34591592640191,0.42677997381512967,1,1
53,0.8018867924528302,1.1886792452830188,0.15602322206095792,793650.7935737832,206349.2064262168,0.7936507935737832,1e-6,0.9849430720250526,16,NA,1e-6,922.6399234311993,-922.6399224311994,NA,53,1.9434164716336326,-61.59343001669525,-28.6062636859715,-32.98716633072375,0,0
