"gene","phi_hat","phi_trend","df","statistic","p_over","p_under","p_two","padj_over","padj_two"
"Ablim1",1.71259035919015,1.57550627223513,31,33.6972959552721,0.338230291243449,0.661769708756551,0.676460582486899,0.745693129756963,0.99929748512138
"Airn",1.77990605447447,1.5921586212062,21,23.4763211693358,0.319117080456396,0.680882919543604,0.638234160912792,0.745693129756963,0.99929748512138
"Akap13",1.6626073782873,1.60843151252049,22,22.7410132402853,0.416475011534802,0.583524988465198,0.832950023069604,0.745693129756963,0.99929748512138
"Akt3",1.46326907585158,1.49889241732093,24,23.4296053636775,0.494570678101051,0.505429321898949,0.989141356202102,0.745693129756963,0.99929748512138
"Ankrd11",1.64169289847493,1.55092642176743,35,37.0483413269484,0.374630669022951,0.625369330977049,0.749261338045901,0.745693129756963,0.99929748512138
"Ankrd44",1.51863981473249,1.57873319869715,39,37.5154920561905,0.537624881282016,0.462375118717984,0.924750237435969,0.745693129756963,0.99929748512138
"Apbb1ip",1.27892090582531,1.44230612236725,28,24.8281448769933,0.637172413501418,0.362827586498582,0.725655172997164,0.746582139161144,0.99929748512138
"App",1.43932743784448,1.4849419350048,17,16.4777934184187,0.490251737820689,0.509748262179311,0.980503475641378,0.745693129756963,0.99929748512138
"Arb2a",1.57935600158926,1.52865549592109,31,32.0281686618778,0.415380573638147,0.584619426361853,0.830761147276295,0.745693129756963,0.99929748512138
"Arhgap15",1.41348775845711,1.5477929314714,46,42.0084854808168,0.64010490338419,0.35989509661581,0.719790193231619,0.746582139161144,0.99929748512138
"Arhgap26",1.43261572062863,1.48138746456746,22,21.2756936370004,0.503760136652465,0.496239863347535,0.992479726695069,0.745693129756963,0.99929748512138
"Arid1b",1.23950484157152,1.43214684209563,29,25.0991304445958,0.673093293176688,0.326906706823312,0.653813413646624,0.752324124570592,0.99929748512138
"Arl15",1.05997381246132,1.35563174274334,29,22.6752145086043,0.791192563294831,0.208807436705169,0.417614873410338,0.801884354690707,0.99929748512138
"Atp2b1",1.46953237374518,1.49381576309805,26,25.5773453870474,0.486515373039888,0.513484626960112,0.973030746079776,0.745693129756963,0.99929748512138
"Atxn1",1.84532285384295,1.60339213149674,30,34.5266042709159,0.260272235857771,0.739727764142229,0.520544471715543,0.745693129756963,0.99929748512138
"Bach2",1.26455522990561,1.45770312391108,24,20.8199632832686,0.649322065028572,0.350677934971428,0.701355869942856,0.746582139161144,0.99929748512138
"Bcl2",1.42077224116436,1.56886800555268,45,40.7521541813031,0.652385481069054,0.347614518930946,0.695229037861893,0.746582139161144,0.99929748512138
"Birc6",1.5122901640955,1.50586038849621,26,26.1110157135807,0.457015454821529,0.542984545178471,0.914030909643057,0.745693129756963,0.99929748512138
