gene,condition,padj,status,padj_other,celltype
Aftph,F1_Aged,0.0112117375799365,shared,0.0540414425145511,Myeloid
Baz2b,F1_Aged,0.00280135839745547,shared,0.0406667068940116,Myeloid
Faf1,F1_Aged,0.0133834888927918,shared,0.0334535916281412,Myeloid
Glud1,F1_Aged,0.0992763044054486,shared,0.0540414425145511,Myeloid
Mertk,F1_Aged,1.87962529589471e-8,shared,0.0912822399346127,Myeloid
Mon2,F1_Aged,0.00122139400358758,shared,2.18608948251944e-8,Myeloid
Ncor1,F1_Aged,0.0581310860659986,shared,1.018658274192e-4,Myeloid
Slmap,F1_Aged,0.0191100111787615,shared,0.0033634611913892,Myeloid
Zfp148,F1_Aged,0.0749405259641887,shared,0.00180956930888688,Myeloid
Aftph,F1_Young,0.0540414425145511,shared,0.0112117375799365,Myeloid
Baz2b,F1_Young,0.0406667068940116,shared,0.00280135839745547,Myeloid
Faf1,F1_Young,0.0334535916281412,shared,0.0133834888927918,Myeloid
Glud1,F1_Young,0.0540414425145511,shared,0.0992763044054486,Myeloid
Mertk,F1_Young,0.0912822399346127,shared,1.87962529589471e-8,Myeloid
Mon2,F1_Young,2.18608948251944e-8,shared,0.00122139400358758,Myeloid
Ncor1,F1_Young,1.018658274192e-4,shared,0.0581310860659986,Myeloid
Slmap,F1_Young,0.0033634611913892,shared,0.0191100111787615,Myeloid
Zfp148,F1_Young,0.00180956930888688,shared,0.0749405259641887,Myeloid
Agfg1,F1_Aged,2.45011244227851e-8,aged_only,1,Myeloid
Agmo,F1_Aged,1.06700904793257e-7,aged_only,1,Myeloid
Airn,F1_Aged,0.0478480859128444,aged_only,1,Myeloid
Ankhd1,F1_Aged,2.5336285077431e-4,aged_only,1,Myeloid
Anks1,F1_Aged,0.00742831354055969,aged_only,1,Myeloid
Ap3b1,F1_Aged,2.2643420960772e-4,aged_only,1,Myeloid
Apoe,F1_Aged,4.6768774972466e-4,aged_only,1,Myeloid
Arhgap15,F1_Aged,0.049329448957543,aged_only,1,Myeloid
Ascc3,F1_Aged,0.0203578442856648,aged_only,1,Myeloid
