gene,condition
2700097O09Rik,F1_Aged
5031425E22Rik,F1_Aged
9530026P05Rik,F1_Aged
Abca6,F1_Aged
Acat1,F1_Aged
Acss1,F1_Aged
Adamts12,F1_Aged
Adamts9,F1_Aged
Ank2,F1_Aged
Asb3,F1_Aged
Btaf1,F1_Aged
Btbd7,F1_Aged
Cacnb2,F1_Aged
Cd2ap,F1_Aged
Cdc42,F1_Aged
Cdh2,F1_Aged
Cdk14,F1_Aged
Clip1,F1_Aged
Cmss1,F1_Aged
Corin,F1_Aged
Cox11,F1_Aged
Cpne8,F1_Aged
Creb5,F1_Aged
Csnk1g3,F1_Aged
Cul1,F1_Aged
Cyyr1,F1_Aged
Dlat,F1_Aged
Dtna,F1_Aged
Egflam,F1_Aged
Elf1,F1_Aged
Erc1,F1_Aged
Fabp3,F1_Aged
Fbxl7,F1_Aged
Fermt2,F1_Aged
Fsd2,F1_Aged
Fto,F1_Aged
Gab1,F1_Aged
Glis3,F1_Aged
Gm12092,F1_Aged
Gm20619,F1_Aged
Gm35041,F1_Aged
Gphn,F1_Aged
Gucy1a2,F1_Aged
Gulp1,F1_Aged
Hibadh,F1_Aged
Hipk1,F1_Aged
Hivep2,F1_Aged
Idh3b,F1_Aged
Il6st,F1_Aged
Itsn2,F1_Aged
Jmjd1c,F1_Aged
Jph1,F1_Aged
Kank1,F1_Aged
Kbtbd12,F1_Aged
Kcnj3,F1_Aged
Kcnn2,F1_Aged
Kcnq1,F1_Aged
Kdm5a,F1_Aged
Kdm7a,F1_Aged
Kidins220,F1_Aged
Limd1,F1_Aged
Luc7l2,F1_Aged
Mapk10,F1_Aged
Mef2c,F1_Aged
Mgp,F1_Aged
Mia2,F1_Aged
Mrps28,F1_Aged
Mrtfb,F1_Aged
Mtss1,F1_Aged
Myo1d,F1_Aged
Nedd4l,F1_Aged
Neo1,F1_Aged
Notch3,F1_Aged
Nt5dc1,F1_Aged
Nt5e,F1_Aged
Nuak1,F1_Aged
Osbpl1a,F1_Aged
Osgepl1,F1_Aged
Oxct1,F1_Aged
P4ha1,F1_Aged
Palld,F1_Aged
Pam,F1_Aged
Pde3a,F1_Aged
Pde4b,F1_Aged
Pde4dip,F1_Aged
Pdlim5,F1_Aged
Pdzrn4,F1_Aged
Peli2,F1_Aged
Phlpp1,F1_Aged
Pid1,F1_Aged
Plxna4,F1_Aged
Ppp1r14c,F1_Aged
Prickle2,F1_Aged
Pstpip2,F1_Aged
Pygb,F1_Aged
Rab3ip,F1_Aged
Rbm25,F1_Aged
Rbms3,F1_Aged
Resf1,F1_Aged
Rgs5,F1_Aged
Rnf169,F1_Aged
Ror2,F1_Aged
Rora,F1_Aged
Rtn3,F1_Aged
Sdc2,F1_Aged
Sdha,F1_Aged
Secisbp2,F1_Aged
Serinc3,F1_Aged
Sfmbt1,F1_Aged
Slc27a1,F1_Aged
Slc8a1,F1_Aged
Smc6,F1_Aged
Sox5,F1_Aged
Specc1,F1_Aged
Spon1,F1_Aged
Sptan1,F1_Aged
St3gal3,F1_Aged
Stk39,F1_Aged
Strn3,F1_Aged
Syde2,F1_Aged
Tbc1d4,F1_Aged
Tcf7l2,F1_Aged
Timp3,F1_Aged
Trabd2b,F1_Aged
Trim54,F1_Aged
Trpc3,F1_Aged
Ubac2,F1_Aged
Ubash3b,F1_Aged
Usp13,F1_Aged
Usp15,F1_Aged
Usp54,F1_Aged
Wbp1l,F1_Aged
Ywhae,F1_Aged
Zfand5,F1_Aged
Znrf3,F1_Aged
2310014F06Rik,F1_Young
Adam22,F1_Young
Adgrl3,F1_Young
Ago3,F1_Young
Ano4,F1_Young
Asb14,F1_Young
Atp6v1h,F1_Young
Atrn,F1_Young
Atxn7,F1_Young
Babam2,F1_Young
Bag3,F1_Young
Baz2b,F1_Young
Bcl2,F1_Young
Cab39,F1_Young
Camkmt,F1_Young
Cap2,F1_Young
Cbfb,F1_Young
Ccdc141,F1_Young
Ccdc50,F1_Young
Cdk19,F1_Young
Cemip2,F1_Young
Chrm2,F1_Young
Clasp1,F1_Young
Cmya5,F1_Young
Coro6,F1_Young
Cpeb3,F1_Young
Cyrib,F1_Young
Cyth1,F1_Young
D830024N08Rik,F1_Young
Dapk1,F1_Young
Dcp1b,F1_Young
Dennd5b,F1_Young
Dpf3,F1_Young
Egfr,F1_Young
Eif3h,F1_Young
Foxn3,F1_Young
Frmd4a,F1_Young
Fyn,F1_Young
Gbe1,F1_Young
Gipc2,F1_Young
Gm29237,F1_Young
Gm31013,F1_Young
Gm36827,F1_Young
Gnai1,F1_Young
Gon4l,F1_Young
Gpbp1l1,F1_Young
Hdac9,F1_Young
Heg1,F1_Young
Hip1,F1_Young
Hnrnpc,F1_Young
Hopx,F1_Young
Igf2r,F1_Young
Kansl2,F1_Young
Khdrbs3,F1_Young
Kitl,F1_Young
Kremen1,F1_Young
Larp4,F1_Young
Lims1,F1_Young
Lncpint,F1_Young
Lonp2,F1_Young
Lrch1,F1_Young
Lrrc10,F1_Young
Lrtm1,F1_Young
Metap1d,F1_Young
Mir133a-1hg,F1_Young
Morrbid,F1_Young
Myh7b,F1_Young
Myo6,F1_Young
Myot,F1_Young
Myoz2,F1_Young
Nav2,F1_Young
Nck1,F1_Young
Nek9,F1_Young
Nrap,F1_Young
Nrp1,F1_Young
Pard3,F1_Young
Pcca,F1_Young
Pde10a,F1_Young
Pdzd2,F1_Young
Picalm,F1_Young
Pkia,F1_Young
Plekha6,F1_Young
Plpp1,F1_Young
Ppard,F1_Young
Ppip5k1,F1_Young
Ppp1r3a,F1_Young
Prdm16,F1_Young
Prdm5,F1_Young
Ptprg,F1_Young
Ptprm,F1_Young
Rapgef4,F1_Young
Rbfox1,F1_Young
Rfx7,F1_Young
Rgl1,F1_Young
Ripor2,F1_Young
Rnf150,F1_Young
Scp2,F1_Young
Sec24b,F1_Young
Senp6,F1_Young
Sgip1,F1_Young
Shroom3,F1_Young
Slc10a7,F1_Young
Slc20a2,F1_Young
Slc25a13,F1_Young
Slc35e2,F1_Young
Slk,F1_Young
Smyd3,F1_Young
Snta1,F1_Young
Sntb1,F1_Young
St3gal6,F1_Young
St7l,F1_Young
Stim2,F1_Young
Strip2,F1_Young
Sucla2,F1_Young
Susd6,F1_Young
Syk,F1_Young
Tbc1d23,F1_Young
Tcf25,F1_Young
Tlr4,F1_Young
Tnnc1,F1_Young
Trak1,F1_Young
Trim24,F1_Young
Txnl1,F1_Young
Ube2r2,F1_Young
Vcp,F1_Young
Vldlr,F1_Young
Ylpm1,F1_Young
Zbtb7c,F1_Young
Zmym2,F1_Young
