gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
2700097O09Rik,0.6465,0.0634479768477054,0.5958,0.412828505061611
5031425E22Rik,0.5694,0.0448568879072955,0.5619,0.444006730740226
9530026P05Rik,0.5831,0.0010292519659828,0.526,0.708291739080943
Abca6,0.6595,0.0423941144295438,0.6295,0.246997976494207
Acat1,0.6044,0.0647988209830425,0.5673,0.736798822696595
Acss1,0.6022,0.0275687327490607,0.5435,0.328907043035077
Adamts12,0.4058,0.0334849568757327,0.2857,0.153200870078706
Adamts9,0.5749,0.0800706125791179,0.5874,0.249971491034159
Ank2,0.5454,0.0276932087523051,0.5116,0.664243417094739
Asb3,0.6363,0.048202978009579,0.4898,1
Btaf1,0.3125,3.40985299440069e-5,0.3619,0.301788834782947
Btbd7,0.589,0.0880251792359876,0.5001,1
Cacnb2,0.5606,2.3376478520885e-4,0.5247,0.11787797864712
Cd2ap,0.6229,0.0275687327490607,0.6436,0.222449491951503
Cdc42,0.412,0.0676995155844047,0.4074,0.151745848338761
Cdh2,0.543,0.0507060628439495,0.4907,1
Cdk14,0.5808,0.0507060628439495,0.4419,1
Clip1,0.5554,0.0895909657350594,0.5497,0.142175554603747
Cmss1,0.409,0.0690789454107285,0.422,0.265215620805204
Corin,0.5521,0.0634479768477054,0.5601,0.103444526787186
Cox11,0.6288,0.0497915197451189,0.4618,1
Cpne8,0.2795,0.0124410437465866,0.3227,0.148489821874368
Creb5,0.5678,0.0623850700241464,0.4776,0.968335767086288
Csnk1g3,0.3406,0.0800706125791179,0.516,1
Cul1,0.5932,0.0709051538623181,0.5,1
Cyyr1,0.3201,0.027641721934137,0.5949,0.239016673445728
Dlat,0.6296,0.0464522590811523,0.5642,0.46635414301409
Dtna,0.3534,0.00520611212554939,0.4024,0.341591755435542
Egflam,0.6056,0.0143098027177687,0.5765,0.667337555680862
Elf1,0.3933,0.0108769075687369,0.4335,0.545610392870971
Erc1,0.5555,0.0988797967057556,0.5337,0.597689342632128
Fabp3,0.6023,0.0421986807932198,0.5147,0.923936700518044
Fbxl7,0.5965,0.0203970713770276,0.5565,0.377807134672021
Fermt2,0.6052,0.0688743307248484,0.5087,1
Fsd2,0.3668,0.0875175470703417,0.3934,0.172555251696621
Fto,0.5735,0.00968943538664741,0.5463,0.614357550836299
Gab1,0.5535,0.0449320001787792,0.5192,0.688365061731903
Glis3,0.3551,0.0863308892077008,0.4865,1
Gm12092,0.2791,0.00101391555024787,0.3658,0.254323038544756
Gm20619,0.3837,0.0488443142737396,0.4606,0.919027417389801
Gm35041,0.3664,0.0288037185195363,0.3884,0.270017952047694
Gphn,0.555,0.041891093226555,0.5052,0.972897137625762
Gucy1a2,0.4491,0.051338360262977,0.529,0.333622823729626
Gulp1,0.2443,7.361233079638e-9,0.3571,1
Hibadh,0.3567,0.0156570387520287,0.3984,0.316619611697563
Hipk1,0.5743,0.0541513666396086,0.5842,0.26785211787953
Hivep2,0.5627,0.0150895828634374,0.5448,0.58297688226388
Idh3b,0.3668,0.0764931898991524,0.4206,0.718370615305447
Il6st,0.3564,0.0464522590811523,0.5293,0.509800118614665
Itsn2,0.5748,0.0988797967057556,0.5407,1
Jmjd1c,0.5667,0.034343621421635,0.4909,1
Jph1,0.3643,0.0477880562104109,0.3966,0.255901602715724
Kank1,0.2959,0.00623811886884456,0.327,0.499892270673909
Kbtbd12,0.6386,0.0136716992111524,0.6234,0.184548363959084
Kcnj3,0.5547,0.0717302371048819,0.5705,0.345851245831603
Kcnn2,0.6297,0.0476505596078148,0.5725,0.129860604151921
Kcnq1,0.3666,0.0974645532023389,0.4337,0.668943246711696
Kdm5a,0.3787,0.0768527201585626,0.5117,1
Kdm7a,0.3625,0.0477880562104109,0.4753,0.761627387832884
Kidins220,0.5812,0.0861434823191795,0.563,0.490298940730008
Limd1,0.6154,1.6311603099551e-4,0.5267,0.612457881706959
Luc7l2,0.5399,0.0168926766805942,0.5014,1
