"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"2210408F21Rik",0.455284552845528,82,-0.407175381505873,0.604932545324871,1,1
"2610307P16Rik",0.4748,125,-0.167944637314072,0.820288866064061,1,1
"4632427E13Rik",0.521551724137931,116,0.0424352663203966,0.786936047288464,1,1
"4732440D04Rik",0.191666666666667,60,-1.85798099512757,0.114646932777916,0.99,1
"4833422C13Rik",0.727213541666667,128,1.38605843230708,0.663828021266738,1,1
"5031425E22Rik",0.546666666666667,125,0.31315788525963,0.621195300569184,1,1
"9330188P03Rik",0.510204081632653,49,0.362570079384708,0.635594159022645,1,1
"9530026P05Rik",0.514635477003435,568,0.15726176617656,12.2434813273819,1,1
"A830082K12Rik",0.565543071161049,89,0.551015168797818,0.604495513004636,1,1
"AW554918",0.455555555555556,120,-0.0759488532332986,0.791458001080258,1,1
"Abca6",0.455182072829132,119,-0.249027547839914,0.441028024580106,1,1
"Abca8a",0.776280892103677,237,1.85663582482882,-19.8841730260745,0,0
"Abca8b",0.725177304964539,94,1.50250034052918,0.347319875915062,1,1
"Abca9",0.509259259259259,90,0.0794344674944045,0.606255443894099,1,1
"Abcc9",0.429628104844243,347,-0.437580067929932,-67.335513420843,0,0
"Abhd17b",0.487272727272727,55,-0.084888897586513,0.137538290304391,1,1
"Abi1",0.60219298245614,190,0.77632802643698,2.65219569998578,1,1
"Abi2",0.560109289617486,122,0.277533975528909,0.973750786656041,1,1
"Abl2",0.537037037037037,54,0.0874628412503391,0.295415043036513,1,1
"Ablim1",0.392543859649123,76,-0.53605290024021,0.509541438165982,1,1
"Abr",0.497942386831276,81,-0.061400544664143,0.255000458604812,1,1
"Acadsb",0.5,55,0.175086706558091,0.147243754495477,1,1
"Acap2",0.546728971962617,107,0.192645077942396,0.0864478886297775,1,1
"Acer2",0.541801075268817,124,0.280107919192735,0.862980264721699,1,1
"Actr2",0.5,88,-0.0285691521967708,0.17077025651578,1,1
"Actr3",0.596168582375479,87,0.476438043942987,0.519948497842975,1,1
"Acyp2",0.339495305164319,142,-0.944290567413713,0.463819939472444,1,1
"Adam22",0.675,80,0.889817082249577,0.16918023949583,1,1
"Adam9",0.446428571428571,56,-0.415037499278843,0.517809212051219,1,1
"Adamts12",0.455938697318008,174,-0.174029399775049,1.98004066576766,1,1
"Adamts17",0.741935483870968,31,1.8073549220576,-0.00187007691065588,0.52,1
"Adamts2",0.588141025641026,104,0.517399216908522,0.608997764683537,1,1
"Adamts9",0.529454253611557,89,-0.192645077942395,-15.114713976241,0,0
"Adap2",0.434666666666667,250,-0.397147340382955,13.4345989618604,1,1
"Adcy6",0.419082125603865,138,-0.523561956057013,0.513331597379675,1,1
"Adcy9",0.442592592592593,135,-0.192645077942396,0.53573971103711,1,1
"Adgrl2",0.573825503355705,149,0.397335497545385,0.473101021287761,1,1
