"gene","mu_intercept","mu_sex_coeff","sigma_intercept","pval_imbalance","pval_sex_diff","bb_theta","bb_mu","alpha","beta","tot_gene_mean","aic","converged","theta_smoothed","thetaCorrected","theta_common","resid"
"Slc9a7",0.60198640216297,1.56861591791384,-3.58179384026467e-06,0.000789162586038535,2.79622191168212e-06,279189.214594363,0.619047619047619,2.21730491970128e-06,1.36449533520079e-06,0.0375965665236058,207.330013738002,TRUE,308640.860716873,308099.479603843,308640.860716873,-29451.6461225094
"Rp2",-0.44913611319419,0.26136476415131,-6.12531481378664e-07,0.122142244395835,0.648477323555904,1632568.65011538,0.379310344824971,2.32339598581759e-07,3.80192070410737e-07,0.012188841201717,82.7843324653583,TRUE,406044.596810626,885814.762468931,406044.596810626,1226524.05330475
"Bcap31",-0.700411230861646,0.925479157969053,-3.73438982755664e-06,1.07619351625884e-05,0.00245378173289599,267780.863537272,0.333333333329438,1.24479893344971e-06,2.48959786694306e-06,0.0372532188841216,248.884870266134,TRUE,307856.816996799,303253.852803415,307856.816996799,-40075.9534595266
"Idh3g",-0.0974995035573895,0.748972573784843,-9.23146647925204e-07,0.438552357254435,0.00267602357852016,1083251.00968902,0.457875457875446,4.22686389193298e-07,5.0046068480489e-07,0.049957081545065,373.502168418686,TRUE,357703.757410718,645562.642752302,357703.757410718,725547.2522783
"Dnase1l1",-0.967430156434368,1.43223145630692,-1.39019085960867e-06,6.70024043844185e-05,0.0021250194900488,719325.190479387,0.234782608695652,3.26392863482486e-07,1.06379896246144e-06,0.021630901287554,121.909632979018,TRUE,319010.661437275,482029.204658655,319010.661437275,400314.529042112
"Ikbkg",-0.411382336931666,0.684778930889427,6.74567931344905e-07,0.016407164796134,0.0430084011314101,-1482430.88766291,0.379746835443038,-2.56164950827298e-07,-4.1840275301792e-07,0.0295278969957072,211.70998526833,TRUE,NA,-1482430.88766291,278170.601656167,-1760601.48931908
"Tab3",-0.221116416150188,0.928125189521167,-5.86150817282805e-06,0.092168128692855,0.000348050035021873,170604.056116692,0.408602150537635,2.39503186406162e-06,3.4664934874576e-06,0.0552789699570806,370.608627492225,TRUE,393630.627598088,322510.462775493,393630.627598088,-223026.571481396
"Gm14798",-0.0980258748029284,0.950640211888794,6.89142204937809e-08,0.573399104113546,0.00557356843384288,-14510793.6893002,0.455172413793103,-3.13678509624689e-08,-3.7546367061137e-08,0.0276394849785402,198.162348121867,TRUE,NA,-14510793.6893002,266046.124521415,-14776839.8138216
"Stard8",0.217525057213773,1.57411656361309,2.15882498699801e-07,0.146135549020034,3.69460351088457e-08,-4632149.959352,0.52777777777782,-1.13937973167789e-07,-1.01944502308004e-07,0.041888412017167,274.469081000048,TRUE,NA,-4632149.959352,326433.835324058,-4958583.79467606
"Taf1",-0.235762928052295,1.01811252610394,-1.49441440538454e-06,0.0311540803818736,2.14436403212715e-06,669157.931806917,0.430517711171663,6.43372350095503e-07,8.51043171961771e-07,0.0745064377682427,485.198692640286,TRUE,598167.033977851,645752.052221211,598167.033977851,70990.8978290661
"Fgf16",-0.937858038118001,0.36034467284097,-2.23958755517478e-06,1.85846176609544e-05,0.391191115458936,446510.286188517,0.275862068964051,6.17817948425899e-07,1.62177211462989e-06,0.0245493562231761,141.913367952539,TRUE,272371.080963996,347891.999314711,272371.080963996,174139.205224522
"Slc25a53",-1.09186194505866,0.35114242636901,-3.87724313444918e-06,2.53587538175041e-09,0.318092309532743,257914.715873295,0.241025641025641,9.34516823553599e-07,2.94273382736027e-06,0.0377682403433467,220.384346010024,TRUE,309036.713063613,300279.734790566,309036.713063613,-51121.9971903174
"Pwwp3b",-0.475096141774919,1.6933193964148,1.13575387347857e-06,0.0571970926330388,0.000268509336158309,-880472.953903865,0.425287356321839,-4.83021487981191e-07,-6.52731740515122e-07,0.0180257510729611,111.379580706065,TRUE,NA,-880472.953903865,327124.325872841,-1207597.27977671
"Tbc1d8b",-0.628642605263164,0.910741767978251,8.52034946023493e-07,0.000182100507288477,0.00494838158526341,-1173661.28082175,0.348837209301793,-2.97221366165842e-07,-5.54813216844206e-07,0.0339914163090126,220.574798085831,TRUE,NA,-1173661.28082175,300495.18312651,-1474156.46394826
"Alas2",0.265074948321078,0.682121710598002,1.27733254882009e-07,0.213442876325262,0.102567154674897,-7828815.32685951,0.530973451330853,-6.78229628829232e-08,-5.99102838790929e-08,0.0216309012875541,159.552191212052,TRUE,NA,-7828815.32685951,315954.688467769,-8144770.01532728
"Smc1a",-0.2635686079283,1.25014118523069,-2.01457483167797e-06,0.0321451319944048,1.4475269490541e-07,496382.153180439,0.440397350993377,8.87214312947486e-07,1.12736254803102e-06,0.05871244635193,392.701025518647,TRUE,421357.333601077,464377.334643648,421357.333601077,75024.8195793616
"Eif1ax",-1.08196682245146,0.81502354980733,-1.12646932313687e-06,4.66344861763139e-10,0.0133613156332529,887728.956514209,0.24390243902439,2.74748770145008e-07,8.51721187449525e-07,0.0382832618025744,227.649374429906,TRUE,310243.961138226,540240.128273549,310243.961138226,577484.995375983
"Nhs",-0.804718956217073,2.42036812865047,-1.08021554556466e-06,0.076053581131521,0.00170205074418412,925740.667208085,0.378378378378376,4.08730427193521e-07,6.71485701817935e-07,0.0128755364806871,45.2356256229755,TRUE,388742.58381323,606070.823304618,388742.58381323,536998.083394854
"Mospd2",-0.72172638748389,0.753771802384326,-5.96401508132393e-06,0.000590763328699118,0.0657734542537341,167671.778888423,0.305785123965957,1.82371252928283e-06,4.14032033676943e-06,0.0235193133047222,151.61069505415,TRUE,285843.663278307,250824.942186987,285843.663278307,-118171.884389884
"Ofd1",-0.136396729980795,0.816660890928874,-4.46003623152082e-06,0.502700508859325,0.0425359026015744,224212.925201123,0.431034482758058,1.92243369721621e-06,2.53761248033123e-06,0.0226609442060082,160.482446047376,TRUE,300443.657437075,281855.404225486,300443.657437075,-76230.7322359514
