"","AR","N","log2FC","llr_var","pval_var"
"1110002E22Rik",0.618181818181818,11,0.137503523749935,-7368.20526394089,0
"1110059E24Rik",0.477272727272727,11,-0.263034405833793,-4314.68527241222,0
"1600010M07Rik",0.586458333333333,16,-0.0331668639351994,-4241.6274562554,0
"1600020E01Rik",0.0833333333333333,12,-1.85414913353654,-4685.76064323411,0
"1700025G04Rik",0.487065637065637,74,-0.0925121387895381,4419.58416729922,1
"2210408F21Rik",0.519776781723684,113,0,4617.5830666887,1
"2310014F06Rik",0.4625,16,-0.814444346843923,-4294.80757499942,0
"2310039L15Rik",0.630952380952381,14,0.308122295362332,-5086.53767004342,0
"2610035D17Rik",0.973684210526316,19,3.75488750216347,220.83156098373,1
"2610037D02Rik",0.576,25,0.0901978089715785,-208.499168754138,1.09849762405684e-92
"2610307P16Rik",0.541560807134578,61,0.172467196004766,4484.78404966086,1
"2700097O09Rik",0.709821428571429,16,1.23132554610646,-241.722952494008,3.80126344007603e-107
"2900026A02Rik",0.472222222222222,12,-0.0443941193584534,-4626.25880741921,0
"3222401L13Rik",0.311111111111111,15,-0.434402824145775,68.9949147175139,1
"4632427E13Rik",0.468783068783069,63,0.150779952175609,4298.05469304577,1
"4732440D04Rik",0.380116514690983,94,-0.663436558744241,4515.89631325232,1
"4732471J01Rik",0.339473684210526,19,-1.08406426478847,-109.383394320105,1.68028053889261e-49
"4930506C21Rik",0.444444444444444,12,-0.39231742277876,-5128.39355661426,0
"4930512H18Rik",0.333333333333333,11,-0.214124805352848,-5167.83697569281,0
"4930523C07Rik",0.45625,16,-0.375509135092206,-4402.07213402525,0
"4933431K23Rik",0.34,20,-0.174029399775049,-86.0637529534911,2.53813351212351e-39
"5031425E22Rik",0.527092660425994,63,0.178597303456763,4204.2318629621,1
"5330438D12Rik",0.561728395061728,27,0.407175381505874,4166.29057600349,1
"5430431A17Rik",0.576881720430108,31,0.614108846380673,3699.95849256791,1
"6720427I07Rik",0.458333333333333,12,-0.0406419844973458,-6677.13530706313,0
"6820431F20Rik",0.705882352941176,17,1.03952836418664,-277.095561809814,1.54261188914052e-122
"9330159M07Rik",0.0935028248587571,59,-3.49032562658308,4540.91797115742,1
