"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"Ablim1",0.49025974025974,33,0,4.084939979295,0.94,1
"Airn",0.242753623188406,23,-0.84799690655495,0.959505726988375,0.97,1
"Akap13",0.461805555555556,24,-0.371968777386958,19.3783133797883,1,1
"Akt3",0.375,26,-0.584962500721156,-1.47554615782284,0,0
"Ankrd11",0.508558558558559,37,-0.270089163367744,2.77302159448644,0.86,1
"Ankrd44",0.405691056910569,41,-0.189033824390017,0.145228492907179,0.99,1
"Apbb1ip",0.264603174603175,30,-1.28950661719498,-1.51583091422817,0,0
"App",0.537719298245614,19,0.637429920615292,-3.77504488699581,0,0
"Arb2a",0.495454545454545,33,-0.472068444315223,1.23035443046465,0.97,1
"Arhgap15",0.480880230880231,48,-0.274622380109006,-0.823350176945837,0,0
"Arhgap26",0.545138888888889,24,0.120294233717712,-2.41931557329764,0,0
"Arid1b",0.57926267281106,31,0.502500340529183,-2.61261856236611,0,0
"Arl15",0.367025089605735,31,-0.616671360448494,-2.21437762283482,0.02,0.0416666666666667
"Atp2b1",0.524404761904762,28,-0.0588936890535685,-0.706655514140927,0.03,0.0616438356164384
"Atxn1",0.435416666666667,32,-0.247927513443586,2.31795555698559,0.65,1
"Bach2",0.616452991452991,26,1.08246216019197,-3.06682368486775,0,0
"Bcl2",0.452715605907095,47,-0.0747677684019722,-0.977030952709534,0,0
"Birc6",0.55952380952381,28,-0.0588936890535685,-0.163677712481569,0,0
"Camk1d",0.591397849462366,31,0.427421223734676,0.0836509489974091,0.95,1
"Camk4",0.457407407407407,27,-0.106915203916512,-0.925591474383531,0,0
"Cblb",0.34992784992785,33,-0.527247002864869,0.222480034183739,0.96,1
"Ccnd3",0.476130952380952,40,0.120294233717712,1.84684335911686,0.83,1
"Cd44",0.578030303030303,22,0.700439718141092,3.42067086479867,1,1
"Celf2",0.578571428571429,43,-0.0181473467102594,0.393941301678055,0.89,1
"Chst11",0.503086419753086,27,0.211504105193712,-5.96964577301409,0,0
"Crebbp",0.607142857142857,28,0.658963082164933,3.58976774413044,0.99,1
"Crim1",0.610215053763441,31,0.830074998557688,5.5876222651627,0.99,1
"Dennd1b",0.335119047619048,28,-0.770518153877233,-4.50862525948934,0,0
"Dennd4a",0.551708074534161,23,0.0430687218918858,0.00337793267968678,0.95,1
"Dlc1",0.58796992481203,19,0.321928094887362,0.325576256420018,1,1
"Dleu2",0.464722222222222,30,-0.125530882083859,0.172124619319057,0.94,1
"Dock10",0.634053156146179,43,0.533432200081074,0.801329195908075,0.96,1
"Dock2",0.467628205128205,52,-0.185866545311334,-0.817117127391768,0.01,0.0223880597014925
"Dst",0.435185185185185,18,-0.943416471633633,-4.4840428587603,0,0
"Ebf1",0.345643939393939,22,-1.05658352836637,-0.380398964197589,0.08,0.157894736842105
"Eif4g3",0.691358024691358,27,1.13750352374994,-1.3417269828368,0,0
"Elmo1",0.582698412698413,45,0.525091044743758,0.0952741276339637,0.99,1
"Emb",0.533854166666667,32,0.428843298803874,-0.0844343342175264,0,0
"Entpd1",0.564285714285714,14,0,13.2412586992599,1,1
"Esyt2",0.5,34,-0.125530882083859,3.39820020278849,1,1
"Ets1",0.437719298245614,38,-0.169925001442312,1.0374230602629,0.98,1
"Etv6",0.487003968253968,24,-0.106915203916512,-1.91066434744672,0,0
"Ext1",0.32993672993673,26,-1.22239242133645,-1.31095036695708,0,0
"Fbxl17",0.703888888888889,30,1.06413033741972,-0.160316604583358,0.02,0.0416666666666667
