N,AR,tot_gene_mean,tot_gene_variance,alpha,beta,bb_mu,bb_theta,phi,id,theta_smoothed,thetaCorrected,theta_common,resid,AR.1,N.1,log2FC,loglik0_disp,loglik1_disp,llr_disp,pval_disp,padj_disp
18,0.5205026455026455,2.2222222222222223,3.0065359477124183,499999.9999999668,500000.00000003324,0.4999999999999668,1e-6,0.5937717450438519,1,NA,1e-6,1.098407295211966,-1.098406295211966,NA,18,-2.220446049250313e-16,-21.85031904224015,-17.344425877556205,-4.505893164683947,0,0
35,0.5280952380952381,3.085714285714286,4.080672268907562,4.712570457203604,3.913829705980576,0.5462962960280872,0.11592321027116363,1.2175097909140427,2,0.47722787721111354,0.3564797070068017,0.47722787721111354,-0.3613046669399499,NA,35,0.2679332052466329,-45.87364092235425,-44.35107245650047,-1.5225684658537801,0,0
28,0.4083333333333333,2.1785714285714284,1.92989417989418,0.28735792139693844,0.5890837388636916,0.32786885245902847,1.1409772553516306,1.6241880507956725,3,1.224316330389246,1.2348863848711427,1.224316330389246,-0.08333907503761528,NA,28,-1.035623909730721,-31.172494394246144,-31.2050670540171,0.032572659770956136,0.98,1
30,0.6566178266178266,3.033333333333333,6.929885057471264,1.5694119530111288,0.6975164235605134,0.6923076923076887,0.441125538122354,1.6368668875588221,4,0.4905776425330976,0.4887148328092949,0.4905776425330976,-0.0494521044107436,NA,30,1.1699250014423117,-35.18171742382869,-35.171857413586054,-0.009860010242633166,0.06,0.1095940959409594
24,0.498015873015873,3.625,7.461956521739131,1.4329283048241956,1.111250522108563,0.563218390804597,0.3930541318141508,1.7405351622441956,5,0.39403313961118136,0.40724871414014985,0.39403313961118136,-9.790077970305844e-4,NA,24,0.3667823306716229,-32.28297606545704,-32.35976022936135,0.07678416390430698,0.94,1
25,0.44857142857142857,1.7200000000000002,1.7099999999999993,0.47200116268034714,0.41043579363508365,0.5348837209302331,1.1332254308290164,1.363604468717481,6,7.813108139854046,5.545861342035057,7.813108139854046,-6.67988270902503,NA,25,0.20163386116965065,-30.735235827715442,-29.341419062399265,-1.3938167653161777,0,0
21,0.32142857142857145,1.8095238095238095,1.5619047619047617,0.264857334987542,0.5093410288221963,0.34210526315789463,1.2916586326521262,1.4518411716992008,7,4.768160126489832,3.612389000498515,4.768160126489832,-3.4765014938377057,NA,21,-0.9434164716336325,-23.93236816475401,-22.910331294797857,-1.0220368699561533,0,0
19,0.375438596491228,2.210526315789474,2.619883040935673,0.04118731221148472,0.08237462442296895,0.3333333333333347,8.09310720791311,2.0601405654306846,8,1.13746435591257,3.8180706262563344,1.13746435591257,6.9556428520005404,NA,19,-1,-19.204693737002795,-21.283608950157213,2.078915213154417,0.76,1
17,0.696078431372549,2.0588235294117645,0.8088235294117648,0.23186629722162955,0.08026141057671786,0.742857142857143,3.2038168192554632,1.803486358876856,9,1.6944199257001074,2.3260368927553094,1.6944199257001074,1.509396893555356,NA,17,1.5305147166987798,-16.57485770010583,-17.115481945311757,0.540624245205926,0.92,1
20,0.6111904761904762,2.15,2.555263157894737,0.4559832380194239,0.27021229018353954,0.6279069758909087,1.3770396004428593,1.7016019245879919,10,1.3128827996575374,1.382517962405759,1.3128827996575374,0.06415680078532193,NA,20,0.7548875021634686,-21.873616347241693,-22.005365013278233,0.13174866603653967,0.96,1
