"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"9530026P05Rik",TRUE,4,20.5350522078172,9.50034792070163,17,16,0.537359446445183
"Abca1",TRUE,3,41.461222378182,40.1778231001634,34,33,0.0309542074353789
"Abca9",TRUE,4,43.0411031315748,42.2288893206875,27,26,0.0188706550667251
"Abi1",TRUE,4,46.9543866801072,45.832272851647,29,28,0.0238979551815895
"Ablim1",TRUE,4,38.316271456324,38.2917735693723,23,22,0.000639359886038693
"Acer3",TRUE,4,36.7955670830058,31.3629027805021,24,23,0.147644532566882
"Actr3",TRUE,4,27.6898601114062,27.5849822622848,20,19,0.00378759042838728
"Acyp2",TRUE,4,35.2798184373651,35.0223896123216,18,17,0.00729677295535025
"Adam19",TRUE,4,27.7664507586017,27.0522953831528,16,15,0.0257200814629734
"Adgre1",TRUE,3,31.7896836307736,30.6288346425839,19,18,0.0365165316419186
"Adgrg6",TRUE,4,28.0025561182402,23.1245732580297,18,17,0.174197771075374
"Adgrl4",TRUE,3,26.8020680542603,25.0912271992555,20,19,0.0638324196304992
"Adk",TRUE,4,44.160996317462,43.4504761887155,23,22,0.0160893138288529
"Aff1",TRUE,4,36.9216720675053,36.8769794792287,21,20,0.00121047032200816
"Aftph",TRUE,3,26.6712736169661,25.2047808305215,22,21,0.0549839804242328
"Agap1",TRUE,3,41.1349467542637,39.465104785436,22,21,0.0405942416506146
"Agfg1",TRUE,4,25.9921485843666,25.0211148215297,20,19,0.037358733914784
"Agmo",TRUE,4,47.0970896149729,46.9325511789442,22,21,0.00349360092892803
"Ago3",TRUE,3,38.7162004029677,38.6341726596923,23,22,0.00211869301278578
"Ahnak",TRUE,4,23.1709122538428,23.1670260334485,19,18,0.000167719783827347
"Airn",TRUE,4,36.6690454027853,36.6431050711973,22,21,0.000707417695307799
"Akap13",TRUE,4,25.075194750128,25.0629828941972,28,27,0.00048700941518165
"Akt3",TRUE,4,33.0845381221192,33.0307936336618,28,27,0.00162445938519695
"Alcam",TRUE,4,117.061153893789,98.5901618653643,29,28,0.157789253001761
"Ank2",TRUE,4,58.1461210734027,58.1190625151118,29,28,0.000465354486099856
"Ankhd1",TRUE,4,30.9006502676858,28.1654012686982,31,30,0.0885175222946037
"Ankrd11",TRUE,3,59.4395174665813,51.1373352446539,31,30,0.139674455240911
"Ankrd17",TRUE,4,44.837134700878,43.82265973437,32,31,0.0226257760063366
"Ankrd44",TRUE,4,45.758046314571,45.7117412628651,28,27,0.00101195429952472
"Anks1",TRUE,4,33.5499914663504,33.4727879958051,23,22,0.00230114724836017
"Ano6",TRUE,4,49.2573858009199,45.3542255652824,32,31,0.0792401011984799
"Antxr2",TRUE,4,44.6951261239056,42.0178435841134,25,24,0.0599009952980124
"Aoah",TRUE,4,34.1097147737724,34.0129759697337,20,19,0.00283610709383741
"Aopep",TRUE,3,81.0785481865517,81.0408531199197,38,37,0.000464920345456754
"Ap2a2",TRUE,4,52.1099565323304,51.0365152258021,28,27,0.0205995433111188
"Ap3b1",TRUE,3,35.3971699016644,33.07841759528,25,24,0.0655067145996687
"Apba1",TRUE,3,27.706783224516,27.6903043126314,23,22,0.000594760920137771
"Apoe",TRUE,4,43.7357204425302,43.666907858155,35,34,0.00157337260433732
"App",TRUE,4,87.5814142599748,87.149204629116,41,40,0.00493494692350971
"Arb2a",TRUE,3,33.3867923020323,33.0806708445339,27,26,0.00916893886447712
"Arhgap10",TRUE,4,30.0888042849725,30.0625749280424,28,27,0.00087173144807029
"Arhgap15",TRUE,3,32.6245811794246,31.8735209821476,23,22,0.023021297749277
"Arhgap18",TRUE,4,42.7849125863046,42.4934825009946,26,25,0.00681151526772728
"Arhgap21",TRUE,4,43.9696912708821,42.921070058312,23,22,0.0238487281184192
"Arhgap26",TRUE,3,41.1942452955021,41.1418157976582,27,26,0.00127273839993292
"Arhgef12",TRUE,4,54.8774521752545,52.5069735771109,28,27,0.0431958573909973
"Arhgef3",TRUE,4,55.2415789260253,51.9732791219427,32,31,0.0591637651859872
"Arid1b",TRUE,3,55.1478402861166,49.9446818126445,32,31,0.094349270007261
"Arih1",TRUE,3,38.5337844009645,38.531449506154,27,26,6.05934466822999e-05
"Arl15",TRUE,4,57.0011065559752,56.5454929463505,30,29,0.00799306604999361
"Arpc2",TRUE,3,39.497044981894,39.412048653419,26,25,0.00215196677407026
"Asap1",TRUE,3,56.950344921489,54.7696769897237,30,29,0.0382906887530096
"Ascc3",TRUE,4,44.0704196608754,43.2811113783032,30,29,0.0179101603444212
"Ash1l",TRUE,4,32.3580988450342,31.7135836823715,25,24,0.019918202418175
"Atf7",TRUE,4,32.0120369547329,29.8761230746373,20,19,0.0667222108707378
"Atp2a2",TRUE,4,34.8554491835072,34.0311175877472,22,21,0.0236500063855152
"Atp2b1",TRUE,4,46.929720538269,46.8954937638041,29,28,0.000729319801445971
"Atp6v0b",TRUE,3,42.8534558971187,41.8439833530452,28,27,0.0235563858956216
"Atxn1",TRUE,3,58.665484250005,58.542634043025,36,35,0.00209407982479726
"B4galt1",TRUE,4,47.3463083420358,46.0844866949207,25,24,0.0266508982706634
"Babam2",TRUE,4,30.9964694218166,30.9400354899855,20,19,0.00182065676780907
"Baz2b",TRUE,3,29.0312764329786,29.010648960088,16,15,0.000710525868136913
"Bicc1",TRUE,3,19.394605068015,18.7566601936393,16,15,0.0328929035749086
"Birc6",TRUE,3,55.7256516028929,55.1755852445071,33,32,0.00987097221052813
"Bmpr2",TRUE,3,32.4942431088717,32.4597249734604,21,20,0.00106228464210134
"Btbd9",TRUE,3,40.211538176055,36.1758733894433,24,23,0.100360865802814
"C1qa",TRUE,4,36.7761668494806,34.7280182046778,27,26,0.055692281721081
"C1qc",TRUE,4,35.4399348971524,34.7326839842208,25,24,0.0199563265277993
"C5ar1",TRUE,4,37.8082653585452,37.211941283204,22,21,0.0157723204089396
"Camk1d",TRUE,3,55.2997322323946,55.0133880301594,34,33,0.00517803957950069
"Camk2d",TRUE,4,48.4587804081513,47.4281189016578,23,22,0.0212688288440719
"Ccdc50",TRUE,4,25.5229999121312,23.9103912356782,19,18,0.0631825679585007
"Ccdc88a",TRUE,17,26.6232874154406,16.6032973849714,16,15,0.376361862234112
"Ccnd3",TRUE,4,30.9916424068936,30.6563790385636,22,21,0.0108178638591726
"Ccny",TRUE,4,60.3718079090826,60.3224579758759,30,29,0.000817433416621771
"Cd163",TRUE,4,50.3219415841601,47.7302134483724,28,27,0.0515029439286092
"Cd2ap",TRUE,3,19.4822218727346,19.4326599952505,20,19,0.00254395406273134
"Cd36",TRUE,4,50.3902459249143,49.4735004095497,23,22,0.0181929160800394
"Cd44",TRUE,4,40.8160515642354,40.7336738023337,24,23,0.00201826876301447
"Cdc37l1",TRUE,3,16.6417606167577,16.4453518596128,15,14,0.0118021621430562
"Cdc42",TRUE,4,32.2844296674483,31.5296276916658,31,30,0.0233797525171551
"Cdh13",TRUE,4,25.9046672344231,24.9675774342835,16,15,0.0361745546337046
"Cdk13",TRUE,3,30.874138318141,30.0848678926282,23,22,0.025564128053705
"Cdk14",TRUE,3,37.5744341528178,31.3605193849278,30,29,0.165376136939749
"Cdk6",TRUE,4,21.0447911821199,21.0181973434406,14,13,0.00126367795475502
"Cdkal1",TRUE,4,40.9383929031091,39.9169425323994,26,25,0.0249509152234482
"Celf1",TRUE,4,30.1229003003489,30.1035820565383,28,27,0.000641314203413956
"Celf2",TRUE,4,55.0282478426962,54.811813421843,33,32,0.00393315123301652
"Cep85l",TRUE,4,30.4481159672223,26.5218999203942,21,20,0.128947750036644
"Cert1",TRUE,4,48.5765629226469,46.7960054723853,24,23,0.0366546610779552
"Chd2",TRUE,4,37.678805402235,36.8953557072457,25,24,0.0207928485689938
"Chd7",TRUE,4,18.3055212487213,16.663654861848,14,13,0.0896924138113788
"Chd9",TRUE,3,42.1339916080398,41.6136612327655,31,30,0.0123494203946983
"Clic4",TRUE,4,41.1917794650082,37.2517782478634,24,23,0.0956501823498986
"Cltc",TRUE,3,31.7086522567265,31.4425853092101,28,27,0.00839098884942313
"Cmip",TRUE,3,62.0281252799553,60.970812485024,40,39,0.0170456996750944
"Cnot4",TRUE,3,32.9995861873031,32.9957594709163,23,22,0.000115962556774152
"Colec12",TRUE,4,79.7536116283277,72.4922606997452,27,26,0.09104729905427
"Cped1",TRUE,4,46.5134834030318,45.7989095913093,25,24,0.0153627240843434
"Cpne8",TRUE,3,31.286872811201,30.1216323618163,20,19,0.0372437493646691
"Crebbp",TRUE,3,49.3572018909845,49.2164952961513,32,31,0.0028507814349763
"Csnk1a1",TRUE,3,41.3779403769488,40.6331118012285,29,28,0.01800061986979
"Ctsc",TRUE,4,37.0488711860089,37.0488711860089,23,22,0
"Cul3",TRUE,4,32.7236783015157,32.7139417982907,22,21,0.000297536943594356
"Cux1",TRUE,4,27.0252668705701,26.7855988339198,25,24,0.00886829491076457
"Cyfip1",TRUE,4,45.9517953132032,44.5321781743046,23,22,0.0308936164348451
"Cyrib",TRUE,4,38.8967021305627,38.8804833410952,28,27,0.0004169708118964
"Cyth1",TRUE,3,52.7212132398938,52.3580452400606,31,30,0.00688846059328552
"Cyth3",TRUE,3,24.1130614720845,23.7084080908736,13,12,0.0167815016637098
"Cyyr1",TRUE,3,23.4806176348772,22.0886841793928,21,20,0.0592801040044548
"Dab2",TRUE,4,39.9981726188994,32.6246290636354,29,28,0.18434701068768
"Dach1",TRUE,3,30.9991878258767,28.2310014525018,16,15,0.08929867417572
"Dapk1",TRUE,4,42.9191546981213,42.4694182022648,29,28,0.0104786895040162
"Dclre1c",TRUE,4,38.1015421421038,37.061468791523,21,20,0.027297408244049
"Dcn",TRUE,3,38.7258820365664,37.9962473506987,17,16,0.0188410088420629
"Ddx5",TRUE,4,26.5847055455848,26.4733605237405,21,20,0.00418831126992958
"Dennd1a",TRUE,3,39.6120832538144,39.154476186728,32,31,0.0115522090609141
"Dennd1b",TRUE,3,41.1251217512567,40.0541972542861,25,24,0.0260406401578099
"Dennd4a",TRUE,3,30.8194049740483,30.6239409051869,26,25,0.00634224019009899
"Dennd4c",TRUE,3,32.7474782033954,32.7473275855988,23,22,4.59937084795747e-06
"Dennd5b",TRUE,4,25.1521503185682,22.4127420718153,18,17,0.108913481036671
"Dgkh",TRUE,3,22.6479338512802,22.53257181074,19,18,0.00509371147486559
"Dip2b",TRUE,4,33.2381717031305,33.1577279329583,23,22,0.00242022247464901
"Dip2c",TRUE,4,61.5506003145889,60.9484145639242,29,28,0.00978358858543793
"Dlc1",TRUE,4,47.3260949295459,47.1562404339511,25,24,0.00358902410705086
"Dleu2",TRUE,3,60.8078191985039,60.750048403095,41,40,0.00095005537397097
"Dnajc1",TRUE,3,22.2769973856747,22.2451702039686,17,16,0.00142870159542086
"Dock1",TRUE,3,37.6658597880326,35.8517029933992,29,28,0.0481644864830582
"Dock10",TRUE,4,34.5079220038888,33.4736806392252,25,24,0.0299711285004943
"Dock2",TRUE,4,66.0286852659464,63.7179718239218,41,40,0.0349955997566457
"Dock4",TRUE,4,69.7658893061685,69.3360646256546,39,38,0.00616095752220136
"Dock8",TRUE,4,37.3042014937077,36.3964513062762,31,30,0.02433372518601
"Dock9",TRUE,3,28.4643870376482,28.0783299950647,21,20,0.013562808925868
"Dse",TRUE,4,39.3245026717542,38.997343376678,33,32,0.00831947698886615
"Dst",TRUE,4,33.2024835492127,33.1929265433853,25,24,0.000287840089227775
"Dyrk1a",TRUE,4,39.4958382585385,38.1911163274844,21,20,0.0330344154873592
"Ebf1",TRUE,4,72.6833159712768,72.5453418725013,28,27,0.00189829119560259
"Ecpas",TRUE,4,39.9930640190674,38.0809685803081,26,25,0.0478106763174635
"Eea1",TRUE,4,51.7162182445626,51.5761251142261,27,26,0.00270888195409025
"Egfr",TRUE,4,22.02880603253,21.2792292648379,17,16,0.0340271173383241
"Eif4g3",TRUE,3,36.8969264223546,36.2977744685591,27,26,0.0162385329048029
"Elf1",TRUE,4,44.5771677737638,44.3304565173237,26,25,0.00553447580367028
"Elk3",TRUE,3,42.0294052315282,41.8434909905787,25,24,0.0044234325926189
"Elmo1",TRUE,4,59.9049233994206,59.9033797832494,36,35,2.57677680491897e-05
"Entpd1",TRUE,3,40.6325531538831,40.6102972922892,28,27,0.000547734756159546
"Epas1",TRUE,4,20.7965282355946,20.6076199378953,17,16,0.0090836458643142
"Eps15",TRUE,4,53.4423106792733,52.9195862963928,31,30,0.0097810962182665
