"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"Sipa1l3",0.466666666666667,600,-0.186700714193139,-0.447858841182608,0,0
"Rnf121",0.511666666666667,600,0.0806685598745994,-0.303571439327357,0,0
"Mrpl24",0.539166666666667,600,0.187278568192582,-0.313130817526883,0,0
"Gm15347",0.481666666666667,600,-0.134092895587284,-0.360382240208025,0,0
"Uqcr11",0.476666666666667,600,-0.143491593589532,-0.312174883306966,0,0
"Setbp1",0.44711994949495,600,-0.325473424137306,-1.97413811609965,0,0
"Rab30",0.461230158730159,600,-0.319177483871328,-1.29620814703549,0,0
"Nsd3",0.54,600,0.214399630582917,-1.75770580240254,0,0
"Bri3",0.32,600,-1.06384648202463,0.0144994682712536,1,1
"Rgs13",0.543333333333333,600,0.336107030057124,-1.19737125000984,0,0
"Myom1",0.596040877611128,600,0.545968369105292,4.59681636407709,1,1
"Rnf103",0.505833333333333,600,0.00882385038700517,-0.481068132486939,0,0
"Gm48606",0.403333333333333,600,-0.631938117101804,-0.867917333484854,0,0
"Zc3h13",0.536666666666666,600,0.26023577248112,-1.36172522695631,0,0
"Gipc2",0.803333333333333,600,1.95641073145232,6.46442968422639,1,1
"Fmnl2",0.578333333333333,600,0.427796729994186,-1.15650620864017,0,0
"Yy1",0.5,600,-0.0174345933360214,-0.725032915783402,0,0
"Gm47271",0.648333333333333,600,0.909802191028421,-0.14125925723738,0,0
"Mef2a",0.654412698412698,600,1,1.84225897197229,1,1
"Mtres1",0.556666666666667,600,0.360452361513241,-1.04917603492044,0,0
"Vps35l",0.623333333333332,600,0.726865004197237,-0.13742080792008,0,0
"Lncppara",0.575,600,0.426700416804424,-1.19990972136958,0,0
"1810062O18Rik",0.575,600,0.421264073643731,-0.846127596052725,0,0
"Pex26",0.561666666666667,600,0.355094958822562,-0.998661161038456,0,0
"Gpsm1",0.423888888888889,600,-0.41264695185385,-0.998860847968558,0,0
"Dennd4a",0.346666666666666,600,-0.917211401286238,0.214236310289778,1,1
"Mthfsl",0.376666666666667,600,-0.703606997219777,0.0621830508168273,1,1
"Gm15910",0.595833333333333,600,0.556393348524384,-0.354173261633832,0,0
"Tnfsf13b",0.22,600,-1.8512425660586,1.5155100858276,1,1
"Ctdsp2",0.503333333333333,600,0.00445964819069966,-0.395245242398232,0,0
"Pml",0.513333333333333,600,0.0429405222169549,-0.95485848410982,0,0
"Rab11fip2",0.423333333333333,600,-0.445625819112267,-0.909569468787652,0,0
"Pcmtd2",0.5,600,0.0404142684459077,-1.44301115671306,0,0
"4930412C18Rik",0.951944444444444,600,4.29067716090292,-5.39265583500631,0,0
"Utp20",0.535,600,0.257356093591279,-0.436846325531576,0.002,0.00263157894736842
"Parp8",0.46,600,-0.318055085740156,-1.72305787905435,0,0
"Zpbp",0.441666666666667,600,-0.21459405077604,-1.02705651071528,0,0
"Wasl",0.375833333333334,600,-0.85029327797634,-0.314980144656658,0,0
"Ints7",0.651666666666667,600,0.861869081136507,0.0243075538122071,1,1
"Mbd1",0.35,600,-0.793863469421472,0.225170795680242,1,1
"Mrpl42",0.605,600,0.624919282146544,-0.77365425667773,0,0
"Ptp4a2",0.518333333333333,600,0.194087052116303,-1.6614151127946,0,0
"Plekha7",0.445,600,-0.226544064606915,-1.33382380963485,0,0
"Zmym5",0.486666666666667,600,-0.101613736626646,-1.58421720024819,0,0
"Tmem87a",0.478333333333333,600,-0.0797271924707338,-1.50263633296453,0,0
"Sulf1",0.411666666666667,600,-0.426264754702099,-0.798174948345093,0,0
"Adra1a",0.355389665889666,600,-0.716299958223517,0.364054515748762,1,1
"Sptlc1",0.516666666666667,600,0.0925121387895375,0.0455833335477109,1,1
"Nsd2",0.633333333333333,600,0.83384281224509,-0.237397837033484,0,0
"Ddit3",0.515,600,0.125853164011009,-1.75177461244601,0,0
"Pam",0.299382337619393,600,-1.14509314846238,-4.49499380729526,0,0
"Cyth3",0.538333333333333,600,0.255500733148386,-1.2438937690489,0,0
"Lima1",0.655,600,0.91328836680667,-0.270637666461596,0,0
"Ube2k",0.470555555555556,600,-0.216656051787304,-1.26437549250903,0,0
"Gm56984",0.538333333333333,600,0.221888423063762,-1.60944170264696,0,0
"Mdm1",0.215,600,-1.8833037752909,1.81659023271465,1,1
"Bik",0.703333333333333,600,1.22663564510379,0.417669617583101,1,1
"Nr6a1",0.47,600,-0.105027477064401,-1.67356681775908,0,0
"Cyp27a1",0.556666666666667,600,0.413937464882515,-1.18563396224113,0,0
"Stxbp3",0.415,600,-0.541530712720823,-0.828293246039607,0,0
"Arl5a",0.531666666666667,600,0.20021218648767,-0.767768480594327,0,0
"2310069G16Rik",0.473333333333332,600,-0.148614495196903,0.34664912070906,1,1
"Atp5mk",0.575,600,0.451153460528962,-0.778717064474563,0,0
"Gm16793",0.636666666666667,600,0.788190917521378,-0.307145215984576,0,0
"Wipi2",0.545,600,0.238786859587117,-0.484528111996724,0,0
"Cnep1r1",0.671666666666667,600,1.00971515483321,-0.0379751513547149,0,0
"Dync2h1",0.555,600,0.314108590428063,-0.659962029143742,0,0
"Txnrd1",0.558333333333333,600,0.341720821635923,-0.925531641925659,0,0
"Ctsd",0.5525,600,0.309855262586788,-0.245697393141938,0,0
"Oser1",0.546666666666667,600,0.282176299533964,-0.101670292941151,0,0
"Leprotl1",0.451666666666667,600,-0.313157885259628,-0.745423007791715,0,0
"Nmt2",0.455,600,-0.322892785689532,-0.825983216937175,0,0
"H3f3a",0.488333333333333,600,-0.0433274316641014,-0.834602139542767,0,0
"Gm19689",0.648333333333333,600,0.91253715874966,-0.248222385893541,0,0
"Calcoco1",0.418333333333333,600,-0.473713406606451,0.00705129240475344,1,1
"Parn",0.488333333333333,600,-0.108852140937229,-0.756650140897932,0,0
"Wdr36",0.508333333333334,600,0.00413973036092374,-1.29228686903974,0,0
"Creb5",0.496666666666667,600,0.0322239699857401,-1.91527342295029,0,0
"Hat1",0.523333333333333,600,0.16208424822513,-1.1456376711696,0,0
"Prrc1",0.538333333333333,600,0.161362987938888,-1.46568387538241,0,0
"Ercc6",0.593333333333333,600,0.525091044743758,-0.988719203486994,0,0
"Aida",0.67,600,1.02217138099862,-0.0221114654066241,0,0
"Smco2",0.0254166666666667,600,-5.26347634029609,-1.68079368676104,0.018,0.0233766233766234
"Sergef",0.386666666666667,600,-0.703100699604157,0.877303398480819,1,1
"Phf12",0.496666666666667,600,-0.00848646588782853,-1.0525645991865,0,0
"Fbxo42",0.469166666666667,600,-0.159382623810648,-1.2458063515171,0,0
"Ube2h",0.468244708994709,600,-0.205399350423142,0.107338473326195,0.904,1
"Blmh",0.485,600,-0.165423609207372,-1.02206688812038,0,0
"Mlh1",0.735,600,1.46855300860585,0.68151874803317,1,1
"Gmnn",0.473333333333333,600,-0.167516092816374,-1.40692889499428,0,0
"Gnpat",0.383333333333334,600,-0.657825374080711,0.080561330859382,1,1
"Ube3c",0.491666666666667,600,-0.0389462802405167,-1.89517434001135,0,0
"Enox1",0.303333333333333,600,-1.1909427827114,0.294386769519576,1,1
"Prdm15",0.418333333333333,600,-0.489384840738925,0.0942979627830596,0.998,1
"Gabrb3",0.218333333333333,600,-1.88123705077001,4.31536426305826,1,1
"Ddx47",0.576666666666667,600,0.471305718925589,0.0374862978846977,1,1
"Vti1a",0.543916666666667,600,0.236476194350919,-0.769641710135261,0,0
"Gphn",0.563732142857143,600,0.447961570615353,-0.952879399951598,0,0
"Ces1d",0.464097222222222,600,-0.225327712360995,-1.8193448165685,0,0
"Gm48678",0.473333333333333,600,-0.195920209975257,-1.36439286480396,0,0
