gene,condition,padj,status,padj_other,celltype
9530026P05Rik,F1_Aged,0.014629032942087,shared,6.6506080403947e-4,Lymphatic_EC
Ablim1,F1_Aged,2.8074118532685e-4,shared,0.00902984259073885,Lymphatic_EC
Ago3,F1_Aged,4.37610157347478e-6,shared,6.4577571004305e-4,Lymphatic_EC
Ank2,F1_Aged,0.0209606296888342,shared,9.5130818305187e-4,Lymphatic_EC
Anxa2,F1_Aged,1.76589210055771e-6,shared,0.0279252388840039,Lymphatic_EC
Arhgap24,F1_Aged,1.3816304774138601e-9,shared,1.4516712227053e-5,Lymphatic_EC
Arid2,F1_Aged,0.00282652799106738,shared,0.0200203977855092,Lymphatic_EC
Arid4b,F1_Aged,6.6423559506547e-5,shared,2.25805548522399e-7,Lymphatic_EC
Atp2a2,F1_Aged,0.0830128117513876,shared,3.35690582031969e-6,Lymphatic_EC
Bicc1,F1_Aged,3.9082597572514e-4,shared,7.1579620442189604e-06,Lymphatic_EC
Cav1,F1_Aged,1.16144411496912e-6,shared,0.0356319691781975,Lymphatic_EC
Cnot4,F1_Aged,1.82728292884e-4,shared,3.2399894867623e-4,Lymphatic_EC
Col5a2,F1_Aged,4.3621517691437e-4,shared,1.26994435164967e-6,Lymphatic_EC
Cstf3,F1_Aged,1.098369705986e-7,shared,0.0039605120877931,Lymphatic_EC
Dapk2,F1_Aged,0.00631666288870852,shared,2.88378067231678e-5,Lymphatic_EC
Dcn,F1_Aged,6.0772924534253e-4,shared,0.0155918581366023,Lymphatic_EC
Ddx6,F1_Aged,2.68498475538495e-7,shared,3.4699828068451e-4,Lymphatic_EC
Dyrk1a,F1_Aged,6.102354342881e-4,shared,0.0977044473605526,Lymphatic_EC
Egfr,F1_Aged,0.00146749551113954,shared,7.1579620442189604e-06,Lymphatic_EC
Flt1,F1_Aged,3.9262134334111e-4,shared,1.0196745815384e-4,Lymphatic_EC
Hecw2,F1_Aged,0.00169699519845476,shared,0.021750861277841,Lymphatic_EC
Kcnt2,F1_Aged,0.0377971975462985,shared,0.00744593776315897,Lymphatic_EC
Man2a1,F1_Aged,0.0321109532884256,shared,1.04658085235406e-5,Lymphatic_EC
Map4k3,F1_Aged,2.790175812019e-10,shared,0.0694033507839325,Lymphatic_EC
Mia2,F1_Aged,4.5202091570896e-4,shared,1.83293143178634e-5,Lymphatic_EC
Mpdz,F1_Aged,1.12514934642817e-5,shared,0.00135714058617487,Lymphatic_EC
Myo1b,F1_Aged,2.47579098810274e-6,shared,8.3378050814376e-4,Lymphatic_EC
Nav1,F1_Aged,6.73926348853388e-7,shared,5.52574186516039e-5,Lymphatic_EC
Pde10a,F1_Aged,0.0047010653290433,shared,0.00182769804152005,Lymphatic_EC
Pde3a,F1_Aged,4.70342023066427e-10,shared,0.00103209649128729,Lymphatic_EC
Phip,F1_Aged,4.0888046482498e-4,shared,0.0327626229120381,Lymphatic_EC
Pid1,F1_Aged,0.00340136581965201,shared,5.44506192909288e-6,Lymphatic_EC
Pkp4,F1_Aged,4.27243216093455e-8,shared,1.62245486152219e-5,Lymphatic_EC
Plcb4,F1_Aged,2.8074118532685e-4,shared,0.00103209649128729,Lymphatic_EC
Plcl1,F1_Aged,4.88444939415557e-5,shared,0.011741114871169,Lymphatic_EC
Prkca,F1_Aged,6.22838458280076e-7,shared,4.9686664273364e-4,Lymphatic_EC
Pten,F1_Aged,1.5599768035677e-4,shared,1.62245486152219e-5,Lymphatic_EC
Ralgapa1,F1_Aged,0.00471473656067934,shared,9.65026140965979e-6,Lymphatic_EC
Setbp1,F1_Aged,1.59961600038315e-7,shared,0.00155616560366622,Lymphatic_EC
Slit3,F1_Aged,2.98452320690528e-10,shared,3.52624298829867e-5,Lymphatic_EC
Sptan1,F1_Aged,0.0017770852602105999,shared,0.0437968530905973,Lymphatic_EC
Srek1,F1_Aged,1.5551562082063e-4,shared,0.00966912759718988,Lymphatic_EC
Swt1,F1_Aged,6.2346025549918e-6,shared,1.7034267067072e-4,Lymphatic_EC
Ube2d3,F1_Aged,1.23793316449105e-7,shared,1.57501415600711e-5,Lymphatic_EC
Vgll4,F1_Aged,1.3816304774138601e-9,shared,0.0274763853581944,Lymphatic_EC
9530026P05Rik,F1_Young,6.6506080403947e-4,shared,0.014629032942087,Lymphatic_EC
Ablim1,F1_Young,0.00902984259073885,shared,2.8074118532685e-4,Lymphatic_EC
Ago3,F1_Young,6.4577571004305e-4,shared,4.37610157347478e-6,Lymphatic_EC
Ank2,F1_Young,9.5130818305187e-4,shared,0.0209606296888342,Lymphatic_EC
Anxa2,F1_Young,0.0279252388840039,shared,1.76589210055771e-6,Lymphatic_EC
Arhgap24,F1_Young,1.4516712227053e-5,shared,1.3816304774138601e-9,Lymphatic_EC
Arid2,F1_Young,0.0200203977855092,shared,0.00282652799106738,Lymphatic_EC
Arid4b,F1_Young,2.25805548522399e-7,shared,6.6423559506547e-5,Lymphatic_EC
Atp2a2,F1_Young,3.35690582031969e-6,shared,0.0830128117513876,Lymphatic_EC
Bicc1,F1_Young,7.1579620442189604e-06,shared,3.9082597572514e-4,Lymphatic_EC
Cav1,F1_Young,0.0356319691781975,shared,1.16144411496912e-6,Lymphatic_EC
Cnot4,F1_Young,3.2399894867623e-4,shared,1.82728292884e-4,Lymphatic_EC
Col5a2,F1_Young,1.26994435164967e-6,shared,4.3621517691437e-4,Lymphatic_EC
Cstf3,F1_Young,0.0039605120877931,shared,1.098369705986e-7,Lymphatic_EC
Dapk2,F1_Young,2.88378067231678e-5,shared,0.00631666288870852,Lymphatic_EC
Dcn,F1_Young,0.0155918581366023,shared,6.0772924534253e-4,Lymphatic_EC
Ddx6,F1_Young,3.4699828068451e-4,shared,2.68498475538495e-7,Lymphatic_EC
Dyrk1a,F1_Young,0.0977044473605526,shared,6.102354342881e-4,Lymphatic_EC
Egfr,F1_Young,7.1579620442189604e-06,shared,0.00146749551113954,Lymphatic_EC
Flt1,F1_Young,1.0196745815384e-4,shared,3.9262134334111e-4,Lymphatic_EC
Hecw2,F1_Young,0.021750861277841,shared,0.00169699519845476,Lymphatic_EC
Kcnt2,F1_Young,0.00744593776315897,shared,0.0377971975462985,Lymphatic_EC
Man2a1,F1_Young,1.04658085235406e-5,shared,0.0321109532884256,Lymphatic_EC
