"","AR","N","log2FC","llr_mean","pval_mean"
"1600010M07Rik",0.46969696969697,11,-0.052467419894136,-0.015691449994776,0.85938884498233
"1700025G04Rik",0.44755291005291,36,-0.225292311842243,-0.37824508564907,0.384429151390618
"2010001K21Rik",0.535353535353535,21,0.793549122532573,-1.33939642158803,0.101692788797242
"2210408F21Rik",0.513565162907268,38,0.129283016944966,0.0208676939429608,1
"2610035D17Rik",0.772727272727273,11,1.88752527074159,-5.90248881693496,0.000590725713457528
"2610037D02Rik",0.461666666666667,30,-0.429684275243245,-1.02297337635507,0.152612015392726
"2610307P16Rik",0.445480225988701,59,-0.308631272273904,0.0981077413346725,1
"4632427E13Rik",0.489583333333333,24,0.278301162487104,0.517254656966209,1
"4732440D04Rik",0.369241622574956,45,-0.966833136064801,-6.83692810554962,0.000217460912410867
"5031425E22Rik",0.571768707482993,42,0.451695969857692,-0.402354774568437,0.369689011401414
"5330438D12Rik",0.378787878787879,11,-0.251538766995965,0.82479435106816,1
"6820431F20Rik",0.483333333333333,10,0.667424660913129,0.703902012230031,1
"9330159M07Rik",0.137820512820513,26,-2.93288580414146,-32.6067609954625,6.72067866599813e-16
"9530026P05Rik",0.620158805595699,103,0.644905041177439,-6.59113751457824,0.00028260945709585
"AU040320",0.476190476190476,14,0.567040592723893,0.581347197298008,1
"AW554918",0.456140350877193,19,-0.211504105193712,0.94641080261853,1
"Aak1",0.488492063492063,42,-0.136061549576028,-0.188049374392179,0.539698550860196
"Abca1",0.541830065359477,17,0.184424571137427,-0.0821362100336671,0.685253080462155
"Abca8a",0.752539682539683,20,1.06228427825434,-5.00295646664899,0.00156038421183341
"Abcb1b",1,14,5.4093909361377,-6.13235338972805,0.000461605744232343
"Abcc5",0.529238095238095,25,-0.263034405833794,-0.213082594692189,0.513876655796436
"Abcd3",0.575757575757576,22,-0.101879614019213,1.65971731817042,1
"Abhd17b",0.454545454545455,11,-0.253756592245784,-0.218007004669197,0.50905262431538
"Abhd18",0.527380952380952,21,-0.210217707390346,-0.17713009344584,0.551711392214279
"Abi1",0.8933186749593,96,3.42420914517709,-123.785426829272,8.79074415592653e-56
"Abi2",0.525,10,-0.275634442613427,1.10879228185773,1
"Abi3bp",0.555555555555556,24,0.104336659814735,0.254307047589791,1
"Abl2",0.436274509803922,17,-0.357552004618084,-0.103967698397845,0.648390453832384
"Ablim1",0.484740933481351,79,0.0722283275551785,0.152735557944396,1
"Ablim3",0.334848484848485,22,-0.827163403137784,-3.1020946071778,0.0127448313601543
"Abra",0.273688311688312,25,-1.05771549785629,-4.19368650649379,0.00377836592959413
"Abtb2",0.555612244897959,28,0.0752881273042363,0.562743168295214,1
"Acaca",0.545238095238095,14,-0.415037499278845,0.959239932028829,1
"Acacb",0.470814479638009,34,0.0172779914318353,0.123847689479589,1
"Acadl",0.398245614035088,19,-0.754887502163468,-2.44112662756451,0.0271341756138143
"Acadm",0.521428571428571,14,-4.44089209850063e-16,0.549672597365905,1
"Acap2",0.622222222222222,15,0.186413124230882,1.26243566472133,1
"Acat1",0.46577380952381,16,-0.0780025120012724,0.142004122760596,1
"Acin1",0.65,10,0.214124805352848,0.607558451703142,1
"Ackr3",0.665460030165912,17,0.560714954474478,2.31404128918064,1
"Aco2",0.495873015873016,30,-0.200697350237129,-0.071875048093915,0.704581008830042
"Acox1",0.672689075630252,17,0.64045761331286,-0.192564899710533,0.534870560247453
"Acsl1",0.530208333333333,16,0.0962153152593039,0.558738559146072,1
"Acss1",0.546558996558997,26,0.456857674973471,-0.609828959048606,0.269427796170254
"Acss3",0.405555555555556,15,-0.652076696579694,-0.126993904761086,0.61428103040628
"Actc1",0.40327380952381,32,-0.40525647848626,-0.0606581653454299,0.727611184851224
"Actc1dt",0.766666666666667,10,0.719892080807266,2.24771102412599,1
"Actn1",0.686111111111111,12,0.874469117916141,-1.48451638501509,0.0848725855510633
"Actn2",0.519174153673315,48,-0.14383577257365,-0.0774508986734617,0.693894356909381
"Actn4",0.458333333333333,12,-0.54432051622381,-0.466538093787968,0.334064853351578
"Actr2",0.56,15,0.15200309344505,0.0173246269713516,1
"Actr3",0.509259259259259,18,0.0641303374197153,0.108234770105113,1
"Acvr2a",0.433333333333333,10,-1.07400058144378,-2.61459188423272,0.0222109531388451
"Acyp2",0.464113954326868,59,-0.396972783516853,-1.3413246096146,0.101446835526496
"Adam10",0.42752380952381,25,-0.309328058107729,-0.748582488590458,0.221108092274891
"Adam17",0.422161172161172,13,-0.280107919192734,-0.266415854972593,0.465418776845118
"Adam19",0.39656862745098,17,-0.815575428862572,0.891093871923538,1
"Adamts2",0.534848484848485,11,0.251538766995965,0.280037961107773,1
"Adamts5",0.489583333333333,12,0.563900885193325,-0.410443654217467,0.364920865395469
"Adamts6",0.479166666666667,12,-0.169925001442313,0.29354683705898,1
"Adamts9",0.436342592592593,24,4.44089209850063e-16,0.0185304649128568,1
"Adamtsl1",0.504241071428571,64,0.394531843844202,0.689674454136508,1
"Adamtsl3",0.516666666666667,10,0.16349873228288,0.271777431493597,1
"Adamtsl5",0.511363636363636,22,-0.131244533278253,-0.0416656844302992,0.7728325967617
"Adarb1",0.585,10,0.313157885259631,-0.269873705387404,0.462537426459107
"Adck1",0.516666666666667,10,-0.160464672193247,0.133233272055918,1
"Adcy6",0.545995670995671,11,0.180572245641819,-0.0531215714290738,0.744462486449464
"Adcy9",0.722413793103448,29,0.84799690655495,-0.325497596604471,0.419757096613325
"Add1",0.557692307692308,13,0.866733469136537,-1.04277825959516,0.148698022916604
"Adgrd1",0.386363636363636,33,-0.362570079384708,-0.894222901175979,0.181115641154115
"Adgrf5",0.516666666666667,10,-0.0962153152593048,0.427277783982067,1
