"","AR","N","log2FC","llr_var","pval_var"
"1600010M07Rik",0.46969696969697,11,-0.0524674198941355,-6911.88283933453,0
"1700025G04Rik",0.44755291005291,36,-0.225292311842243,3443.16328997787,1
"2010001K21Rik",0.535353535353535,21,0.793549122532574,3506.46987455977,1
"2210408F21Rik",0.513565162907268,38,0.129283016944966,3706.52913868427,1
"2610035D17Rik",0.772727272727273,11,1.88752527074159,-2943.45593990686,0
"2610037D02Rik",0.461666666666667,30,-0.429684275243245,2522.02088509802,1
"2610307P16Rik",0.445480225988701,59,-0.308631272273904,3546.27277356387,1
"4632427E13Rik",0.489583333333333,24,0.278301162487104,-28.7273689427784,3.45847097661433e-14
"4732440D04Rik",0.369241622574956,45,-0.966833136064801,3554.19144256281,1
"5031425E22Rik",0.571768707482993,42,0.451695969857692,3247.10866864211,1
"5330438D12Rik",0.378787878787879,11,-0.251538766995965,-3731.78406250223,0
"6820431F20Rik",0.483333333333333,10,0.667424660913129,-7421.39593950928,0
"9330159M07Rik",0.137820512820513,26,-2.93288580414146,3679.08107224216,1
"9530026P05Rik",0.620158805595699,103,0.644905041177438,4228.3443545433,1
"AU040320",0.476190476190476,14,0.567040592723894,-3601.0632756652,0
"AW554918",0.456140350877193,19,-0.211504105193711,-3201.26988704773,0
"Aak1",0.488492063492063,42,-0.136061549576028,3543.42798728198,1
"Abca1",0.541830065359477,17,0.184424571137427,78.2273024249021,1
"Abca8a",0.752539682539683,20,1.06228427825434,4118.32905724256,1
"Abcb1b",1,14,5.4093909361377,-8989.60224219784,0
"Abcc5",0.529238095238095,25,-0.263034405833794,143.973238900645,1
"Abcd3",0.575757575757576,22,-0.101879614019214,2967.87675070359,1
"Abhd17b",0.454545454545455,11,-0.253756592245783,-3414.37177145306,0
"Abhd18",0.527380952380952,21,-0.210217707390346,-92.9346647951866,2.53523465638093e-42
"Abi1",0.8933186749593,96,3.42420914517709,5128.67645884881,1
"Abi2",0.525,10,-0.275634442613427,-7426.38807100616,0
"Abi3bp",0.555555555555556,24,0.104336659814735,6241.32176323988,1
