"","AR","N","log2FC","llr","pval"
"1600010M07Rik",0.46969696969697,11,-0.0524674198941355,-18.1119487271506,1.75900285896847e-09
"1700025G04Rik",0.44755291005291,36,-0.225292311842243,0.114169851878152,1
"2010001K21Rik",0.535353535353535,21,0.793549122532574,1.94191853370225,1
"2210408F21Rik",0.513565162907268,38,0.129283016944966,-0.544041151817339,0.296896499262097
"2610035D17Rik",0.772727272727273,11,1.88752527074159,-11.640994619649,1.39903995858519e-06
"2610037D02Rik",0.461666666666667,30,-0.429684275243245,-11.0747153300753,2.52230759775122e-06
"2610307P16Rik",0.445480225988701,59,-0.308631272273904,1.02645342818995,1
"4632427E13Rik",0.489583333333333,24,0.278301162487104,-11.1578192849933,2.31315142814109e-06
"4732440D04Rik",0.369241622574956,45,-0.966833136064801,-0.13437489950546,0.604171653137687
"5031425E22Rik",0.571768707482993,42,0.451695969857692,-2.72623584681341,0.0195406613427216
"5330438D12Rik",0.378787878787879,11,-0.251538766995965,-18.1715840330676,1.65458188355022e-09
"6820431F20Rik",0.483333333333333,10,0.667424660913129,-17.2058090878248,4.46052699874981e-09
"9330159M07Rik",0.137820512820513,26,-2.93288580414146,-3.0615430838262,0.0133427657424424
"9530026P05Rik",0.620158805595699,103,0.644905041177438,0.0252065258804919,1
"AU040320",0.476190476190476,14,0.567040592723894,-20.7998008469782,1.12016090639948e-10
"AW554918",0.456140350877193,19,-0.211504105193711,-8.80050911675654,2.72442434322737e-05
"Aak1",0.488492063492063,42,-0.136061549576028,-1.79540182638524,0.058100139595265
"Abca1",0.541830065359477,17,0.184424571137427,-8.58721326592854,3.40996138493822e-05
"Abca8a",0.752539682539683,20,1.06228427825434,-1.34430751297657,0.101067626448107
"Abcb1b",1,14,5.4093909361377,-4.64848983305899e-05,0.992306848718215
"Abcc5",0.529238095238095,25,-0.263034405833794,-11.085938838349,2.49298820351932e-06
"Abcd3",0.575757575757576,22,-0.101879614019214,-2.48848341334665,0.0256869813456026
"Abhd17b",0.454545454545455,11,-0.253756592245783,-14.2154266805495,9.71053666485928e-08
"Abhd18",0.527380952380952,21,-0.210217707390346,-10.9184270500779,2.96843353868979e-06
"Abi1",0.8933186749593,96,3.42420914517709,-2.30551218671984,0.0317670516212186
"Abi2",0.525,10,-0.275634442613427,-14.106022350983,1.08725871368608e-07
"Abi3bp",0.555555555555556,24,0.104336659814735,15.5825837929029,1
"Abl2",0.436274509803922,17,-0.357552004618084,-23.4858280525711,7.20207675028797e-12
"Ablim1",0.484740933481351,79,0.0722283275551789,-1.23115438396582,0.116607272638424
"Ablim3",0.334848484848485,22,-0.827163403137784,-1.50576436447552,0.0826742859686098
"Abra",0.273688311688312,25,-1.05771549785629,-13.0292680123959,3.31221228250942e-07
"Abtb2",0.555612244897959,28,0.075288127304237,4.25990276662078,1
"Acaca",0.545238095238095,14,-0.415037499278843,-19.4663999840664,4.38648132037504e-10
"Acacb",0.470814479638009,34,0.0172779914318355,-4.99501597683562,0.00157389873287965
