"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"9530026P05Rik",TRUE,4,104.992308470561,104.798010564288,50,49,0.00185059181099534
"Abi1",TRUE,5,79.2875639487181,78.0682871179635,53,52,0.0153779075813603
"Ablim1",TRUE,3,90.2592524395813,84.2067096279052,53,52,0.067057311556259
"Adk",TRUE,4,69.1419924851991,66.877178685596,49,48,0.0327559811078341
"Atp2a2",TRUE,3,94.5060818071788,94.3221644830355,54,53,0.00194608982434064
"Cacna1c",TRUE,3,142.93907692141,142.906928927241,53,52,0.000224906966393545
"Cacnb2",TRUE,4,198.259500100711,198.057786139931,68,67,0.00101742393518478
"Celf2",TRUE,3,258.693418705334,257.595272557717,114,113,0.0042449713375482
"Efna5",TRUE,3,310.676428541566,310.654208507475,96,95,7.15214675121034e-05
"Ext1",TRUE,3,108.482018090387,107.132893551959,52,51,0.012436388649252
"Fhl2",TRUE,4,325.331674683505,322.347726008031,49,48,0.00917202014951723
"Gm56730",TRUE,26,0,3.24147375607676e-10,57,56,NA
"Gpm6a",TRUE,3,176.708312240597,176.625039751634,59,58,0.00047124262524556
"Heg1",TRUE,3,130.864968263617,130.785017572063,65,64,0.000610940365588508
"Igfbp5",TRUE,3,133.387455333489,131.573911321712,52,51,0.0135960612431153
"Kcnd2",TRUE,5,232.248071806967,227.325732471844,66,65,0.0211943173384668
"Lncpint",TRUE,3,112.591957421552,112.345723543443,64,63,0.00218695796527391
"Malat1",TRUE,3,303.247895963616,300.63475379683,131,130,0.00861718152563518
"Mast4",TRUE,4,176.448710013317,174.61366773348,76,75,0.0103998622585499
"Mbnl2",TRUE,3,97.8357735614145,97.7679228403216,56,55,0.000693516477899059
"Mir99ahg",TRUE,4,176.975243984973,176.972145985595,65,64,1.75052697106715e-05
"Muc16",TRUE,3,128.024071154941,126.82928584734,72,71,0.00933250518298834
"Myh6",TRUE,4,137.245681220172,134.308271436201,52,51,0.0214025662436577
"Neat1",TRUE,4,123.753429004666,119.313145247237,79,78,0.0358800866621813
"Nfia",TRUE,3,122.564809315189,122.512133679648,67,66,0.000429777811714827
"Pbx1",TRUE,3,150.980955285218,146.284781649049,78,77,0.0311044106675356
"Pcdh7",TRUE,3,107.512470583204,107.353355999,52,51,0.00147996398316108
"Pdlim5",TRUE,3,180.71329275926,180.478024319266,65,64,0.00130188784898699
"Plxna4",TRUE,4,238.138282116143,237.815702070953,78,77,0.00135459130016324
"Rbfox1",TRUE,4,425.394395236435,425.175185844463,91,90,0.000515308604029707
"Rbm20",TRUE,4,87.7635257297164,86.8095334214804,50,49,0.0108700317165241
"Rora",TRUE,4,120.98257264497,120.97308504639,66,65,7.84212004429907e-05
"Ryr2",TRUE,3,319.848425417488,315.304254765147,52,51,0.0142072628508629
"Slc8a1",TRUE,3,176.335970464789,174.587737282651,57,56,0.00991421760137234
"Slit3",TRUE,4,149.784117853432,148.06473742161,54,53,0.0114790570353029
"Sorbs1",TRUE,3,94.0610134462007,92.4815513851319,52,51,0.0167918886178301
"Sptbn1",TRUE,3,140.06771918453,139.405148007681,71,70,0.00473036314653663
"Ttn",TRUE,3,221.671009306823,221.61076224358,52,51,0.000271785938228408
"Zbtb16",TRUE,3,117.689959737954,117.637117533765,51,50,0.000448995006085195
"Zfpm2",TRUE,3,107.090850695863,101.291198546308,58,57,0.0541563738813359
