"","AR","mean_reestim","theta_reestim","thetaCorrected","theta_smoothed","tot_gene_mean","N"
"2210408F21Rik",0.396598639455782,0.4244,0.4404,0.207612189281702,0.0616610170962535,2.51851851851852,21
"4732440D04Rik",0.353030303030303,0.3321,0.2693,0.142267961615197,0.0610966000402769,2.07407407407407,22
"5031425E22Rik",0.607843137254902,0.6519,0.039,0.0385284904474921,0.0362258477434696,1.2962962962963,17
"9530026P05Rik",0.458333333333333,0.5385,1e-04,0.0378484963435216,0.0577492700820053,2.88888888888889,24
"Aak1",0.655882352941176,0.5935,0.2177,0.111556557860869,0.0441180493728342,1.51851851851852,17
"Ablim1",0.503211240002119,0.4951,0.0469,0.0376431559866896,0.0302916469103373,10.2962962962963,24
"Abra",0.459761904761905,0.4307,0.5283,0.241380688196065,0.0622547711047893,2.44444444444444,15
"Abtb2",0.433333333333333,0.4159,0.1329,0.0868983447037435,0.0556407384775176,1.85185185185185,22
"Acacb",0.532222222222222,0.5171,0.2687,0.143164976501117,0.0628146407760388,2.25925925925926,20
"Acadl",0.431122448979592,0.4118,1e-04,0.0228575553042461,0.0348531061346852,1.25925925925926,14
"Aco2",0.499603174603175,0.4866,0.9228,0.388905303605089,0.0587640337061731,1.96296296296296,18
"Acss1",0.703318903318903,0.7246,1e-04,0.0401838101659554,0.0613160727268025,2.55555555555556,21
"Actc1",0.237777777777778,0.2381,0.5007,0.226569230779693,0.0556407384775176,1.85185185185185,15
"Actn2",0.547542284370929,0.5559,0.024,0.0301788915006459,0.0321732269519865,8.81481481481481,23
"Acyp2",0.31574333999334,0.3508,0.104,0.0624423630172863,0.035050302448402,7.33333333333333,25
"Adk",0.568045211395595,0.5358,0.0971,0.0608287585347408,0.0365877905353941,6.74074074074074,23
"Adprhl1",0.46547619047619,0.4173,0,0.0410484900360338,0.0626947271150356,2.22222222222222,19
"Aff1",0.610185185185185,0.6099,0.0665,0.0584206852704855,0.0506578599697881,1.7037037037037,18
"Afg1l",0.4625,0.4975,0.0315,0.0347816059371575,0.0348531061346852,1.25925925925926,16
