gene,condition
Aig1,F1_Aged
Anks1,F1_Aged
Aplp2,F1_Aged
Arhgap22,F1_Aged
Arhgap26,F1_Aged
Arhgef11,F1_Aged
Arnt,F1_Aged
Ate1,F1_Aged
Bmp2k,F1_Aged
Cables1,F1_Aged
Cadm1,F1_Aged
Camk1d,F1_Aged
Casp4,F1_Aged
Cbfb,F1_Aged
Ccl2,F1_Aged
Cd36,F1_Aged
Cd74,F1_Aged
Cdk14,F1_Aged
Cnnm2,F1_Aged
Cp,F1_Aged
Cpne8,F1_Aged
Crlf3,F1_Aged
Crybg3,F1_Aged
Cyyr1,F1_Aged
Dcaf8,F1_Aged
Dgkh,F1_Aged
Dleu2,F1_Aged
Elmo1,F1_Aged
Epb41,F1_Aged
Ext1,F1_Aged
Fbxw7,F1_Aged
Fgd4,F1_Aged
Fkbp5,F1_Aged
Fry,F1_Aged
Glcci1,F1_Aged
Gm20619,F1_Aged
Gm26510,F1_Aged
Gpd2,F1_Aged
Hdac9,F1_Aged
Hip1,F1_Aged
Hps3,F1_Aged
Iqgap2,F1_Aged
Itpr2,F1_Aged
Lifr,F1_Aged
Lpar1,F1_Aged
Lyve1,F1_Aged
Man1a,F1_Aged
Marchf3,F1_Aged
Mbnl2,F1_Aged
Mcc,F1_Aged
Mir99ahg,F1_Aged
Ms4a6c,F1_Aged
Myo1e,F1_Aged
Myo9a,F1_Aged
Myof,F1_Aged
Ndfip1,F1_Aged
Neat1,F1_Aged
Nfatc2,F1_Aged
Nlk,F1_Aged
Oxr1,F1_Aged
P2rx7,F1_Aged
P3h2,F1_Aged
Pals2,F1_Aged
Pde1a,F1_Aged
Pdgfc,F1_Aged
Pdlim5,F1_Aged
Peli2,F1_Aged
Phactr2,F1_Aged
Phf21a,F1_Aged
Plcb4,F1_Aged
Plcl2,F1_Aged
Plekhg1,F1_Aged
Plekhm3,F1_Aged
Plpp1,F1_Aged
Plscr4,F1_Aged
Pnisr,F1_Aged
Ppard,F1_Aged
Pvt1,F1_Aged
Rapgef6,F1_Aged
Rasal2,F1_Aged
Rbpj,F1_Aged
Rftn1,F1_Aged
Samd4,F1_Aged
Scarb2,F1_Aged
Serpinb8,F1_Aged
Sfmbt1,F1_Aged
Skap2,F1_Aged
Specc1,F1_Aged
Sppl3,F1_Aged
Stard13,F1_Aged
Stim2,F1_Aged
Stk10,F1_Aged
Strn3,F1_Aged
Tanc1,F1_Aged
Tbc1d9b,F1_Aged
Tpr,F1_Aged
Tra2a,F1_Aged
Tut4,F1_Aged
Xdh,F1_Aged
Xrn1,F1_Aged
Ywhaz,F1_Aged
Zfp36l1,F1_Aged
Zfp36l2,F1_Aged
Zfp608,F1_Aged
Zmiz1,F1_Aged
Zup1,F1_Aged
2210408F21Rik,F1_Young
Airn,F1_Young
Aopep,F1_Young
Atxn1,F1_Young
Auts2,F1_Young
Cd83,F1_Young
Cpq,F1_Young
Egfr,F1_Young
Ehd4,F1_Young
Elk3,F1_Young
F13a1,F1_Young
Fmn1,F1_Young
Gab2,F1_Young
Galnt2,F1_Young
Gramd1b,F1_Young
Ifngr1,F1_Young
Kidins220,F1_Young
Kitl,F1_Young
Klf6,F1_Young
Lats2,F1_Young
Lrrfip1,F1_Young
Malat1,F1_Young
Man2a1,F1_Young
Ncoa1,F1_Young
Nr6a1,F1_Young
Plekha2,F1_Young
Pot1b,F1_Young
Prkcb,F1_Young
Pxn,F1_Young
Rab3gap1,F1_Young
Rb1cc1,F1_Young
Rbbp8,F1_Young
Rbm47,F1_Young
Rnf150,F1_Young
Slc7a8,F1_Young
Smyd3,F1_Young
Snx2,F1_Young
Stat4,F1_Young
Tle4,F1_Young
Tm6sf1,F1_Young
Trappc8,F1_Young
Zmynd8,F1_Young
