"","AR","N","log2FC","llr","pval"
"0610043K17Rik",0.6,15,0.97982211806237,-8.35724096731371,4.34480676017692e-05
"1110002E22Rik",0.583333333333333,12,0.353636954614701,-26.3615297223591,3.84055396869058e-13
"1110004F10Rik",0.333333333333333,12,-0.489384840738925,-13.9694717923388,1.25204323660172e-07
"1110019D14Rik",0.425438596491228,19,0.211504105193712,6.67283482881344,1
"1110059E24Rik",0.46,25,-0.20163386116965,-8.15508627968492,5.37745006800745e-05
"1500002F19Rik",0.65,10,0.795180208111502,-9.14740623439022,1.89221739259631e-05
"1500004A13Rik",0.453418803418803,39,-0.477321777533187,-8.00116619216238,6.32644961122683e-05
"1600010M07Rik",0.515178571428571,56,-0.054107405339451,0.46770787527602,1
"1600020E01Rik",0.455555555555556,15,-1.07476776840197,3.46524908568042,1
"1700025G04Rik",0.552793032364461,175,0.199699835476346,0.633507102927638,1
"2210408F21Rik",0.468816779091899,330,-0.17089618629278,-7.16029552517693,0.000154169271345046
"2210408I21Rik",0.613945578231292,49,0.489805267680816,55.6809855998081,1
"2310014F06Rik",0.404411764705882,34,-0.488747185461853,-0.251088547902214,0.478545084003281
"2310022A10Rik",0.454545454545455,11,-0.0331668639351994,-17.7475865349757,2.55683387687156e-09
"2610008E11Rik",0.704166666666667,20,1.15055967657538,-3.80423376378118,0.00580948362985634
"2610035D17Rik",0.651075268817204,62,1.34900762894365,24.3781243064206,1
"2610037D02Rik",0.469135802469136,90,-0.247927513443585,-4.90031599305182,0.00174451906590271
"2610307P16Rik",0.502587519025875,73,0.0482551686072208,1.07081921648489,1
"2700049A03Rik",0.463768115942029,23,0.233490130219779,-7.30439115574604,0.000132296564077298
"2700097O09Rik",0.678571428571429,42,0.574694165267329,6.58667883086808,1
"2810013P06Rik",0.46969696969697,11,0.120294233717711,-18.3187540476325,1.422677779594e-09
"2900026A02Rik",0.461538461538462,13,0.430634354329862,-7.73379634810353,8.39320305932972e-05
"2900093K20Rik",0.5,10,0.175086706558091,-30.8831374299503,3.86741778601881e-15
"3110056K07Rik",0.454761904761905,28,-0.423807708906576,0.0343343879121178,1
"3110082I17Rik",0.5,27,-0.0389941316158637,6.49717188731739,1
"3222401L13Rik",0.299019607843137,34,-0.68805599368526,-13.1799297506574,2.83368688812732e-07
"4632427E13Rik",0.490318416523236,166,0.0521754650128623,-2.82455680037484,0.0174641978108502
"4732440D04Rik",0.351278820530645,274,-0.906890595608518,-1.00935659682358,0.155370760678257
"4732471J01Rik",0.533333333333333,25,-0.516790998079577,-13.4408482095348,2.16297670688322e-07
"4833420G17Rik",0.652777777777778,24,1.43295940727611,-5.81210651699159,0.000650987780885226
"4833439L19Rik",0.351515151515152,11,-0.11321061044799,-18.8077666568319,8.61556480464773e-10
"4921524J17Rik",0.380952380952381,21,-0.628031222613043,14.1295623115155,1
"4930503L19Rik",0.53125,16,-0.0597062461242679,12.6293915800469,1
"4930506C21Rik",0.454385964912281,19,-0.0450878895285385,-9.77487628445321,9.80134304915576e-06
"4930512H18Rik",0.358974358974359,13,-0.500428990509488,-1.03318705792141,0.150579146481115
"4930523C07Rik",0.388218390804598,58,-0.38965218085893,35.1628208223528,1
"4930549G23Rik",0.462121212121212,11,0.286304185156641,-16.8010487403204,6.76197721415496e-09
"4930578G10Rik",0.829166666666667,60,2.01238372445583,1.57152106108015,1
"4930599N23Rik",0.509803921568627,17,0,-0.38889751870401,0.377816345132103
"4933406I18Rik",0.342342342342342,37,-1.02424754624668,0.123312407005422,1
"4933431K23Rik",0.441869918699187,41,0,-8.25196511386036,4.85493337476613e-05
"4933434E20Rik",0.3125,16,0.137503523749935,-8.96955084117059,2.28086668411264e-05
"5031425E22Rik",0.560025542784163,261,0.310961882598885,-9.99584109528593,7.77797684907987e-06
"5031439G07Rik",0.53030303030303,11,0.0317088597273383,-12.4937726474555,5.77018492599097e-07
"5330438D12Rik",0.410416666666667,48,-0.0987781544781736,1.94850341766136,1
"5430402O13Rik",0.392857142857143,14,-0.696607856550066,13.431759912438,1
"5430405H02Rik",0.421052631578947,19,-0.144389909335175,-1.93093485669159,0.0493952542447212
"5430431A17Rik",0.528682170542636,43,0,-0.476840777955061,0.328783956020788
"5830417I10Rik",0.904761904761905,21,2.86789646399266,-1.05515733582041,0.146309229446198
"6030443J06Rik",0.653508771929825,19,1.34103691783507,-5.19010126680641,0.00127373721447292
"6030458C11Rik",0.42,25,-0.54432051622381,-3.9107920381057,0.00516259272260832
"6430548M08Rik",0.347619047619048,14,-0.415037499278844,-20.6521735852851,1.30278839422601e-10
"6720427I07Rik",0.517543859649123,38,0.212544635380101,-3.13113125569471,0.012333659249903
"6820431F20Rik",0.675320512820513,52,1.08091999538357,3.26951542660467,1
"9230114K14Rik",0.6,10,0.111031312388744,-11.2060076518605,2.19993435568863e-06
"9330159M07Rik",0.115130678708265,116,-3.02027239502626,-6.89588025007316,0.000204229945275094
"9330162G02Rik",0.191666666666667,20,-1.72698150559358,-7.56109461987752,0.00010077184211157
"9530026P05Rik",0.531167031566985,454,0.176336604873992,-9.75302096000951,1.00281989954333e-05
"9630014M24Rik",0.515151515151515,22,-0.214124805352848,-0.60936628660102,0.269609528503847
"9630050E16Rik",0.4,10,0.0577154978562868,-12.9575354459552,3.567728232356e-07
"A230001M10Rik",0.602564102564103,13,0.169925001442312,-14.8091280026822,5.26071282772355e-08
"A330032B11Rik",0.333333333333333,18,-1.09310940439148,1.05237895767762,1
"A330102I10Rik",0.3125,12,-1.75207248655641,-13.6036815371117,1.82761323773294e-07
"A4galt",0.567708333333333,16,0.736965594166207,-1.99628159431922,0.0457014915624369
"A630072M18Rik",0.541666666666667,12,0.137503523749936,10.3030054908885,1
"A730017L22Rik",1,13,3.89077093024524,-1.46854347295999e-05,0.995675893945447
"A730049H05Rik",0.626984126984127,21,0.716207033999409,23.8020341371151,1
"A730056A06Rik",0.346153846153846,13,-0.954196310386875,-11.4268783224133,1.74807327971892e-06
"A830012C17Rik",0.34,25,-0.477321777533187,-2.76702116259437,0.0186499696940745
"A930005H10Rik",0.397435897435897,13,-0.347923303420306,5.55265475948439,1
"A930007I19Rik",0.6,10,0.096215315259303,-11.9525551740985,1.01202753814604e-06
"A930015D03Rik",0.766666666666667,20,1.30932805810773,-6.51756197574453,0.000305702990688508
"A930037H05Rik",0.409090909090909,11,0,-22.6545089656035,1.68272530739173e-11
"AU020206",0.358974358974359,13,-0.337034987277571,-21.6162972645143,4.86042186650554e-11
"AU040320",0.443287037037037,36,0.159198594849254,18.3730156876822,1
"AW554918",0.527619047619048,105,0.0057136511943936,2.81528760279224,1
"Aaas",0,11,-4.14684138832927,-1.2693427321242e-05,0.995979846164771
"Aagab",0.652777777777778,12,0,-3.27564244969161,0.0104808443722321
"Aak1",0.496601969833102,212,-0.0164881227885691,0.856167030926883,1
"Aamdc",0.503174603174603,21,-0.242856523896163,-4.67526568096259,0.00222920828633075
"Aasdh",0.5,10,0.142957953842043,-8.44203214940378,3.9733770324073e-05
"Aatf",0.504385964912281,38,0.0804899178603677,2.79636934665225,1
"Abca1",0.473961395257692,162,-0.100693999619473,-0.51114115829003,0.311978248333659
"Abca5",0.631578947368421,19,0.127755547198372,-4.14142583469433,0.00400212264935353
"Abca6",0.571015473887814,235,0.384449179445421,5.40369714125075,1
"Abca8a",0.646915306673696,566,0.898176149853815,-9.17219073266472,1.84361868417941e-05
"Abca8b",0.547789278062005,275,0.207464718015748,4.21351755150772,1
"Abca9",0.42166968053044,158,-0.376229479291075,5.69711129228915,1
"Abcb1b",0.628787878787879,22,0.389946518316013,6.77945695368402,1
"Abcb4",0.422619047619048,14,-0.510194732319184,-17.0553877660089,5.20621667712332e-09
"Abcc1",0.57183908045977,58,0.357812630585894,-1.76399245949833,0.060341081802273
"Abcc4",0.468468468468468,37,0.256013978156022,30.1153207845124,1
"Abcc5",0.445471841704718,146,-0.359764916064824,-0.329133471618007,0.417172444985025
"Abcc8",0.344444444444444,15,-0.974909019037169,-6.07782749827183,0.000489392534851254
"Abcc9",0.39247311827957,31,-0.903323980588326,0.987690922760322,1
"Abcd3",0.549324324324324,111,0.443019911804724,8.9335090461482,1
"Abce1",0.452898550724638,23,0.0671141958585371,-12.6224777613173,5.04914554681692e-07
"Abcg2",0.552083333333333,16,0.527931555684777,-8.70219574440308,3.02127128944054e-05
"Abhd12",0.52,20,0.310340120612151,-8.23217253522244,4.9573645938827e-05
"Abhd17b",0.542198581560284,47,0.0427496474593374,21.4567452330866,1
"Abhd18",0.468832124461264,151,-0.266335768924045,-7.49284447478314,0.00010832961477739
"Abhd2",0.422916666666667,40,-0.202816882999687,4.84493751306656,1
"Abhd5",0.5,20,0.592342031086754,-10.1408809291405,6.68346478448038e-06
"Abhd6",0.4,15,-0.941897045436432,-28.4134119169882,4.75930067714677e-14
"Abi1",0.76323223784532,488,1.88198708720016,-19.0698367050609,6.58573606594492e-10
"Abi2",0.543010752688172,31,-0.182864057149811,47.8670830717879,1
"Abi3bp",0.584049726802536,178,0.356143810225275,9.20684476761753,1
"Abl2",0.535470085470085,78,0.229025513668895,44.5820140443144,1
