"","AR","N","log2FC","llr_var","pval_var"
"0610043K17Rik",0.6,15,0.97982211806237,-26.6254584117087,2.93550429629938e-13
"1110002E22Rik",0.583333333333333,12,0.353636954614701,-24.3203819475366,3.07412642779512e-12
"1110004F10Rik",0.333333333333333,12,-0.489384840738925,-7.36173224089331,0.000124487328747027
"1110019D14Rik",0.425438596491228,19,0.211504105193712,-10.3987876198026,5.10475530329183e-06
"1110059E24Rik",0.46,25,-0.20163386116965,-12.0026384530519,9.60720353309532e-07
"1500002F19Rik",0.65,10,0.795180208111502,-12.8916549954062,3.81977302494273e-07
"1500004A13Rik",0.453418803418803,39,-0.477321777533187,12.0987083285017,1
"1600010M07Rik",0.515178571428571,56,-0.054107405339451,4.40798434520494,1
"1600020E01Rik",0.455555555555556,15,-1.07476776840197,-3.4788991063121,0.00834546712476187
"1700025G04Rik",0.552793032364461,175,0.199699835476346,1.49511330445898,1
"2210408F21Rik",0.468816779091899,330,-0.17089618629278,-0.910586950680511,0.177173607584094
"2210408I21Rik",0.613945578231292,49,0.489805267680816,0.0132048933180045,1
"2310014F06Rik",0.404411764705882,34,-0.488747185461853,0.329042943199035,1
"2310022A10Rik",0.454545454545455,11,-0.0331668639351994,-31.4711601506146,2.12849348998823e-15
"2610008E11Rik",0.704166666666667,20,1.15055967657538,-5.58164368000198,0.000834319531611422
"2610035D17Rik",0.651075268817204,62,1.34900762894365,-35.6978882835692,2.92297148937736e-17
"2610037D02Rik",0.469135802469136,90,-0.247927513443585,6.17305708355279,1
"2610307P16Rik",0.502587519025875,73,0.0482551686072208,1.29282973928872,1
"2700049A03Rik",0.463768115942029,23,0.233490130219779,-7.35880941555233,0.000124873923719559
"2700097O09Rik",0.678571428571429,42,0.574694165267329,1.06856250404051,1
"2810013P06Rik",0.46969696969697,11,0.120294233717711,-9.99174760654569,7.81135052585949e-06
"2900026A02Rik",0.461538461538462,13,0.430634354329862,-23.3235550270144,8.49922302136096e-12
"2900093K20Rik",0.5,10,0.175086706558091,-8.31777217052877,4.52941863559383e-05
"3110056K07Rik",0.454761904761905,28,-0.423807708906576,3.4999342910482,1
"3110082I17Rik",0.5,27,-0.0389941316158637,-14.7051843820294,5.85634682199317e-08
"3222401L13Rik",0.299019607843137,34,-0.68805599368526,-12.1513413226383,8.23243292079255e-07
"4632427E13Rik",0.490318416523236,166,0.0521754650128623,4.05339479398199,1
"4732440D04Rik",0.351278820530645,274,-0.906890595608518,-0.808467517137217,0.203519683434778
"4732471J01Rik",0.533333333333333,25,-0.516790998079577,12.3080386052999,1
"4833420G17Rik",0.652777777777778,24,1.43295940727611,-14.8384318348052,5.10403742400208e-08
"4833439L19Rik",0.351515151515152,11,-0.11321061044799,-11.1548954183236,2.32020610545189e-06
"4921524J17Rik",0.380952380952381,21,-0.628031222613043,-10.0971139167654,6.99637289596458e-06
"4930503L19Rik",0.53125,16,-0.0597062461242679,-14.6683368022769,6.083342855459e-08
"4930506C21Rik",0.454385964912281,19,-0.0450878895285385,-17.1551377343456,4.69894250037949e-09
"4930512H18Rik",0.358974358974359,13,-0.500428990509488,-19.6967135725632,3.46461221316644e-10
"4930523C07Rik",0.388218390804598,58,-0.38965218085893,16.2836591000495,1
"4930549G23Rik",0.462121212121212,11,0.286304185156641,-16.3009490058544,1.13104242812149e-08
"4930578G10Rik",0.829166666666667,60,2.01238372445583,0.272457035702942,1
"4930599N23Rik",0.509803921568627,17,0,-0.245254285036758,0.483700530674774
"4933406I18Rik",0.342342342342342,37,-1.02424754624668,27.1431286691331,1
"4933431K23Rik",0.441869918699187,41,0,21.5947950963672,1
"4933434E20Rik",0.3125,16,0.137503523749935,-6.54152474557504,0.000297979952386218
"5031425E22Rik",0.560025542784163,261,0.310961882598885,2.94920600786043,1
"5031439G07Rik",0.53030303030303,11,0.0317088597273383,-0.81379347982887,0.202037131043674
"5330438D12Rik",0.410416666666667,48,-0.0987781544781736,5.93476422535957,1
"5430402O13Rik",0.392857142857143,14,-0.696607856550066,-18.2787123070564,1.48234273464083e-09
"5430405H02Rik",0.421052631578947,19,-0.144389909335175,-11.5024995553234,1.61580685074438e-06
"5430431A17Rik",0.528682170542636,43,0,3.0130622282274,1
"5830417I10Rik",0.904761904761905,21,2.86789646399266,5.09353297248515,1
"6030443J06Rik",0.653508771929825,19,1.34103691783507,-6.64405758056257,0.000267093864476915
"6030458C11Rik",0.42,25,-0.54432051622381,0.0240655069679221,1
"6430548M08Rik",0.347619047619048,14,-0.415037499278844,-4.84379429986283,0.00185516844057316
"6720427I07Rik",0.517543859649123,38,0.212544635380101,-17.2725079456123,4.1650665286072e-09
"6820431F20Rik",0.675320512820513,52,1.08091999538357,5.00563809977864,1
"9230114K14Rik",0.6,10,0.111031312388744,-18.8443338165087,8.29852595447234e-10
"9330159M07Rik",0.115130678708265,116,-3.02027239502626,19.3689339521237,1
"9330162G02Rik",0.191666666666667,20,-1.72698150559358,3.28693323005075,1
"9530026P05Rik",0.531167031566985,454,0.176336604873992,-1.92901889793131,0.0495081966347681
"9630014M24Rik",0.515151515151515,22,-0.214124805352848,2.70861322954764,1
"9630050E16Rik",0.4,10,0.0577154978562868,-18.8883993531529,7.93195490342632e-10
"A230001M10Rik",0.602564102564103,13,0.169925001442312,-2.08448497118488,0.0411708225859646
"A330032B11Rik",0.333333333333333,18,-1.09310940439148,-36.8566286353496,9.03301536911756e-18
"A330102I10Rik",0.3125,12,-1.75207248655641,-14.9872520957021,4.3776457516783e-08
"A4galt",0.567708333333333,16,0.736965594166207,-11.7602522404383,1.2358959062797e-06
"A630072M18Rik",0.541666666666667,12,0.137503523749936,4.26329904061606,1
"A730017L22Rik",1,13,3.89077093024524,-19.4081030646339,4.65645843070154e-10
"A730049H05Rik",0.626984126984127,21,0.716207033999409,-4.36554204811157,0.00312830440891337
"A730056A06Rik",0.346153846153846,13,-0.954196310386875,-14.9878754507186,4.37483204537081e-08
"A830012C17Rik",0.34,25,-0.477321777533187,-12.2064240965857,7.77484423842887e-07
"A930005H10Rik",0.397435897435897,13,-0.347923303420306,-21.2079180232872,7.37901490983632e-11
"A930007I19Rik",0.6,10,0.096215315259303,-18.8589388134125,8.17518864996029e-10
"A930015D03Rik",0.766666666666667,20,1.30932805810773,-8.76308716238272,2.83379524758605e-05
"A930037H05Rik",0.409090909090909,11,0,-21.1159410599729,8.1067575721557e-11
"AU020206",0.358974358974359,13,-0.337034987277571,-4.45907529885674,0.0028235029014808
"AU040320",0.443287037037037,36,0.159198594849254,-11.0381221590213,2.62032491030206e-06
"AW554918",0.527619047619048,105,0.0057136511943936,2.94875532374678,1
"Aaas",0,11,-4.14684138832927,-16.6355173410848,8.01678797655117e-09
"Aagab",0.652777777777778,12,0,-19.412269762148,4.63662190255066e-10
"Aak1",0.496601969833102,212,-0.0164881227885691,1.25375810265803,1
"Aamdc",0.503174603174603,21,-0.242856523896163,-8.00386806633768,6.30841827144244e-05
"Aasdh",0.5,10,0.142957953842043,-6.94629912649836,0.000193559235855833
"Aatf",0.504385964912281,38,0.0804899178603677,2.85696474754077,1
"Abca1",0.473961395257692,162,-0.100693999619473,2.19077489972878,1
"Abca5",0.631578947368421,19,0.127755547198372,-5.55539650586135,0.000858267858553888
"Abca6",0.571015473887814,235,0.384449179445421,-0.241722178495877,0.486866292838109
"Abca8a",0.646915306673696,566,0.898176149853815,-1.07561107319532,0.14245645300383
"Abca8b",0.547789278062005,275,0.207464718015748,-1.56186877782966,0.0771596155810738
"Abca9",0.42166968053044,158,-0.376229479291075,1.01324551464441,1
"Abcb1b",0.628787878787879,22,0.389946518316013,7.6941764901278,1
"Abcb4",0.422619047619048,14,-0.510194732319184,-34.1942060881281,1.34264228437516e-16
"Abcc1",0.57183908045977,58,0.357812630585894,5.33771378751337,1
"Abcc4",0.468468468468468,37,0.256013978156022,29.3737735467422,1
"Abcc5",0.445471841704718,146,-0.359764916064824,1.80162784237035,1
"Abcc8",0.344444444444444,15,-0.974909019037169,-20.5823304355759,1.39929730521591e-10
"Abcc9",0.39247311827957,31,-0.903323980588326,1.68437658668037,1
"Abcd3",0.549324324324324,111,0.443019911804724,1.35192156763586,1
"Abce1",0.452898550724638,23,0.0671141958585371,15.6624484136518,1
"Abcg2",0.552083333333333,16,0.527931555684777,-7.16099109211037,0.000154055388028742
"Abhd12",0.52,20,0.310340120612151,-8.30427810602402,4.59432868180148e-05
"Abhd17b",0.542198581560284,47,0.0427496474593374,16.1426091374679,1
"Abhd18",0.468832124461264,151,-0.266335768924045,0.144232002683594,1
"Abhd2",0.422916666666667,40,-0.202816882999687,10.3654286708739,1
"Abhd5",0.5,20,0.592342031086754,-11.0822296729214,2.50263970766089e-06
"Abhd6",0.4,15,-0.941897045436432,-26.6996072943899,2.72205663355747e-13
"Abi1",0.76323223784532,488,1.88198708720016,4.62213550347622,1
"Abi2",0.543010752688172,31,-0.182864057149811,5.23931145165056,1
"Abi3bp",0.584049726802536,178,0.356143810225275,0.314902094314505,1
"Abl2",0.535470085470085,78,0.229025513668895,28.8039410377621,1
"Ablim1",0.458417786475827,600,-0.158343792458653,-1.25956571741585,0.112472519192095
"Ablim2",0.487179487179487,13,0.286881147788161,-3.01172948863124,0.014116952110011
"Ablim3",0.495454545454545,44,-0.027480736422107,0.669125182269902,1
"Abr",0.433333333333333,10,-0.131244533278253,-18.3442853627316,1.38589592470755e-09
"Abra",0.320552841653759,109,-0.868403117216787,0.162042701587012,1
"Abraxas2",0.5,12,0.236067358233524,-3.43268185929572,0.00878823587456835
"Abtb2",0.478321910324413,235,-0.00284836230903029,0.541394432520974,1
"Abtb3",0.656862745098039,17,0.514573172829759,-20.4892885267939,1.5390703954563e-10
"Acaa2",0.527777777777778,24,-0.239187663879426,-9.63905394520549,1.12994539295183e-05
"Acaca",0.512056737588652,94,0.144389909335175,2.31357557573855,1
"Acacb",0.493674234813475,237,-0.0359195742549427,-0.36360542688027,0.393788755981759
