"","AR","N","log2FC","llr_mean","pval_mean"
"0610043K17Rik",0.6,15,0.979822118062371,-4.23635043878943,0.00360515747684548
"1110002E22Rik",0.583333333333333,12,0.353636954614693,-0.221102686031585,0.506059932424947
"1110004F10Rik",0.333333333333333,12,-0.489384840738926,0.728574851472118,1
"1110019D14Rik",0.425438596491228,19,0.211504105193709,1.25885192985831,1
"1110059E24Rik",0.46,25,-0.201633861169651,-0.359189902826472,0.396675877017085
"1500002F19Rik",0.65,10,0.795180208111498,-0.964302379125904,0.164911172208482
"1500004A13Rik",0.453418803418803,39,-0.477321777533188,-2.74358653010083,0.0191564933484494
"1600010M07Rik",0.515178571428571,56,-0.0541074053394492,0.99732965262956,1
"1600020E01Rik",0.455555555555556,15,-1.07476776840197,-4.66804528995043,0.00224684336314506
"1700025G04Rik",0.552793032364461,175,0.199699835476348,1.63379353407947,1
"2210408F21Rik",0.468816779091899,330,-0.170896186292775,-1.17913942004645,0.124619616757211
"2210408I21Rik",0.613945578231292,49,0.489805267680819,-1.89994429989105,0.0512559929020578
"2310014F06Rik",0.404411764705882,34,-0.488747185461853,-1.56785307317682,0.0765952103820198
"2310022A10Rik",0.454545454545455,11,-0.0331668639352038,0.814396278542944,1
"2610008E11Rik",0.704166666666667,20,1.15055967657538,-7.80472800225864,7.78642277467076e-05
"2610035D17Rik",0.651075268817204,62,1.34900762894365,-22.988657633327,1.19630231826796e-11
"2610037D02Rik",0.469135802469136,90,-0.247927513443583,-1.32663811694192,0.103336723252624
"2610307P16Rik",0.502587519025875,73,0.0482551686072155,0.207060605073679,1
"2700049A03Rik",0.463768115942029,23,0.233490130219774,1.176140450433,1
"2700097O09Rik",0.678571428571429,42,0.574694165267332,4.15475125687308,1
"2810013P06Rik",0.46969696969697,11,0.12029423371771,0.295696411281824,1
"2900026A02Rik",0.461538461538462,13,0.430634354329862,0.794270724669531,1
"2900093K20Rik",0.5,10,0.175086706558094,0.0319600440561771,1
"3110056K07Rik",0.454761904761905,28,-0.423807708906577,-1.87031855101084,0.0531041933351297
"3110082I17Rik",0.5,27,-0.0389941316158624,-0.0219340402489081,0.834099240952245
"3222401L13Rik",0.299019607843137,34,-0.688055993685257,0.788259126676621,1
"4632427E13Rik",0.490318416523236,166,0.0521754650128641,0.0039083898857939,1
"4732440D04Rik",0.351278820530645,274,-0.906890595608516,-34.5634656806219,9.232597801423e-17
"4732471J01Rik",0.533333333333333,25,-0.516790998079575,2.96717777322245,1
"4833420G17Rik",0.652777777777778,24,1.43295940727611,-12.1905733093025,7.90384342660112e-07
"4833439L19Rik",0.351515151515152,11,-0.113210610447989,3.76235339231789,1
"4921524J17Rik",0.380952380952381,21,-0.628031222613043,-2.50377795639081,0.0252369128995498
"4930503L19Rik",0.53125,16,-0.059706246124267,0.109313354821467,1
"4930506C21Rik",0.454385964912281,19,-0.0450878895285394,-0.0145900528978018,0.864363844651354
"4930512H18Rik",0.358974358974359,13,-0.500428990509485,-0.22296831110404,0.504270930782513
"4930523C07Rik",0.388218390804598,58,-0.389652180858931,-1.93593749818103,0.0491016382980882
"4930549G23Rik",0.462121212121212,11,0.286304185156633,2.09911064881398,1
"4930578G10Rik",0.829166666666667,60,2.01238372445583,-34.6231110525477,8.69072429435416e-17
"4930599N23Rik",0.509803921568627,17,2.66453525910038e-15,0.0567601982994717,1
"4933406I18Rik",0.342342342342342,37,-1.02424754624668,-8.38176261963139,4.23393808877934e-05
"4933431K23Rik",0.441869918699187,41,-7.105427357601e-15,2.23159314506067,1
"4933434E20Rik",0.3125,16,0.137503523749935,13.5358014752429,1
"5031425E22Rik",0.560025542784163,261,0.310961882598885,-2.62338387768716,0.0219875775160958
"5031439G07Rik",0.53030303030303,11,0.0317088597273365,0.272391693727066,1
"5330438D12Rik",0.410416666666667,48,-0.0987781544781776,4.5662544771921,1
"5430402O13Rik",0.392857142857143,14,-0.69660785655006,-0.907248721867823,0.177969659620629
"5430405H02Rik",0.421052631578947,19,-0.144389909335173,0.220421887068852,1
"5430431A17Rik",0.528682170542636,43,-6.66133814775094e-15,0.62934771832461,1
"5830417I10Rik",0.904761904761905,21,2.86789646399264,-47.0455941065445,3.01317700509895e-22
"6030443J06Rik",0.653508771929825,19,1.34103691783507,-7.41465176005116,0.000117692491173337
"6030458C11Rik",0.42,25,-0.544320516223809,-2.53893307519741,0.024233176496797
"6430548M08Rik",0.347619047619048,14,-0.415037499278846,2.48109262521177,1
"6720427I07Rik",0.517543859649123,38,0.212544635380103,-0.237346677929736,0.490835892202709
"6820431F20Rik",0.675320512820513,52,1.08091999538356,-17.4895438068638,3.33265439338045e-09
