"","N","AR","tot_gene_mean","tot_gene_variance","alpha","beta","bb_mu","bb_theta","phi","id","theta_smoothed","thetaCorrected","theta_common","resid","AR.1","N.1","log2FC","loglik0_mean","loglik1_mean","llr_mean","pval_mean"
"0610043K17Rik",15,0.6,2,0,0.322928789796844,0.215285859864736,0.599999999999807,1.85799476218045,1.65010432726018,1,19.0303895970701,13.1654473324759,19.0303895970701,-17.1723948348897,0.721461187214612,15,1.18641312423088,-53.6939200853195,-49.2299797295689,-4.46394035575067,0.00280850037273596
"1110002E22Rik",12,0.583333333333333,2,0,0.527895209795243,0.377068006998212,0.583333333332296,1.10501728848526,1.524944519235,2,19.0303895970701,12.8795065196802,19.0303895970701,-17.9253723085849,0.572916666666667,12,0.514573172829758,-35.8597626564846,-35.4749719545441,-0.38479070194046,0.380346579535222
"1110004F10Rik",12,0.333333333333333,2,0,0.000333667000333764,0.000667334000667238,0.33333333333343,998.999999999999,2.73678034375043,3,19.0303895970701,391.826968308863,19.0303895970701,979.969610402929,0.4375,12,-0.49381461266296,-67.2083870083026,-68.4296431487117,1.22125614040918,1
"1110019D14Rik",19,0.425438596491228,2.52631578947368,0.485380116959065,0.00045879212546228,0.000542208875538722,0.458333333336817,998.999999999999,2.68645671394272,4,1.66651194080564,380.458213841645,1.66651194080564,997.333488059193,0.520833333333333,19,0.263034405833792,-55.8285293961169,-56.3750472982537,0.546517902136806,1
"1110059E24Rik",25,0.46,2.44,0.423333333333333,0.0639719945687284,0.0753955650274299,0.459016393442623,7.1752709374956,2.26481302202034,5,2.05660767123293,4.07132135419929,2.05660767123293,5.11866326626266,0.438943894389439,25,-0.326228232320985,-81.8336578086887,-80.8146538815511,-1.01900392713763,0.153410443631027
"1500002F19Rik",10,0.65,2.3,0.455555555555555,0.000696348521329751,0.000304652479671251,0.695652172808421,998.999999999999,3.130920356543,6,3.21989607317861,381.475270235603,3.21989607317861,995.78010392682,0.654545454545455,10,0.90270279864509,-37.8514597876712,-35.6795492617955,-2.17191052587569,0.0371434748811486
"1500004A13Rik",39,0.453418803418803,2.58974358974359,0.985155195681512,0.160025234716163,0.199142514312667,0.445544554456413,2.78421434748511,2.16801463086794,7,1.4726238844098,2.02147634610508,1.4726238844098,1.31159046307531,0.428486997635934,39,-0.318529518425502,-111.716999786091,-110.043600365837,-1.67339942025468,0.0673358421495108
"1600010M07Rik",56,0.515178571428571,2.5,1.09090909090909,0.635528186065847,0.566822436496544,0.528571428450247,0.831704147887285,1.6797892851411,8,1.7680445828684,1.47343932036864,1.7680445828684,-0.93634043498112,0.496984924623116,56,0.10383581098454,-165.267396633376,-165.569960772174,0.302564138798459,1
"1600020E01Rik",15,0.455555555555556,2.06666666666667,0.0666666666666667,0.000452064968645301,0.000548936032355701,0.451612903676655,998.999999999999,2.84087641358952,9,12.3305542635059,387.440345436603,12.3305542635059,986.669445736493,0.346153846153846,15,-0.983126181435601,-72.6864782700235,-69.4986014567425,-3.18787681328095,0.0115689904089051
"1700025G04Rik",175,0.552793032364461,3.07428571428571,2.89674876847291,0.697244855818064,0.548993457903261,0.559479553903345,0.802414746031964,1.92240984329115,10,0.917169361343405,0.905218189027899,0.917169361343405,-0.114754615311441,0.501254480286738,175,0.0277449904829041,-345.279525118519,-348.144673250254,2.8651481317346,1
