"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"2210408F21Rik",TRUE,4,119.369561417693,106.265043870127,61,59,0.109781064719766
"4732440D04Rik",TRUE,4,97.1175008676846,93.7403683901545,57,55,0.0347736756749041
"9530026P05Rik",TRUE,4,289.730583169286,280.9932385167,119,117,0.0301567910332768
"Abca8a",TRUE,4,734.41592575364,731.93955561737,323,321,0.00337189057240062
"Abca8b",TRUE,4,239.812527554522,234.934023702537,59,57,0.0203429900086298
"Abi1",TRUE,5,367.31998725047,338.379298524297,182,180,0.0787887665542124
"Ablim1",TRUE,3,710.588517542916,710.426017454947,358,356,0.000228683807797392
"Acacb",TRUE,4,96.4999255355418,96.3530457823593,51,49,0.0015220711556756
"Actn2",TRUE,4,486.253522806703,474.522905519624,208,206,0.0241244880229752
"Acyp2",TRUE,4,438.305816679372,433.977741155377,252,250,0.00987455643820556
"Adamts9",TRUE,4,542.640454844316,540.07116985392,108,106,0.00473478334956245
"Adamtsl3",TRUE,4,178.938243063751,178.611923752523,61,59,0.00182364208813834
"Adgrd1",TRUE,4,139.294140743067,138.722591596003,59,57,0.00410318154098177
"Adk",TRUE,3,442.057063233711,440.964617345793,250,248,0.00247127798372326
"Adra1a",TRUE,4,140.903368784352,140.160863463135,51,49,0.00526960659367115
"Aff1",TRUE,4,150.293057519115,150.081033625754,69,67,0.00141073644292167
"Airn",TRUE,4,1912.30275126119,1360.47390136859,315,313,0.288567722620624
"Akap13",TRUE,4,100.223487491706,96.9183774089338,77,75,0.0329774004626
"Akap6",TRUE,3,257.42929482095,256.928361867257,191,189,0.00194590500681502
"Akt3",TRUE,4,119.192156600955,111.51978255083,66,64,0.0643697896650258
"Alpk2",TRUE,4,106.864045870088,106.480285894294,58,56,0.00359110468511525
"Ank",TRUE,4,184.828956651387,175.522820138516,90,88,0.0503499921304206
"Ank2",TRUE,3,658.33825802034,657.928670322895,362,360,0.000622153873718667
"Ank3",TRUE,4,86.9864216221997,83.2067146646131,49,47,0.0434516892073415
"Ankrd11",TRUE,4,80.6579629392587,80.3342195765859,54,52,0.00401378054782497
"Ankrd17",TRUE,4,212.325079457175,208.011183763891,127,125,0.0203174100031558
"Aopep",TRUE,3,200.843782361523,197.106772355836,133,131,0.0186065506322729
"App",TRUE,4,119.400757603951,119.144782548317,52,50,0.00214383108424632
"Arb2a",TRUE,4,121.803096430531,107.441099516617,59,57,0.117911591205775
"Arhgap10",TRUE,4,94.6851290733212,92.5209153181588,64,62,0.0228569552192979
"Arhgap21",TRUE,3,160.38089710281,157.507956766761,88,86,0.017913232734989
"Arhgap24",TRUE,3,689.915063828551,686.644476490817,229,227,0.00474056519303179
"Arhgap26",TRUE,3,326.746078782422,325.738070200222,207,205,0.00308499060174316
"Arhgef12",TRUE,3,157.628817711028,157.48236111824,91,89,0.000929123208020521
"Arid1b",TRUE,4,110.1693764848,107.243376067942,63,61,0.0265591084402842
"Arih1",TRUE,3,124.873313061437,122.393884826869,67,65,0.0198555493866671
"Arl15",TRUE,4,482.449639147987,477.646288052616,217,215,0.00995617097745938
"Asap1",TRUE,4,257.358206216856,250.630828635443,154,152,0.0261401323870899
