"term","estimate","se","z","p","gene"
"sexM",0.140119900334076,0.287338063666243,0.487648237571588,0.627606213607695,"2210408F21Rik"
"conditionF1_Young",-0.821624738433834,0.291530353771439,-2.81831626725905,0.00656005971709383,"2210408F21Rik"
"sexM",0.410998281110566,0.293412166854087,1.40075405024003,0.166904542414709,"4732440D04Rik"
"conditionF1_Young",0.0674275157019981,0.267502943710412,0.252062705429487,0.801932155207894,"4732440D04Rik"
"sexM",-0.0347988157289074,0.215035912416503,-0.161827926032679,0.871720493539273,"9530026P05Rik"
"conditionF1_Young",0.444250809525111,0.214612590285311,2.0700128027648,0.0406520488877718,"9530026P05Rik"
"sexM",-0.150016406462193,0.150172212384337,-0.998962485005253,0.31856529886859,"Abca8a"
"conditionF1_Young",0.109741438313389,0.125765642514019,0.872586790157384,0.383540572509225,"Abca8a"
"sexM",-0.0851846796862819,0.488541122229118,-0.174365423523819,0.862196126473455,"Abca8b"
"conditionF1_Young",0.455230371917241,0.387204408051621,1.17568489007633,0.244608205597268,"Abca8b"
"sexM",0.836216683012879,0.228342446409336,3.66211668554099,0.000328698766176297,"Abi1"
"conditionF1_Young",-0.340693690450981,0.229653728175118,-1.48351038390804,0.139687723615839,"Abi1"
"sexM",0.0275840248286982,0.0915041911814132,0.301450944186928,0.763246656556198,"Ablim1"
"conditionF1_Young",-0.0114085414583103,0.090669018925351,-0.125826236938806,0.899940500924084,"Ablim1"
"sexM",-0.120296575329065,0.417076189207507,-0.288428297855226,0.774235525548693,"Acacb"
"conditionF1_Young",0.053255600244882,0.301831873635853,0.176441273757365,0.86067451949807,"Acacb"
"sexM",-0.232225798743888,0.125943931180119,-1.84388240519323,0.0666365581213047,"Actn2"
"conditionF1_Young",0.230538034244273,0.121835096832179,1.89221365795627,0.0598650428226239,"Actn2"
"sexM",-0.00970489006289203,0.118928428638203,-0.081602777183037,0.935027885115813,"Acyp2"
"conditionF1_Young",0.180036375833423,0.110467522573721,1.62976747951667,0.10440993761022,"Acyp2"
"sexM",-0.0501998292717898,0.371822156807872,-0.135010322415318,0.892859750180457,"Adamts9"
"conditionF1_Young",0.227587522356087,0.331446610105103,0.686649117587649,0.49380325377971,"Adamts9"
"sexM",-0.124560638310962,0.37997807151277,-0.327810070236581,0.744215715393046,"Adamtsl3"
"conditionF1_Young",0.0631312132205814,0.306619004546539,0.205894651944182,0.837582014137176,"Adamtsl3"
