"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1700025G04Rik",0.6375,0.649470899470899,36,0.8218,0.376985629508434,0.099138718135882,0.700439718141092,-1.0790936697633,0.141811895423393,1
"5031425E22Rik",0.6589,0.613333333333333,25,0.662,0.372102113437547,0.184363961256946,1.22239242133645,-0.277276528074555,0.456463262570163,1
"9530026P05Rik",0.5196,0.530148423005566,28,0.1516,0.123114476483514,0.100108843749154,0,-0.157957891260896,0.574072510486384,1
"AW554918",0.5617,0.546875,32,0.7154,0.392783905908259,0.184979952290547,0.473931188332412,-0.420388540117326,0.359174620043963,1
"Abca1",0.4407,0.401515151515151,33,1e-04,0.0693277833837583,0.105828634488127,-0.343954401217362,-0.161739771061292,0.5695240328623,1
"Abca8a",0.6948,0.688746438746439,21,0.7107,0.34751390675013,0.118563573576366,1.5405683813627,0.16557535714821,1,1
"Abhd17b",0.6105,0.568181818181818,33,0.1335,0.130076581721923,0.12124029914995,0.695145418471579,-0.687580168714163,0.240927241209018,1
"Abi1",0.5478,0.519503546099291,47,0.047,0.0979389454198545,0.122325415971258,0.292781749227846,-0.159222168051812,0.572544045171031,1
"Abi3bp",0.541,0.532490014693405,59,0.3381,0.196061671220762,0.10335352584451,0.13897641314881,0.152670342485138,1,1
"Ablim1",0.3923,0.385507246376812,23,1.1472,0.52610116270518,0.138155842505045,-0.561878887608115,-0.477254612901948,0.328574162455686,1
"Acyp2",0.4244,0.421320346320346,22,0.1492,0.132979387879062,0.116567851753954,-0.520832163301441,0.115489360378657,1,1
"Adam12",0.7193,0.736111111111111,24,1.3114,0.61305484536278,0.175727100484087,1.04730571477836,0.350341248945927,1,1
"Adamtsl1",0.5549,0.576798941798942,45,0.8588,0.410977516155526,0.129595659674873,0,-0.680624695068239,0.243321068714689,1
"Adgrf5",0.4529,0.480392156862745,34,1e-04,0.0865181727894569,0.132084089240431,-0.273018494406416,-0.0706617825081608,0.706968738994196,1
"Agap1",0.5103,0.475609756097561,41,0.3069,0.180938352210083,0.0983511766088669,0.215728691055437,-0.213841437653059,0.513128121807892,1
