"gene","converged","iter","null_dev","deviance","df_null","df_resid","r2_mcfadden"
"1700025G04Rik",TRUE,4,61.9443164708246,61.5997042479063,30,29,0.00556325814137748
"2210408F21Rik",TRUE,4,44.4119868002459,42.9160894656838,30,29,0.0336822881014132
"2610037D02Rik",TRUE,4,42.219197203617,41.3447033264777,37,36,0.0207131810896778
"2610307P16Rik",TRUE,3,81.8385862105891,81.7911137288245,46,45,0.000580074558502397
"4632427E13Rik",TRUE,4,45.4238806299096,42.2071539273071,28,27,0.0708157616213093
"4732440D04Rik",TRUE,3,62.343740040536,62.3202045244307,43,42,0.000377512098087229
"5031425E22Rik",TRUE,4,61.5646117414712,60.9741777637729,39,38,0.00959047675274549
"9330159M07Rik",TRUE,18,13.4855385116145,10.1106813251048,18,17,0.250257502405489
"9530026P05Rik",TRUE,4,101.324925097561,101.195572830138,62,61,0.00127660856693068
"AU040320",TRUE,4,39.6822521738718,38.1517905150501,28,27,0.0385679132352633
"Aak1",TRUE,3,75.541615398014,73.9726497164908,44,43,0.0207695542815256
"Abca8a",TRUE,4,37.9234491045974,33.7531637877592,15,14,0.109965876398425
"Abcc5",TRUE,4,63.6918151240846,60.8441091555056,34,33,0.0447107051829367
"Abhd18",TRUE,3,40.9445953015075,40.1487784494078,25,24,0.019436432238236
"Abi1",TRUE,5,72.6750828709027,71.3164253573269,54,53,0.0186949565092245
"Abi3bp",TRUE,3,36.9943108945351,35.3718939701846,23,22,0.0438558493216898
"Ablim1",TRUE,3,95.5781349649046,95.5665210445651,58,57,0.000121512313917882
"Ablim3",TRUE,4,29.0716187094567,25.8461361226246,21,20,0.110949535320605
"Abra",TRUE,4,44.5143844332287,43.6483111805745,17,16,0.019456031206122
"Abtb2",TRUE,4,42.9735673140739,42.1456330035204,24,23,0.0192661294442357
"Acaca",TRUE,4,28.3875908815443,28.2309191837229,20,19,0.00551902056342857
"Acacb",TRUE,4,30.6133269577137,30.5948003531916,26,25,0.000605181022882983
"Aco2",TRUE,3,36.1560225883478,36.1352139859689,29,28,0.000575522441056409
"Acss1",TRUE,3,39.836681948378,38.6509037135538,22,21,0.0297659889536188
"Actc1",TRUE,3,34.029922667625,33.7836578769159,25,24,0.00723671320427033
"Actn2",TRUE,3,59.774844657626,59.3683868802873,28,27,0.00679981319343903
"Actr3",TRUE,3,61.2112950727455,52.2844543483821,36,35,0.145836494943531
"Acyp2",TRUE,3,48.33598730146,48.2745139355042,39,38,0.00127179291016466
"Adam10",TRUE,3,46.0623780952317,45.991318087655,35,34,0.00154269081439407
"Adamts9",TRUE,4,35.0942064628752,34.8964894096885,22,21,0.00563389439780815
"Adamtsl1",TRUE,3,102.949100629674,102.948731523248,47,46,3.58532929767286e-06
"Adamtsl5",TRUE,4,37.107716422262,34.7124548425058,25,24,0.0645488812218897
"Adcy9",TRUE,4,38.4744707747993,37.9889931151585,24,23,0.0126181764131962
"Adgrd1",TRUE,4,69.7211977626818,69.2454826407995,31,30,0.00682310598709968
"Adgrg6",TRUE,4,40.2294503487106,40.1835454278814,28,27,0.00114107750494497
"Adgrl2",TRUE,4,29.848094683009,29.6182249625388,20,19,0.00770131972949628
"Adgrl4",TRUE,3,24.0380340040684,24.0380340040684,14,14,-2.22044604925031e-16
"Adk",TRUE,3,78.7802456688017,78.7787069170142,58,57,1.9532203465622e-05
"Adprhl1",TRUE,3,29.5637225493569,27.2391785220019,19,18,0.0786282587882561
"Adra1a",TRUE,4,38.7105146367027,38.6469449116486,22,21,0.00164218237992297
"Aebp1",TRUE,4,43.0069267960287,42.5095027262799,32,31,0.0115661384527205
"Aebp2",TRUE,4,53.5484698754855,51.8289517228025,33,32,0.0321114339341788
"Aff1",TRUE,4,59.1752779397038,57.2328104993508,41,40,0.0328256580785684
"Afg1l",TRUE,3,28.895904911029,27.9270377685114,25,24,0.0335295657118463
"Afg2a",TRUE,3,47.1531364874772,47.1233612544867,34,33,0.000631458163942389
"Agap1",TRUE,4,76.3961972064141,69.4172146333302,59,58,0.0913524864886597
"Agfg1",TRUE,3,63.5898303716691,63.5680463561778,32,31,0.000342570743843917
"Agl",TRUE,3,21.8431183573387,20.2177956457201,18,17,0.07440891382949
"Ago3",TRUE,3,46.3649016556898,46.2286619015908,35,34,0.00293842430877289
"Agtpbp1",TRUE,3,40.9565004905813,40.9262565120483,26,25,0.000738441472556084
"Ahnak",TRUE,3,70.318207394413,70.3182073944131,45,44,-2.22044604925031e-16
"Aig1",TRUE,3,45.9218991854524,45.6733515762521,30,29,0.00541239830252949
"Airn",TRUE,4,92.0491398608314,91.4787077915097,52,51,0.00619703856205644
"Akap13",TRUE,3,58.9048454342467,58.758253972896,43,42,0.00248861465079875
"Akap6",TRUE,4,41.0776019693076,33.2400599531413,29,28,0.190798431272165
"Akt3",TRUE,3,74.8031478628075,74.2868846081,47,46,0.00690162472379241
"Aldh1a2",TRUE,3,61.892151729578,61.0721568942565,22,21,0.0132487692285168
"Alpk2",TRUE,4,32.6306090948956,31.1119283714485,23,22,0.0465415989946905
"Alpk3",TRUE,4,28.5973814144761,25.3625221151837,17,16,0.113117325408505
"Ambra1",TRUE,3,57.6736846901343,57.673585360538,41,40,1.72226894967764e-06
"Anapc1",TRUE,3,66.1225915380329,66.1156094201477,45,44,0.000105593530482118
"Ank",TRUE,4,39.9206062591199,36.7516964049631,26,25,0.0793803038357642
