celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
Mesothelial,F1_Young,Mesothelial__F1_Young,Bptf,18.966620468429994,0.754887502163469,1.0798900299207199e-19,1.49348791138036e-16,0.612903225806452,31
Mesothelial,F1_Young,Mesothelial__F1_Young,Tcf25,-11.2669883847663,-0.120294233717712,5.4076878564794095e-12,3.7394161527555106e-9,0.446078431372549,34
Mesothelial,F1_Young,Mesothelial__F1_Young,Tshz1,9.895992873787572,0.938599455335857,1.27059495386226e-10,5.85744273730504e-8,0.66,25
Mesothelial,F1_Young,Mesothelial__F1_Young,Vgll4,9.066922787435576,1.34103691783507,8.57190230248925e-10,2.82478461012604e-7,0.685185185185185,36
Mesothelial,F1_Young,Mesothelial__F1_Young,Kat2b,8.990866837316931,0.275634442613427,1.02125257054448e-9,2.82478461012604e-7,0.544973544973545,27
Mesothelial,F1_Young,Mesothelial__F1_Young,Mapk8ip3,-8.130413739762023,-0.770518153877233,7.406043528189231e-9,1.70709303324762e-6,0.369753086419753,27
Mesothelial,F1_Young,Mesothelial__F1_Young,Ppp4r3a,7.368998420128492,0.866733469136536,4.27564441537801e-8,8.44745175209684e-6,0.665591397849462,31
Mesothelial,F1_Young,Mesothelial__F1_Young,Ctnnd1,6.939410873109978,0.612976876890753,1.14971216572636e-7,1.86419727989479e-5,0.591954022988506,29
Mesothelial,F1_Young,Mesothelial__F1_Young,Rlf,6.884119619944112,0.736965594166206,1.30581117236392e-7,1.86419727989479e-5,0.626811594202899,23
Mesothelial,F1_Young,Mesothelial__F1_Young,Pja2,-6.870330310162112,-0.263034405833794,1.34793729565784e-7,1.86419727989479e-5,0.424324324324324,37
Mesothelial,F1_Young,Mesothelial__F1_Young,Rfx3,-6.807050066244275,-0.184424571137427,1.55937272518911e-7,1.96055679903322e-5,0.494252873563218,29
Mesothelial,F1_Young,Mesothelial__F1_Young,Lsm14a,6.510154269231674,0.584962500721156,3.08919789879159e-7,3.3010185759057e-5,0.593333333333333,25
Mesothelial,F1_Young,Mesothelial__F1_Young,Ap1g1,6.508230859548913,0.369233809665719,3.10290972427868e-7,3.3010185759057e-5,0.583333333333333,35
Mesothelial,F1_Young,Mesothelial__F1_Young,Tulp4,-6.3806522472450995,-0.321928094887362,4.16243776095976e-7,4.1118938738624e-5,0.475714285714286,35
Mesothelial,F1_Young,Mesothelial__F1_Young,Cdc42bpb,-6.054327417327822,-0.131244533278252,8.82414391852177e-7,8.0831703103317e-5,0.532051282051282,26
Mesothelial,F1_Young,Mesothelial__F1_Young,Nrdc,-6.029120468084742,-0.443606651475615,9.35146239806994e-7,8.0831703103317e-5,0.445945945945946,37
Mesothelial,F1_Young,Mesothelial__F1_Young,H13,-5.941266682836046,-0.691877704637668,1.14480974378195e-6,9.3133639744143e-5,0.407407407407407,18
Mesothelial,F1_Young,Mesothelial__F1_Young,Atf7,5.677874654826728,0.632268215499513,2.09954576273217e-6,1.6131509943658e-4,0.626881720430107,31
Mesothelial,F1_Young,Mesothelial__F1_Young,Eea1,-5.439999543076486,-0.669851398307669,3.63078436766638e-6,2.4753341148248e-4,0.371212121212121,33
Mesothelial,F1_Young,Mesothelial__F1_Young,Kat6a,5.433488105587913,0.184424571137427,3.68563135883072e-6,2.4753341148248e-4,0.504310344827586,29
Mesothelial,F1_Young,Mesothelial__F1_Young,Ints6,5.424969058093113,0.308122295362332,3.75864182294449e-6,2.4753341148248e-4,0.590909090909091,33
Mesothelial,F1_Young,Mesothelial__F1_Young,Rnf216,0,0,5.4024076042013e-6,3.3763344155934e-4,0.506944444444444,24
Mesothelial,F1_Young,Mesothelial__F1_Young,Tnks2,-5.250648888468038,-0.502500340529183,5.61501746627979e-6,3.3763344155934e-4,0.418421052631579,38
Mesothelial,F1_Young,Mesothelial__F1_Young,Tra2b,-5.177993986290847,-0.465663572348812,6.6375226136698e-6,3.6938642842588e-4,0.411428571428571,35
Mesothelial,F1_Young,Mesothelial__F1_Young,AU040320,5.175401236391588,0.415037499278844,6.67726732512446e-6,3.6938642842588e-4,0.591954022988506,29
Mesothelial,F1_Young,Mesothelial__F1_Young,Map4k3,-5.137776399757437,-0.502500340529183,7.2815460469367e-6,3.8732223780436e-4,0.373333333333333,40
Mesothelial,F1_Young,Mesothelial__F1_Young,Ddx17,-5.118154017698649,-0.231325546106456,7.61808795113564e-6,3.902153939415e-4,0.390946502057613,27
Mesothelial,F1_Young,Mesothelial__F1_Young,Ark2n,5.055127995235681,1.05444778402238,8.80789248613308e-6,4.3504697529721e-4,0.649305555555556,24
Mesothelial,F1_Young,Mesothelial__F1_Young,Dennd6a,5.006646454993456,0.137503523749935,9.84812483327798e-6,4.6965367739391e-4,0.464285714285714,35
Mesothelial,F1_Young,Mesothelial__F1_Young,Hspa4,-4.974228172550187,-0.176877762084079,1.06113790296494e-5,4.8918457326683e-4,0.453448275862069,29
Mesothelial,F1_Young,Mesothelial__F1_Young,Nt5dc1,-4.8230313137261405,-1.55458885167764,1.50303358967498e-5,6.3580438097696e-4,0.289047619047619,35
Mesothelial,F1_Young,Mesothelial__F1_Young,Pcm1,4.819650714089678,0.374395514781498,1.51477903565197e-5,6.3580438097696e-4,0.621943371943372,37
Mesothelial,F1_Young,Mesothelial__F1_Young,Sptlc2,0,0,1.51710372901228e-5,6.3580438097696e-4,0.515,30
Mesothelial,F1_Young,Mesothelial__F1_Young,Pcbp2,4.71708524204212,0.163498732282879,1.91829218697506e-5,7.8029355723132e-4,0.553763440860215,31
Mesothelial,F1_Young,Mesothelial__F1_Young,Kdm1a,-4.572343890384161,-0.440572591385981,2.67704770025779e-5,0.00101298094552171,0.425,20
Mesothelial,F1_Young,Mesothelial__F1_Young,Cspp1,-4.5660680301627785,-0.415037499278844,2.71601378488732e-5,0.00101298094552171,0.366071428571429,28
Mesothelial,F1_Young,Mesothelial__F1_Young,Ppargc1a,4.565002242423848,1.61399154933269,2.72268724979526e-5,0.00101298094552171,0.426694815156354,26
Mesothelial,F1_Young,Mesothelial__F1_Young,Ttll5,-4.555437307266086,-0.144389909335175,2.78331713158532e-5,0.00101298094552171,0.444444444444444,24
Mesothelial,F1_Young,Mesothelial__F1_Young,Samd12,4.511469149937449,1.11547721741994,3.07985911119811e-5,0.00109216542327871,0.651960784313726,17
