"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.481997677119628,41,-36.866611293224,-36.571162513308,-0.295448779916065,0.442072247644819,0.994182585775749
"2010001K21Rik",0.557142857142857,35,-31.7220543771261,-31.7222883698836,0.000233992757504353,1,1
"2610035D17Rik",0.6875,24,-22.0352123840885,-18.7148751827258,-3.32033720136263,0.00996761942992723,0.30952396538029
"2610307P16Rik",0.40968253968254,75,-82.8685756536692,-82.4810366237281,-0.387539029941109,0.378650683773629,0.994182585775749
"4732440D04Rik",0.28953488372093,43,-35.1494689269958,-35.145390684623,-0.00407824237282739,0.928038284075814,1
"5031425E22Rik",0.607407407407407,45,-38.4017584725522,-38.3983681841933,-0.00339028835887945,0.934372961621234,1
"9530026P05Rik",0.600710683349572,108,-143.534543798984,-143.503061506086,-0.0314822928982323,0.801870200214984,1
"Aak1",0.475,36,-29.6039771554993,-29.498646128426,-0.105331027073305,0.646248986977897,0.994182585775749
"Abca8a",0.857563025210084,17,-14.6113318444175,-14.178839802881,-0.432492041536591,0.352347679667514,0.994182585775749
"Abcb1b",0.962962962962963,27,-6.08603077423139,-4.81053809938355,-1.27549267484784,0.11022549206106,0.918281048860107
"Abcc5",0.5,36,-29.9309943425097,-29.8560500595511,-0.0749442829585512,0.698641871439966,0.994182585775749
"Abi1",0.907277046385957,101,-69.0033080714758,-67.6605686783243,-1.34273939315146,0.101266784081659,0.906954687589453
"Abi3bp",0.373958333333333,32,-35.0250836702232,-34.5650879548626,-0.45999571536062,0.337477222288983,0.994182585775749
"Ablim1",0.560306637806638,60,-55.8480885172362,-55.832598570298,-0.015489946938203,0.860285252059285,1
"Ablim3",0.429365079365079,42,-36.5562406932618,-36.084718440654,-0.471522252607819,0.331496100805782,0.994182585775749
"Acap2",0.494047619047619,28,-24.7963403924991,-23.7113366269299,-1.08500376556923,0.140725544816648,0.994182585775749
"Ackr3",0.505952380952381,28,-27.4663379821694,-25.5984204274344,-1.867917554735,0.0532570381499659,0.670219341641109
"Acss3",0.42816091954023,29,-28.1791710672429,-27.9073427337194,-0.271828333523462,0.460921223489615,0.994182585775749
"Adamts9",0.353333333333333,25,-21.371716703695,-20.4904684255424,-0.881248278152576,0.184313422061461,0.994182585775749
"Adamtsl1",0.522203101776272,82,-105.265606357605,-103.937248385198,-1.3283579724074,0.103113430251613,0.906954687589453
