"","bb_mu","AR","N","bb_theta","thetaCorrected","theta_common","log2FC","llr_var","pval_var","padj_var"
"1700025G04Rik",0.5659,0.561904761904762,35,0.3744,0.186903897870154,0.0683125533470158,0.479167836698559,-0.824289482117749,0.19915245204769,1
"2210408F21Rik",0.4489,0.447503914525191,47,0.0301,0.0558736446877611,0.0678796799864405,-0.305808429524085,-0.227753096904678,0.499731682587674,1
"4632427E13Rik",0.5085,0.53234126984127,36,0.2132,0.125525511201972,0.0680632974424787,-0.115477217419936,-0.492951423433993,0.320745820486481,1
"4732440D04Rik",0.3381,0.359365079365079,45,0.0667,0.0701296600027428,0.0684253673775226,-1.01559685505102,0.0521342100993607,1,1
"5031425E22Rik",0.4939,0.481552981552982,37,1e-04,0.0448276329564285,0.0684087380687851,-0.0356239097307212,-0.074833911300999,0.698853001194167,1
"9330159M07Rik",0.0764,0.0499188311688312,28,0.0504,0.0635530893125628,0.0678347517433876,-3.4594316186373,0.780319171289435,1,1
"9530026P05Rik",0.6485,0.646587301587302,30,0.1034,0.0841108898401908,0.0684933657492514,0.912537158749661,0.289855817706666,1,1
"Aak1",0.495,0.481688681688682,39,0,0.0448535183498954,0.0685062736930736,-0.0285691521967708,-0.0768243747527393,0.695072586974894,1
"Abca1",0.4389,0.435544217687075,42,0.1253,0.0924741950570845,0.0685649205838537,-0.352301743930881,-0.207234676523306,0.519709710743391,1
"Abca9",0.5483,0.526666666666667,30,2e-04,0.0439205155143813,0.0669652673622983,0.280107919192735,-0.00283427894338217,0.93998411624857,1
"Abcc5",0.5066,0.507575757575758,33,0.4315,0.207620697098365,0.0668360113682367,-0.096215315259303,-0.177792420492686,0.550968585921353,1
"Abcd3",0.5551,0.58709106984969,29,0.1578,0.103880423693957,0.06713603378857,0.362570079384708,-0.245926371098761,0.483102000649408,1
"Abhd18",0.3697,0.348015873015873,35,0.7056,0.312512852974124,0.0680632974424787,-0.66558096092944,-1.09651573497401,0.138636223158193,1
"Abi1",0.5128,0.5015625,32,0.22,0.127483798211311,0.0671102544680757,0.0506260730699681,0.144836086832687,1,1
"Abl2",0.5135,0.541666666666667,28,0.3222,0.17640099163362,0.082547114555082,0,-1.693978885963,0.0656742457725479,1
"Ablim1",0.4286,0.418042821272575,56,0.0817,0.0666678030803254,0.0544379579046836,-0.390070583762268,-0.0324830412482839,0.798812347341358,1
"Abra",0.3429,0.347619047619048,35,0.4268,0.206972449381239,0.0685719210216124,-1.04890960048095,-1.14470702538193,0.13025909037402,1
"Abtb2",0.6105,0.554861111111111,40,0.1879,0.116218526231153,0.0685224290637145,0.834940753729504,-1.30867279743633,0.105701125580001,1
"Acacb",0.5236,0.517679837892604,47,0.0319,0.0565409330807999,0.067854851792075,0.178337241258513,0.0193624600250857,1,1
"Acadl",0.4819,0.508641975308642,27,0.0257,0.0550621519588632,0.0691922600918371,-0.111031312388744,-0.225188971081636,0.502155530290088,1
"Acadm",0.4898,0.501234567901235,27,0,0.0469126675783569,0.0716512809480104,-0.0588936890535687,-0.0298832435872534,0.806865398341848,1
"Acat1",0.604,0.586290322580645,31,0.0184,0.0508191018262428,0.0669457081892815,0.605721060887954,-0.496511599000293,0.319004599380126,1
"Aco2",0.4301,0.46030701754386,38,0.2557,0.141956170694289,0.0685083913737442,-0.559427408614019,-0.560343672354009,0.289770498992414,1
"Acsl1",0.4617,0.445833333333333,40,1e-04,0.0447282944725179,0.0682570150910257,-0.222392421336448,-0.063758283570678,0.721020972461658,1
"Acss1",0.5335,0.560260770975057,42,0.4954,0.232983387884152,0.068511294428394,-0.084888897586513,-0.749405655731195,0.220854351681135,1
"Actc1",0.3284,0.334038054968288,43,1e-04,0.0448767994834608,0.0684838317444057,-1.03170885972734,-0.98731932170336,0.159956355753035,1
"Actc1dt",0.3131,0.338709677419355,31,0.0193,0.054940065327406,0.0727177931100581,-1.13750352374994,-0.0273186397199936,0.815182029607781,1
"Actn2",0.5256,0.535095364238847,55,0.0467,0.0554796438389597,0.0576499093567045,0.129837437642581,-0.411366689475116,0.36438220031495,1
"Acyp2",0.5027,0.476447264856356,55,0.1324,0.0888795591756771,0.0589567133809842,-0.0428554789617972,-2.38680687710917,0.0288991041723389,1
