gene,condition
6820431F20Rik,F1_Aged
9530026P05Rik,F1_Aged
Ano6,F1_Aged
Asb18,F1_Aged
Atp1b1,F1_Aged
Cacnb2,F1_Aged
Cdcp3,F1_Aged
Cfap69,F1_Aged
Cradd,F1_Aged
Cuedc1,F1_Aged
Dtna,F1_Aged
Gck,F1_Aged
Gm12092,F1_Aged
Gm32027,F1_Aged
Gulp1,F1_Aged
Hand2os1,F1_Aged
Hibadh,F1_Aged
Itpr2,F1_Aged
Kank1,F1_Aged
Kcnip4,F1_Aged
Limd1,F1_Aged
Lsamp,F1_Aged
Mapk10,F1_Aged
Mpped2,F1_Aged
Nt5e,F1_Aged
Pde4b,F1_Aged
Plxna4,F1_Aged
Pygb,F1_Aged
Rbm20,F1_Aged
Rbm28,F1_Aged
Rora,F1_Aged
Scn3a,F1_Aged
Serinc3,F1_Aged
Slc12a2,F1_Aged
Slc22a5,F1_Aged
Slc27a1,F1_Aged
Smc6,F1_Aged
Snhg14,F1_Aged
Sptan1,F1_Aged
Stk39,F1_Aged
Tbx3,F1_Aged
Tmem116,F1_Aged
Trim54,F1_Aged
Trip11,F1_Aged
Trpc3,F1_Aged
Ubash3b,F1_Aged
Usp13,F1_Aged
Usp25,F1_Aged
Zfp697,F1_Aged
Znrf3,F1_Aged
Zswim5,F1_Aged
2310014F06Rik,F1_Young
Acyp2,F1_Young
Adam22,F1_Young
Ano4,F1_Young
Ccbe1,F1_Young
Cpeb3,F1_Young
Dsg2,F1_Young
Fblim1,F1_Young
Fyn,F1_Young
Gbe1,F1_Young
Igf2r,F1_Young
Itga1,F1_Young
Kitl,F1_Young
Kremen1,F1_Young
Lncpint,F1_Young
Lrch1,F1_Young
Lrtm1,F1_Young
Malt1,F1_Young
Mhrt,F1_Young
Mtr,F1_Young
Mtus1,F1_Young
Myot,F1_Young
Myoz2,F1_Young
Pakap,F1_Young
Phf20,F1_Young
Phkg1,F1_Young
Picalm,F1_Young
Por,F1_Young
Ppargc1a,F1_Young
Prdm5,F1_Young
Rbfox1,F1_Young
Rnf150,F1_Young
Rp1,F1_Young
Slc35e2,F1_Young
Slk,F1_Young
Smyd3,F1_Young
Sntb1,F1_Young
St3gal6,F1_Young
St7l,F1_Young
Svil,F1_Young
Tlr4,F1_Young
Tnnc1,F1_Young
Trim24,F1_Young
Ugp2,F1_Young
Zmym2,F1_Young
Appl2,F1_Young
Gm40652,F1_Young
Nle1,F1_Young
