gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
4732440D04Rik,F1_Aged,3.5301140372597e-6,0.270725995316159,shared,0.0044011105308061,0.351752966558792,Pericytes
9330159M07Rik,F1_Aged,1.12474293962206e-16,0.128888888888889,shared,2.30036893055922e-12,0.11542934677263,Pericytes
Abca8a,F1_Aged,1.6164713388156e-4,0.70924097380283,shared,0.00107071695126816,0.72118018967334,Pericytes
Abi1,F1_Aged,0.0331039424763547,0.638841807909605,shared,0.0935795998969518,0.637032746370096,Pericytes
Adra1a,F1_Aged,0.0077326476724933,0.32560372633902,shared,0.086218322321821,0.393854696028609,Pericytes
Airn,F1_Aged,9.734696186209241e-9,0.32540552809852,shared,1.4728689036321201e-58,0.875508009074159,Pericytes
Aox1,F1_Aged,2.6310102367414e-5,0.789079102715466,shared,0.055611449817961,0.696428571428572,Pericytes
Arhgap20,F1_Aged,6.4449118529026e-4,0.797101449275362,shared,0.0108897117999003,0.819444444444444,Pericytes
Art1,F1_Aged,0.0422099602194775,0.359826334379906,shared,4.008680595393e-4,0.300371387871388,Pericytes
Cacna1c,F1_Aged,1.57722976216643e-7,0.567134901553242,shared,1.3246686883399e-5,0.584395295246009,Pericytes
Cacna2d1,F1_Aged,1.83287308357097e-8,0.652141651960492,shared,1.73555535068022e-8,0.678811882561883,Pericytes
Celf2,F1_Aged,5.48958894710821e-5,0.623170291160514,shared,0.0572731089933755,0.575193654207401,Pericytes
Cisd2,F1_Aged,1.8592399388987e-4,0.825471698113208,shared,0.00546114258653356,0.811594202898551,Pericytes
Clic4,F1_Aged,3.5888859502567997e-12,0.287934362934363,shared,1.9020076848345802e-17,0.224907297684046,Pericytes
Cobll1,F1_Aged,0.0838385228840321,0.574758604279881,shared,0.00318601573527808,0.625217535179941,Pericytes
Cp,F1_Aged,6.1052604424803205e-9,0.74896978021978,shared,0.0110637236756853,0.723634453781513,Pericytes
D830005E20Rik,F1_Aged,2.40416293415331e-5,0.412329647994302,shared,0.0253662220352856,0.450583131043102,Pericytes
D830032E09Rik,F1_Aged,4.03511505459676e-22,0.959071729957806,shared,3.88282527194982e-20,0.95906432748538,Pericytes
Dip2c,F1_Aged,0.00609655910954595,0.570792061046298,shared,7.92314725863958e-5,0.671129142369744,Pericytes
Efna5,F1_Aged,2.4689428984892304e-9,0.26720471460928,shared,3.36959826864662e-8,0.306217636527009,Pericytes
Errfi1,F1_Aged,3.78624212785016e-5,0.606518984915569,shared,9.6048773144619e-4,0.618800533549409,Pericytes
Fhl2,F1_Aged,0.0341407593333546,0.565734470022782,shared,1.39550400090845e-6,0.566323423673706,Pericytes
Fhod3,F1_Aged,5.34381963781568e-9,0.623727065272147,shared,4.513075312125e-4,0.604744792247275,Pericytes
Fmn1,F1_Aged,1.12669302747024e-27,0.0246835443037975,shared,6.234436331305679e-16,0.0460526315789474,Pericytes
Galnt18,F1_Aged,0.00333742214391922,0.330102040816327,shared,5.3312399408031e-4,0.271900161030596,Pericytes
Gfod1,F1_Aged,0.0817390238302431,0.684180790960452,shared,0.00384696156403341,0.730842911877395,Pericytes
Gm12295,F1_Aged,1.14685619081081e-5,0.760646014678273,shared,3.91878098764708e-7,0.821904761904762,Pericytes
Gm13481,F1_Aged,2.08149346599015e-38,0.979717813051146,shared,1.76424095277075e-27,0.996825396825397,Pericytes
Gm24474,F1_Aged,8.8626036852737e-11,0.919583333333333,shared,9.67678519640912e-22,0.976608187134503,Pericytes
Gm26862,F1_Aged,0.0583944459698721,0.332798573975045,shared,4.2616116371588e-4,0.31219474969475,Pericytes
Gm30382,F1_Aged,3.6384328587095e-4,0.832818930041152,shared,0.0299337910111547,0.723049645390071,Pericytes
Gm35330,F1_Aged,4.97205638591831e-10,0.750199958771387,shared,2.1058435281128e-4,0.707126718310929,Pericytes
Gm35546,F1_Aged,5.8358297395711e-4,0.844202898550725,shared,0.0253033706175706,0.735260770975057,Pericytes
Gm40124,F1_Aged,1.07862870016552e-7,0.111290322580645,shared,2.76622382518586e-7,0.162121212121212,Pericytes
Gm56646,F1_Aged,3.84326741886771e-10,0.933333333333333,shared,7.959562867330839e-20,0.974137931034483,Pericytes
Gm56730,F1_Aged,4.98900768890965e-64,0.988888888888889,shared,3.6716992077889897e-42,0.983606557377049,Pericytes
Gm57283,F1_Aged,0.00686810892178665,0.7953216374269,shared,6.90570005153023e-6,0.792307692307692,Pericytes
Gm8189,F1_Aged,3.50831170352279e-10,0.908653846153846,shared,3.52658646544556e-5,0.871428571428571,Pericytes
Gramd1b,F1_Aged,0.0985676837198489,0.796448748991122,shared,0.0074467066120481,0.80982905982906,Pericytes
Grb10,F1_Aged,0.0416265777674566,0.638700738916256,shared,1.0352162302120599e-22,0.120934959349593,Pericytes
Grm1,F1_Aged,3.81492654070093e-181,0.99553080214943,shared,1.35035007402534e-160,0.995908060193774,Pericytes
Hs2st1,F1_Aged,0.0501853924186069,0.311111111111111,shared,0.0483098220882759,0.293478260869565,Pericytes
Intu,F1_Aged,0.00470677646784779,0.741242937853107,shared,3.3839208259942e-7,0.797385620915033,Pericytes
Kcnd2,F1_Aged,7.3868758342938e-4,0.654836563689969,shared,0.00935911050386734,0.6520799582002,Pericytes
Kcnq1ot1,F1_Aged,0.0137907533747943,0.31580459770115,shared,3.26623159864442e-7,0.780043859649123,Pericytes
Kcnq5,F1_Aged,2.1396542946624e-13,0.0402116402116402,shared,9.67678519640912e-22,0.0174418604651163,Pericytes
Kif16b,F1_Aged,0.028966535470557,0.646738095238095,shared,0.0706688247608353,0.646888888888889,Pericytes
Lama2,F1_Aged,2.03430293068788e-20,0.347593139298619,shared,1.5873063976146302e-9,0.386272436105266,Pericytes
Lyrm4,F1_Aged,3.21005485154275e-5,0.156862745098039,shared,0.00100926898026524,0.178861788617886,Pericytes
Magi1,F1_Aged,0.00404395872971145,0.359305635132841,shared,6.89004877784422e-7,0.296178116055165,Pericytes
Malat1,F1_Aged,7.8579415720564e-4,0.475425230263798,shared,3.46474126102421e-7,0.478643309954295,Pericytes
Man1a,F1_Aged,0.00679416203436753,0.350968964774143,shared,9.7183456729375e-4,0.358108396457911,Pericytes
Man2a1,F1_Aged,1.99893867747209e-6,0.719065934065934,shared,0.00775422369919518,0.62403322440087206,Pericytes
Mbnl1,F1_Aged,0.0206908118203445,0.326058201058201,shared,0.0286125071627336,0.256127450980392,Pericytes
Mdga2,F1_Aged,9.72889593626929e-10,0.688107078107078,shared,1.42366818479612e-5,0.720718991153774,Pericytes
Mgat5,F1_Aged,0.0940404301132709,0.321603174603175,shared,0.00283202837919846,0.286240310077519,Pericytes
Myh6,F1_Aged,2.3911990607272e-4,0.550041583287122,shared,9.27158308221409e-5,0.559489278949776,Pericytes
Myl2,F1_Aged,0.0378601415123446,0.638552369746227,shared,0.0515735348634366,0.610471717824659,Pericytes
Myo5c,F1_Aged,0.0967570351895033,0.254166666666667,shared,0.0508519687881294,0.2125,Pericytes
Myzap,F1_Aged,0.00302017443074698,0.383817631330607,shared,0.00230052670799685,0.396885408288917,Pericytes
Nbea,F1_Aged,0.0139074595665036,0.360069444444444,shared,0.0939140534055,0.382797082797083,Pericytes
Nrxn1,F1_Aged,4.540969883237219e-118,0.959237012987013,shared,3.88254333529629e-16,0.901574074074074,Pericytes
Nudt4,F1_Aged,0.0460118314107005,0.285714285714286,shared,0.0344263501409269,0.270769230769231,Pericytes
Opcml,F1_Aged,2.07483819638239e-32,0.930985915492958,shared,7.85808453198978e-6,0.856481481481482,Pericytes
Or5m3b,F1_Aged,2.10570689999413e-56,1,shared,2.22357132356559e-26,1,Pericytes
Pcdh7,F1_Aged,0.0817390238302431,0.552937325470092,shared,0.0287341093879151,0.568670396978675,Pericytes
Pde7b,F1_Aged,6.55939352083235e-25,0.208045242579141,shared,1.0766428588429702e-15,0.258754312701681,Pericytes
Pdlim3,F1_Aged,2.81145665794607e-6,0.216228070175439,shared,0.00253243718705593,0.278606965174129,Pericytes
Pfkfb2,F1_Aged,0.0155407463049264,0.303159192479581,shared,7.5022459922321e-12,0.216871215840288,Pericytes
Pitpnc1,F1_Aged,1.32966647373125e-8,0.306206232492997,shared,0.0455494477853963,0.365269517605966,Pericytes
Plcl1,F1_Aged,0.048471180604821,0.451231023400628,shared,0.00851637276080613,0.416965694369656,Pericytes
Pln,F1_Aged,0.00195837416003575,0.591212722020577,shared,0.00307035585566376,0.60686532356314,Pericytes
