gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
Tacc2,0.596514225750976,0.00400415349047147,0.652841818375799,0.023456763705207,above,above,consistent_above
Thsd7a,0.151714489214489,1.72338266197919e-14,0.193704351204351,6.11202948790854e-7,below,below,consistent_below
Tmem144,0.986842105263158,1.1683037087770902e-9,0.85,9.7183456729375e-4,above,above,consistent_above
Tnfaip8,0.640909090909091,0.0460118314107005,0.738970370463506,3.90638893210179e-8,above,above,consistent_above
Tnnt2,0.61625414391907,3.4284813437782e-4,0.609397711564894,8.394516168594e-4,above,above,consistent_above
Tshz2,0.695133819951338,7.99564758091074e-5,0.684268707482993,0.00283202837919846,above,above,consistent_above
Tsnax,0.72463768115942,0.01012738970728,0.738759689922481,0.0284944486895771,above,above,consistent_above
Urgcp,0.644230769230769,0.0737577716735102,0.70771144278607,0.0882674361016535,above,above,consistent_above
Vti1a,0.622478440194976,0.0967570351895033,0.63791030975497,0.0220985938669315,above,above,consistent_above
Zeb1,0.711292388593002,1.32966647373125e-8,0.690696649029982,3.5602676063215e-4,above,above,consistent_above
Zfp968-ps,0.076923076923077,1.31862010393423e-6,0.0576923076923077,2.24051741865093e-8,below,below,consistent_below
