"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.515384615384615,65,0.0324214776923775,3.39656359477641,1,1
"2210408F21Rik",0.422364672364672,117,-0.52083216330144,3.16428012877705,1,1
"2610037D02Rik",0.373711340206186,97,-0.851901361010866,1.38341424392722,1,1
"2610203C22Rik",0.650537634408602,93,1.05889368905357,1.45188597978415,1,1
"2610307P16Rik",0.438888888888889,30,-0.347923303420306,-5.37639948763972,0,0
"4632427E13Rik",0.412186379928315,93,-0.34577483684173,0.895871853660537,1,1
"4732440D04Rik",0.270833333333333,72,-1.37851162325373,2.35153688639967,1,1
"4732471J01Rik",0.583333333333333,114,0.385653692497749,2.43435780738969,1,1
"4933406I18Rik",0.425818452380952,224,-0.555962628998604,42.3792506195711,1,1
"5031425E22Rik",0.580490196078431,170,0.381870635343645,6.88653179104466,1,1
"5033421B08Rik",0.485401459854015,137,-0.0327899351176693,3.27447693646667,1,1
"9530026P05Rik",0.435828877005348,51,-0.214124805352848,-13.1699567530522,0,0
"AW554918",0.515447154471545,123,0.0531113364595623,3.37190915554191,1,1
"Aak1",0.465151515151515,110,-0.154328146391294,1.03691364022212,1,1
"Abca1",0.497411199322027,471,-0.0566801945891172,9.93403872701094,1,1
"Abca6",0.601063829787234,47,0.748461233004035,2.15783452453913,1,1
"Abca8a",0.722514005602241,34,1.08246216019197,-10.3894108817734,0,0
"Abca9",0.558037358589845,362,0.165832246808429,-41.5469161815863,0,0
"Abcb1b",0.903030303030303,55,3.14684138832927,-2.71841269289,0,0
"Abcc1",0.504651162790698,129,0.0356239097307216,3.96166314205644,1,1
"Abcc5",0.453074433656958,103,-0.349942471056959,1.37032569696552,1,1
"Abhd12",0.533068783068783,126,0.246914740470517,2.46790035762407,1,1
"Abi1",0.56562860438293,289,0.336141954107063,39.8430691789275,1,1
"Abl2",0.48375,160,0.0381351288867711,8.08819123367138,1,1
"Ablim1",0.508569538926682,84,-0.100693999619473,-25.4854831056399,0,0
"Ablim3",0.506565656565657,33,0.0489096004809468,-9.20843376056249,0,0
"Abr",0.632183908045977,145,0.94251450533924,3.70120827619198,1,1
"Abtb2",0.385934744268078,54,-0.53051471669878,-4.90382034192311,0,0
"Acaca",0.448275862068966,58,-0.534336427651189,1.86118203692587,1,1
"Acap2",0.565972222222222,144,0.415037499278844,3.48388881871693,1,1
"Acbd3",0.69047619047619,63,1.20435849850619,3.85366291173868,1,1
"Acer3",0.512778782399036,237,0.0784266469568164,72.5331475602367,1,1
"Acss1",0.677083333333333,48,1.32192809488736,1.23720120981213,0.99,1
"Actr2",0.496781115879828,233,0.0554951125917036,37.9959687576728,1,1
"Actr3",0.484263233190272,233,-0.0606627819066241,-23.0445669967221,0,0
"Acvr1",0.545833333333333,80,0.355094958822562,2.6258832988932,1,1
"Acvr2a",0.490909090909091,110,-0.0395283641866375,2.19798151714829,1,1
"Acyp2",0.350213675213675,78,-1.23349013021978,1.30410728000658,1,1
"Adam10",0.404320987654321,108,-0.496425826119499,2.87962144652096,1,1
"Adam17",0.399206349206349,105,-0.602664502454615,1.83715938659819,1,1
"Adam19",0.568663194444444,192,0.466085104869236,16.2955531325002,1,1
"Adam22",0.306034482758621,116,-0.881355503501381,0.908396282107745,1,1
"Adam9",0.42572706935123,149,-0.42349907802704,4.52374179355323,1,1
"Adamts6",0.686274509803922,34,1.18057224564182,2.01478253407281,0.99,1
"Adamts9",0.439102564102564,26,-0.125530882083859,-5.18639838487648,0,0
"Adap2",0.576352530541012,191,0.543935232461101,11.2353848054496,1,1
"Adarb1",0.25,50,-1.27563444261343,1.14895098911347,0.99,1
"Adcy7",0.531152647975078,107,0.250543461650597,1.81714713807959,1,1
"Adcy9",0.526006235827664,168,0.165423609207372,8.94417954652164,1,1
"Add1",0.48943661971831,71,-0.0324214776923775,2.91220465306678,1,1
"Adgre1",0.531818181818182,275,0.132450296023649,-44.8475546070883,0,0
"Adgrf5",0.628205128205128,39,0.796466605914868,9.24830888813996,1,1
"Adgrg6",0.471350826044704,245,-0.0145728010872728,84.8676327960438,1,1
"Adgrl2",0.653486394557823,56,0.556393348524386,4.58748241078369,1,1
"Adgrl4",0.554583333333333,40,0.304854581528422,3.84571992856552,1,1
"Adipor2",0.583333333333333,62,0.357552004618084,5.19744413824067,1,1
"Adk",0.245567375886525,188,-1.37056287013824,8.80029302086373,1,1
"Aebp2",0.405797101449275,69,-0.554588851677638,2.74817718573057,1,1
"Afap1l1",0.667910447761194,67,0.68965987938785,1.27180043006504,1,1
"Aff1",0.4822,250,-0.115477217419936,-19.0287904371405,0,0
"Aff3",0.443478260869565,46,0.0703893278913981,-7.54268934820161,0,0
"Aff4",0.364583333333333,80,-0.84799690655495,2.62650433947084,1,1
"Afg2a",0.494791666666667,96,0,1.91794016915676,1,1
"Aftph",0.418843537414966,245,-0.44305187544844,61.3238339771918,1,1
"Agap1",0.414102564102564,195,-0.398549376490275,14.3454894560275,1,1
"Agfg1",0.52212962962963,180,0.0310268956206246,22.0582481782182,1,1
"Agmo",0.572911622276029,236,0.441435189343451,87.2038489616377,1,1
