"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.649470899470899,36,0.700439718141092,20.1064575819833,1,1
"5031425E22Rik",0.613333333333333,25,1.22239242133645,7.88039509251717,1,1
"9530026P05Rik",0.530148423005566,28,0,-4.91406736931442,0,0
"AW554918",0.546875,32,0.473931188332412,8.12208297167035,1,1
"Abca1",0.401515151515151,33,-0.343954401217362,-7.8086359046009,0,0
"Abca8a",0.688746438746439,21,1.5405683813627,-0.565115583853441,0.08,0.144
"Abhd17b",0.568181818181818,33,0.695145418471579,-2.27880710166,0,0
"Abi1",0.519503546099291,47,0.292781749227846,-0.332181724158474,0,0
"Abi3bp",0.532490014693405,59,0.13897641314881,1.35005388608327,0.67,1
"Ablim1",0.385507246376812,23,-0.561878887608115,-2.41479240675623,0,0
"Acyp2",0.421320346320346,22,-0.520832163301441,-6.89478983691545,0,0
"Adam12",0.736111111111111,24,1.04730571477836,-0.817638976142483,0,0
"Adamtsl1",0.576798941798942,45,0,0.834059740411725,0.23,0.410031948881789
"Adgrf5",0.480392156862745,34,-0.273018494406416,-2.7789424592027,0,0
"Agap1",0.475609756097561,41,0.215728691055437,-0.425709342629609,0,0
"Agfg1",0.523529411764706,34,0.308122295362332,14.5510434639903,1,1
"Ago3",0.41260162601626,41,-0.604071323668861,20.3386225359945,1,1
"Ahnak",0.479166666666667,40,-0.289506617194985,-3.42385129125024,0,0
"Airn",0.867149758454106,46,2.42449782852791,-1.06442572732299,0,0
"Akap13",0.487172011661808,49,0,0.696510296313171,1,1
"Akt3",0.387619047619048,40,-0.660513533728333,-1.93764173285635,0,0
"Ambra1",0.5,33,-0.263034405833793,8.23429866232109,1,1
"Ank2",0.516666666666667,20,-0.263034405833793,-5.99934194300331,0,0
"Ankrd11",0.578828828828829,37,0.459431618637298,-4.68670532888632,0,0
"Ankrd17",0.472101449275362,46,-0.162271428898877,-0.359650592548142,0,0
"Ano6",0.435023041474654,31,0.041820175694627,-4.69997026352849,0,0
"Anxa2",0.589080459770115,29,0.476438043942987,-4.38719299018348,0,0
"Aopep",0.385206290308331,49,-0.769387071858584,-1.06829899239958,0.01,0.0186
"Ap3b1",0.520833333333333,32,0.432959407276106,8.67800422832109,1,1
"Apaf1",0.560606060606061,33,0.415037499278844,17.6100309320354,1,1
