gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
0610043K17Rik,0.641141141141141,0.0727447833861332,0.652777777777778,0.0909906098960974,above,above,consistent_above
2610035D17Rik,0.650713557594292,0.0012738689495343,0.624034334763949,0.017589344422496,above,above,consistent_above
4732440D04Rik,0.31147342995169103,1.28051526105598e-16,0.327134646962233,2.53250950701942e-9,below,below,consistent_below
4833420G17Rik,0.675595238095238,7.4714629413706e-4,0.764462809917355,5.59667088041472e-6,above,above,consistent_above
4930578G10Rik,0.797585886722377,8.703866211270769e-26,0.770422535211268,3.53943095573003e-13,above,above,consistent_above
4933406I18Rik,0.314634146341463,1.12966451923339e-5,0.274193548387097,5.9876982985774e-4,below,below,consistent_below
5031425E22Rik,0.591091414668057,0.0019783451756022,0.593967721316715,0.00197558008736282,above,above,consistent_above
6820431F20Rik,0.725529100529101,3.64002205089644e-8,0.718660968660969,1.54049993685846e-5,above,above,consistent_above
9330159M07Rik,0.231404958677686,6.532928087108311e-9,0.159420289855072,2.44654046869815e-6,below,below,consistent_below
9530026P05Rik,0.45338024691358,0.0160324528320741,0.449550975505714,0.0114431478737328,below,below,consistent_below
A930015D03Rik,0.619957537154989,0.0410481360919762,0.745098039215686,1.3201616212585e-4,above,above,consistent_above
Abca6,0.555132262861855,0.0805609206960717,0.547222648979396,0.0913563923159188,above,above,consistent_above
Abca8a,0.627404731690056,1.4334606176386699e-36,0.652367574169281,4.21399716477896e-69,above,above,consistent_above
Abce1,0.590243902439024,0.0901868605033536,0.597389558232932,0.0723937834850336,above,above,consistent_above
Abi1,0.721289560020388,2.00849557167685e-39,0.659912901800554,4.91685323850054e-5,above,above,consistent_above
Abi3bp,0.660062471670969,2.56631325206985e-10,0.680959965608922,1.3777017813638e-9,above,above,consistent_above
Ablim1,0.411854116864896,1.40157347187596e-8,0.411196530475231,1.7826949709572e-4,below,below,consistent_below
Acss3,0.363310580204778,9.46975489059168e-8,0.31093023255814,1.45027655144868e-5,below,below,consistent_below
Acyp2,0.403449206349206,2.76870048077465e-6,0.381996302308802,6.49079504917879e-5,below,below,consistent_below
Adamts12,0.360757377337688,2.9329343898298004e-10,0.305787456235663,3.24805440345895e-12,below,below,consistent_below
Adamts5,0.619456898308539,1.61738977889021e-5,0.591843780826832,0.00143099083844669,above,above,consistent_above
Adamtsl3,0.436655719759168,0.00776260308566074,0.433492247423445,0.00429888164640616,below,below,consistent_below
Adarb1,0.451486624303758,0.0350264327494416,0.435441159007244,0.0388935276707453,below,below,consistent_below
Adgrd1,0.367350144789837,2.35770165204282e-6,0.403177457257768,0.00770288613042099,below,below,consistent_below
Adk,0.444831842024067,0.0259470073960586,0.406557801969933,2.35808853983441e-5,below,below,consistent_below
Aebp1,0.625382262996942,0.0213005130536394,0.63653483992467,0.00568362378244642,above,above,consistent_above
Aebp2,0.422187171398528,0.00103764184183453,0.421532846715328,0.017589344422496,below,below,consistent_below
Aff3,0.36370523415978,1.04693781141763e-5,0.411904761904762,0.0958767927572159,below,below,consistent_below
Agap1,0.404025017028918,4.640619449023451e-9,0.409724888035829,9.5422711745993e-4,below,below,consistent_below
Agbl3,0.307692307692308,0.00213966979481069,0.301980198019802,0.00134430295858795,below,below,consistent_below
Agmo,0.773962201865148,2.19725995092018e-30,0.670456754130224,2.20346776502472e-8,above,above,consistent_above
Aida,0.60880829015544,0.0258090900595955,0.652125279642058,0.00423627721035544,above,above,consistent_above
Airn,0.205539751960067,3.3594305570093995e-170,0.941624909482052,0,below,above,discordant
Alcam,0.248148148148148,4.10943095374329e-8,0.267432950191571,0.00131203893161564,below,below,consistent_below
Aldh1a1,0.661486696506279,1.55549792641596e-14,0.621077445693568,6.49079504917879e-5,above,above,consistent_above
Aldh1a2,0.319904761904762,7.6933307458805e-4,0.334369184455391,9.2211633453276e-7,below,below,consistent_below
Angel2,0.38863976083707,0.00561082737439301,0.323293172690763,0.00134430295858795,below,below,consistent_below
Ankrd6,0.322033898305085,1.80464240206859e-5,0.274436090225564,3.11935773635857e-5,below,below,consistent_below
Anxa1,0.638662131519274,0.00682433489588846,0.60873440285205,0.0590213375390036,above,above,consistent_above
Aox1,0.709797657082002,2.95990625086711e-8,0.705645161290323,2.1781178202896e-4,above,above,consistent_above
Aox3,0.21429539295393,1.72814238964461e-13,0.198971783835485,2.67922357664755e-5,below,below,consistent_below
Apbb1ip,0.431315859677204,0.0163827283871497,0.440018315018315,0.0648071889651462,below,below,consistent_below
Apoe,0.364755424480475,1.40257671649793e-8,0.339633375474083,2.02851007785522e-6,below,below,consistent_below
Arfgap1,0.639408099688474,0.00755641933481867,0.635483870967742,0.00822672433775472,above,above,consistent_above
Arhgap24,0.538236642984118,0.0241343446010687,0.540914344079793,0.00500103302560362,above,above,consistent_above
Arl15,0.439354586319747,9.52743762875846e-8,0.463233342902752,0.0315651398627343,below,below,consistent_below
Aspa,0.977477477477477,7.429377113564409e-62,0.987654320987654,1.27049686169144e-27,above,above,consistent_above
Atad2,0.339413447782547,1.6245040055346e-5,0.341503267973856,1.1217723011328e-4,below,below,consistent_below
Atp5f1c,0.449367088607595,0.0429730219061081,0.391472868217054,0.0629289443591947,below,below,consistent_below
Axl,0.408596434007393,6.92675750422509e-10,0.415225877585077,0.00100670069351653,below,below,consistent_below
B230216N24Rik,0.635683760683761,0.00197252526020134,0.595238095238095,0.0798747577026867,above,above,consistent_above
B3galt1,0.426499466816079,1.68711472737378e-6,0.42332812646344,3.0765104837276e-4,below,below,consistent_below
Bckdhb,0.615967365967366,0.00132269130996759,0.597222222222222,0.0782930329603499,above,above,consistent_above
Bend6,0.199115044247788,1.2191186975085501e-14,0.141791044776119,8.747254121579641e-15,below,below,consistent_below
Bmp4,0.405535499398315,0.0291732038599696,0.375932835820896,5.2540253662375e-4,below,below,consistent_below
Bmper,0.392061001527529,2.5327001440449702e-9,0.407581751054852,9.2319286393859e-4,below,below,consistent_below
Bnc2,0.398407477797722,2.1353729850979697e-11,0.383489898433507,2.69247309076544e-9,below,below,consistent_below
Btaf1,0.3700608869502,1.00090306879569e-8,0.345206093189964,3.94544306382212e-6,below,below,consistent_below
Btg2,0.406126375514131,0.0343593620953208,0.379903503251521,0.0112597490256122,below,below,consistent_below
C330020E22Rik,0.38100282485875703,0.00108765057975358,0.41671875,0.0536709546458445,below,below,consistent_below
Cables1,0.386415525114155,0.00168381911410467,0.419290780141844,0.0428122060179034,below,below,consistent_below
Cacna1c,0.599945446430777,0.00111878932233872,0.625474950396825,2.16817040799736e-5,above,above,consistent_above
Cacnb4,0.360097323600973,0.00580651402676737,0.300420168067227,2.3940745914488e-4,below,below,consistent_below
Camk1d,0.611972700883207,2.81809517559478e-5,0.622852042472296,3.14739064781566e-5,above,above,consistent_above
Camk2d,0.590014016744327,6.37565370071675e-5,0.587820512820513,0.0123415430704984,above,above,consistent_above
Camkmt,0.443186610437533,0.0286820174184551,0.432971014492754,0.0973620602289039,below,below,consistent_below
Car8,0.654716117216117,0.0549641421054142,0.641975308641975,0.083380910207033,above,above,consistent_above
Carmil1,0.367776355100299,2.12357495424082e-10,0.410955056179775,2.6492616631181e-4,below,below,consistent_below
