gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
0610043K17Rik,F1_Aged,0.0727447833861332,0.641141141141141,shared,0.0909906098960974,0.652777777777778,Fibroblast
2610035D17Rik,F1_Aged,0.0012738689495343,0.650713557594292,shared,0.017589344422496,0.624034334763949,Fibroblast
4732440D04Rik,F1_Aged,1.28051526105598e-16,0.31147342995169103,shared,2.53250950701942e-9,0.327134646962233,Fibroblast
4833420G17Rik,F1_Aged,7.4714629413706e-4,0.675595238095238,shared,5.59667088041472e-6,0.764462809917355,Fibroblast
4930578G10Rik,F1_Aged,8.703866211270769e-26,0.797585886722377,shared,3.53943095573003e-13,0.770422535211268,Fibroblast
4933406I18Rik,F1_Aged,1.12966451923339e-5,0.314634146341463,shared,5.9876982985774e-4,0.274193548387097,Fibroblast
5031425E22Rik,F1_Aged,0.0019783451756022,0.591091414668057,shared,0.00197558008736282,0.593967721316715,Fibroblast
6820431F20Rik,F1_Aged,3.64002205089644e-8,0.725529100529101,shared,1.54049993685846e-5,0.718660968660969,Fibroblast
9330159M07Rik,F1_Aged,6.532928087108311e-9,0.231404958677686,shared,2.44654046869815e-6,0.159420289855072,Fibroblast
9530026P05Rik,F1_Aged,0.0160324528320741,0.45338024691358,shared,0.0114431478737328,0.449550975505714,Fibroblast
A930015D03Rik,F1_Aged,0.0410481360919762,0.619957537154989,shared,1.3201616212585e-4,0.745098039215686,Fibroblast
Abca6,F1_Aged,0.0805609206960717,0.555132262861855,shared,0.0913563923159188,0.547222648979396,Fibroblast
Abca8a,F1_Aged,1.4334606176386699e-36,0.627404731690056,shared,4.21399716477896e-69,0.652367574169281,Fibroblast
Abce1,F1_Aged,0.0901868605033536,0.590243902439024,shared,0.0723937834850336,0.597389558232932,Fibroblast
Abi1,F1_Aged,2.00849557167685e-39,0.721289560020388,shared,4.91685323850054e-5,0.659912901800554,Fibroblast
Abi3bp,F1_Aged,2.56631325206985e-10,0.660062471670969,shared,1.3777017813638e-9,0.680959965608922,Fibroblast
Ablim1,F1_Aged,1.40157347187596e-8,0.411854116864896,shared,1.7826949709572e-4,0.411196530475231,Fibroblast
Acss3,F1_Aged,9.46975489059168e-8,0.363310580204778,shared,1.45027655144868e-5,0.31093023255814,Fibroblast
Acyp2,F1_Aged,2.76870048077465e-6,0.403449206349206,shared,6.49079504917879e-5,0.381996302308802,Fibroblast
Adamts12,F1_Aged,2.9329343898298004e-10,0.360757377337688,shared,3.24805440345895e-12,0.305787456235663,Fibroblast
Adamts5,F1_Aged,1.61738977889021e-5,0.619456898308539,shared,0.00143099083844669,0.591843780826832,Fibroblast
Adamtsl3,F1_Aged,0.00776260308566074,0.436655719759168,shared,0.00429888164640616,0.433492247423445,Fibroblast
Adarb1,F1_Aged,0.0350264327494416,0.451486624303758,shared,0.0388935276707453,0.435441159007244,Fibroblast
Adgrd1,F1_Aged,2.35770165204282e-6,0.367350144789837,shared,0.00770288613042099,0.403177457257768,Fibroblast
Adk,F1_Aged,0.0259470073960586,0.444831842024067,shared,2.35808853983441e-5,0.406557801969933,Fibroblast
Aebp1,F1_Aged,0.0213005130536394,0.625382262996942,shared,0.00568362378244642,0.63653483992467,Fibroblast
Aebp2,F1_Aged,0.00103764184183453,0.422187171398528,shared,0.017589344422496,0.421532846715328,Fibroblast
Aff3,F1_Aged,1.04693781141763e-5,0.36370523415978,shared,0.0958767927572159,0.411904761904762,Fibroblast
Agap1,F1_Aged,4.640619449023451e-9,0.404025017028918,shared,9.5422711745993e-4,0.409724888035829,Fibroblast
Agbl3,F1_Aged,0.00213966979481069,0.307692307692308,shared,0.00134430295858795,0.301980198019802,Fibroblast
Agmo,F1_Aged,2.19725995092018e-30,0.773962201865148,shared,2.20346776502472e-8,0.670456754130224,Fibroblast
Aida,F1_Aged,0.0258090900595955,0.60880829015544,shared,0.00423627721035544,0.652125279642058,Fibroblast
Airn,F1_Aged,3.3594305570093995e-170,0.205539751960067,shared,0,0.941624909482052,Fibroblast
Alcam,F1_Aged,4.10943095374329e-8,0.248148148148148,shared,0.00131203893161564,0.267432950191571,Fibroblast
Aldh1a1,F1_Aged,1.55549792641596e-14,0.661486696506279,shared,6.49079504917879e-5,0.621077445693568,Fibroblast
Aldh1a2,F1_Aged,7.6933307458805e-4,0.319904761904762,shared,9.2211633453276e-7,0.334369184455391,Fibroblast
Angel2,F1_Aged,0.00561082737439301,0.38863976083707,shared,0.00134430295858795,0.323293172690763,Fibroblast
Ankrd6,F1_Aged,1.80464240206859e-5,0.322033898305085,shared,3.11935773635857e-5,0.274436090225564,Fibroblast
Anxa1,F1_Aged,0.00682433489588846,0.638662131519274,shared,0.0590213375390036,0.60873440285205,Fibroblast
Aox1,F1_Aged,2.95990625086711e-8,0.709797657082002,shared,2.1781178202896e-4,0.705645161290323,Fibroblast
Aox3,F1_Aged,1.72814238964461e-13,0.21429539295393,shared,2.67922357664755e-5,0.198971783835485,Fibroblast
Apbb1ip,F1_Aged,0.0163827283871497,0.431315859677204,shared,0.0648071889651462,0.440018315018315,Fibroblast
Apoe,F1_Aged,1.40257671649793e-8,0.364755424480475,shared,2.02851007785522e-6,0.339633375474083,Fibroblast
Arfgap1,F1_Aged,0.00755641933481867,0.639408099688474,shared,0.00822672433775472,0.635483870967742,Fibroblast
Arhgap24,F1_Aged,0.0241343446010687,0.538236642984118,shared,0.00500103302560362,0.540914344079793,Fibroblast
Arl15,F1_Aged,9.52743762875846e-8,0.439354586319747,shared,0.0315651398627343,0.463233342902752,Fibroblast
Aspa,F1_Aged,7.429377113564409e-62,0.977477477477477,shared,1.27049686169144e-27,0.987654320987654,Fibroblast
Atad2,F1_Aged,1.6245040055346e-5,0.339413447782547,shared,1.1217723011328e-4,0.341503267973856,Fibroblast
Atp5f1c,F1_Aged,0.0429730219061081,0.449367088607595,shared,0.0629289443591947,0.391472868217054,Fibroblast
Axl,F1_Aged,6.92675750422509e-10,0.408596434007393,shared,0.00100670069351653,0.415225877585077,Fibroblast
B230216N24Rik,F1_Aged,0.00197252526020134,0.635683760683761,shared,0.0798747577026867,0.595238095238095,Fibroblast
B3galt1,F1_Aged,1.68711472737378e-6,0.426499466816079,shared,3.0765104837276e-4,0.42332812646344,Fibroblast
Bckdhb,F1_Aged,0.00132269130996759,0.615967365967366,shared,0.0782930329603499,0.597222222222222,Fibroblast
Bend6,F1_Aged,1.2191186975085501e-14,0.199115044247788,shared,8.747254121579641e-15,0.141791044776119,Fibroblast
Bmp4,F1_Aged,0.0291732038599696,0.405535499398315,shared,5.2540253662375e-4,0.375932835820896,Fibroblast
Bmper,F1_Aged,2.5327001440449702e-9,0.392061001527529,shared,9.2319286393859e-4,0.407581751054852,Fibroblast
Bnc2,F1_Aged,2.1353729850979697e-11,0.398407477797722,shared,2.69247309076544e-9,0.383489898433507,Fibroblast
Btaf1,F1_Aged,1.00090306879569e-8,0.3700608869502,shared,3.94544306382212e-6,0.345206093189964,Fibroblast
