celltype,condition,group_id,gene,HDR,log2FC,pval,padj,AR,N
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Map3k3,-38.34194408660821,-0.143257050980232,4.55046641514617e-39,2.03314839428731e-35,0.498110661268556,247
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Kat6a,-35.557237953434274,-0.116253068495848,2.7718009964988998e-36,6.19220342617853e-33,0.474800637958533,209
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Lncppara,-34.598260620180206,-0.121463512485668,2.5219668855982697e-35,3.75604934828435e-32,0.498662079510703,218
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Cplane1,-34.38966628675299,-0.298911442162391,4.07693430390276e-35,4.00117294830321e-32,0.438546603475513,211
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Ttc14,34.348955836204084,0.0329773224462728,4.4775883485935595e-35,4.00117294830321e-32,0.497797356828194,227
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Ccnt2,-33.74789743665656,-0.0969617298870877,1.7869095230546699e-34,1.3306519581680498e-31,0.475508905852417,262
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Trak1,33.63281441968696,0.0476180202327399,2.32908629731138e-34,1.48662251091246e-31,0.492471819645733,207
Fibroblast,F1_Aged,Fibroblast__F1_Aged,U2surp,-32.129306717452735,-0.420706249365536,7.42494571063759e-33,4.1468321793911e-30,0.440129449838188,206
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Wasl,-32.05996315542176,-0.212660883318674,8.7103748370501e-33,4.3242171968822e-30,0.454499437570304,254
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Pcbp2,30.911249018957655,0.14017765804826,1.2267356347788298e-31,5.48105481619183e-29,0.519847127042699,271
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Mpp7,30.844884771582098,2.712862729767,1.4292731275809598e-31,5.80544757639249e-29,0.737797970427841,308
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Rbm26,30.666366114239885,0.0207585601667972,2.1559261772844897e-31,8.02723180008926e-29,0.479046385393536,193
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Kdm5a,29.8885378656789,0.424687669312563,1.29259399598313e-30,4.1971752484312395e-28,0.570821854912764,242
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Tulp4,-29.881028025687346,-0.248346962506255,1.3151399614601e-30,4.1971752484312395e-28,0.461442786069652,268
Fibroblast,F1_Aged,Fibroblast__F1_Aged,Arhgef11,-28.926962287823788,-0.167599948496068,1.18314429018443e-29,3.52419245902935e-27,0.476409017713366,207
