"","AR","N","log2FC","llr_disp","pval_disp","padj_disp"
"1700025G04Rik",0.523456790123457,54,-0.0721497857558351,3.58761622883996,1,1
"2210408F21Rik",0.487878787878788,55,-0.0384741478146355,2.59146760092179,1,1
"2610307P16Rik",0.410967741935484,155,-0.512061953673709,-4.75232472872807,0,0
"2900026A02Rik",0.613095238095238,56,0.491853096329674,-10.3306590003909,0,0
"4632427E13Rik",0.434391534391534,63,-0.415037499278844,3.67428306586628,1,1
"5031425E22Rik",0.529220779220779,77,0,-14.7824408382073,0,0
"9530026P05Rik",0.468005148005148,185,-0.333830183943654,12.4433881761448,0.99,1
"AW554918",0.373563218390805,87,-0.880418384247328,-9.88416938002352,0,0
"Aak1",0.440350877192982,95,-0.362570079384708,14.9879344059191,1,1
"Abca1",0.441840277777778,96,-0.084888897586513,18.5947328814961,1,1
"Abca8a",0.636210086210086,39,0.852442811586142,-12.3584626717573,0,0
"Abca8b",0.653601953601954,26,0.641546029087524,-9.50578033764441,0,0
"Abcc5",0.393459915611814,79,-0.584962500721156,6.08685115062356,1,1
"Abhd17b",0.46969696969697,44,-0.222392421336448,1.8931536366654,1,1
"Abi1",0.733879138180758,156,1.6154645891185,-14.8433189538184,0,0
"Abi3bp",0.467372134038801,27,-0.632268215499513,2.37503362910796,1,1
"Ablim1",0.414777162727982,244,-0.312080308931015,-2.41361565273525,0,0
"Ablim3",0.563063063063063,37,0.695145418471579,1.92438094210107,1,1
"Abtb2",0.618376928236083,71,0.817135942850189,5.51502970912844,1,1
"Acap2",0.561111111111111,60,0.160464672193246,1.60738024520661,1,1
"Acer2",0.577712165551839,184,0.375509135092207,4.036175651722,0.99,1
"Acer3",0.512121212121212,55,0.165059246270496,1.10668455045584,1,1
"Ackr3",0.508421052631579,95,0.174497731232136,23.1688789473668,1,1
"Actn1",0.680268199233717,87,0.885541275415085,-19.2300431885518,0,0
"Actn4",0.5,65,0.074000581443777,2.56028365532224,1,1
"Actr2",0.455128205128205,52,-0.478047296804645,2.38238689217249,1,1
"Actr3",0.491496598639456,49,-0.0780025120012731,5.23495453731235,1,1
"Acvr1",0.59969696969697,110,0.485426827170242,-20.3202729871639,0,0
"Acyp2",0.425742574257426,101,-0.349149563622386,6.7252656923304,1,1
