gene,condition
1700025G04Rik,F1_Aged
Acadl,F1_Aged
Acat1,F1_Aged
Adprhl1,F1_Aged
Agap1,F1_Aged
Ankrd44,F1_Aged
Arfgef2,F1_Aged
Arid2,F1_Aged
Armh3,F1_Aged
Asb14,F1_Aged
Asb2,F1_Aged
Atad2b,F1_Aged
Ate1,F1_Aged
Atp6v0a1,F1_Aged
Atrnl1,F1_Aged
Baz1b,F1_Aged
Btbd7,F1_Aged
Bzw2,F1_Aged
Casq2,F1_Aged
Cdh2,F1_Aged
Cep85l,F1_Aged
Cert1,F1_Aged
Chpt1,F1_Aged
Cipc,F1_Aged
Cs,F1_Aged
Dab2,F1_Aged
Ddx5,F1_Aged
Dip2b,F1_Aged
Dnajc7,F1_Aged
Dock1,F1_Aged
Dock8,F1_Aged
Dtnbp1,F1_Aged
Elmo1,F1_Aged
Entpd1,F1_Aged
Fblim1,F1_Aged
Fbxl20,F1_Aged
Fbxw7,F1_Aged
Fchsd2,F1_Aged
Fgd4,F1_Aged
Fign,F1_Aged
Foxo3,F1_Aged
Fsd2,F1_Aged
Fubp1,F1_Aged
Fus,F1_Aged
Fxr1,F1_Aged
Fyb1,F1_Aged
Glul,F1_Aged
Gm36037,F1_Aged
Gm40124,F1_Aged
Gpatch2,F1_Aged
Herc4,F1_Aged
Hibadh,F1_Aged
Hmg20a,F1_Aged
Idh3b,F1_Aged
Kcnq5,F1_Aged
Kdm5a,F1_Aged
Kmt2c,F1_Aged
Larp4b,F1_Aged
Lgmn,F1_Aged
Lin52,F1_Aged
Maml3,F1_Aged
Map2k4,F1_Aged
Mapt,F1_Aged
Mast4,F1_Aged
Me3,F1_Aged
Med13,F1_Aged
Mef2c,F1_Aged
Mhrt,F1_Aged
Miga2,F1_Aged
Myh6,F1_Aged
Myom2,F1_Aged
Ndfip1,F1_Aged
Nek7,F1_Aged
Nf1,F1_Aged
P4ha1,F1_Aged
Parp8,F1_Aged
Pdzrn4,F1_Aged
Pkia,F1_Aged
Pkig,F1_Aged
Ppfia1,F1_Aged
Ppip5k1,F1_Aged
Ppp3cb,F1_Aged
Pptc7,F1_Aged
Rab7,F1_Aged
Rasa1,F1_Aged
Rb1,F1_Aged
Rbpms,F1_Aged
Resf1,F1_Aged
Retreg1,F1_Aged
Rgl1,F1_Aged
Rsrc2,F1_Aged
Ryr2,F1_Aged
Sash1,F1_Aged
Scaf8,F1_Aged
Scaper,F1_Aged
Sdha,F1_Aged
Septin7,F1_Aged
Serinc3,F1_Aged
Sgk3,F1_Aged
Sh3pxd2a,F1_Aged
Shb,F1_Aged
Slc12a7,F1_Aged
Slc25a46,F1_Aged
Smap1,F1_Aged
Snx24,F1_Aged
Sppl3,F1_Aged
Srsf2,F1_Aged
Stag1,F1_Aged
Syk,F1_Aged
Syne1,F1_Aged
Synj2,F1_Aged
Taok1,F1_Aged
Tbx20,F1_Aged
Thsd7a,F1_Aged
Tnks,F1_Aged
Tpr,F1_Aged
Ttc14,F1_Aged
Ttn,F1_Aged
Ugp2,F1_Aged
Usp25,F1_Aged
Wdr26,F1_Aged
Wnk2,F1_Aged
Wwox,F1_Aged
Yipf7,F1_Aged
Zbtb16,F1_Aged
Zdhhc20,F1_Aged
Zeb1,F1_Aged
Zfc3h1,F1_Aged
Zfp644,F1_Aged
Zfp809,F1_Aged
Ambra1,F1_Young
Anks1,F1_Young
Ap2a2,F1_Young
Ap3b1,F1_Young
Atcayos,F1_Young
Atp9b,F1_Young
Btbd9,F1_Young
Cab39,F1_Young
Clip4,F1_Young
Cpeb2,F1_Young
Cradd,F1_Young
Cul3,F1_Young
Egln1,F1_Young
Fli1,F1_Young
Gm29237,F1_Young
Khdc4,F1_Young
Lhfpl6,F1_Young
Lpgat1,F1_Young
Mon2,F1_Young
Mpp7,F1_Young
Ms4a6c,F1_Young
Nlk,F1_Young
Noct,F1_Young
Nt5e,F1_Young
Palmd,F1_Young
Pals1,F1_Young
Phf14,F1_Young
Ppig,F1_Young
Prkca,F1_Young
Ror1,F1_Young
Smurf2,F1_Young
Sos2,F1_Young
Tgm2,F1_Young
Tnks2,F1_Young
Tns1,F1_Young
Wasf2,F1_Young
Zup1,F1_Young
