gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young,dir_Aged,dir_Young,consistency
4732440D04Rik,0.3357,1.9233051462758e-4,0.3517,0.0186943631334973,below,below,consistent_below
9330159M07Rik,0.109,1.50076658500443e-7,0.0412,2.0953540539470903e-9,below,below,consistent_below
Abi1,0.7158,2.4529541241664698e-11,0.6706,0.00375455460495907,above,above,consistent_above
Acyp2,0.4157,0.0462718966421192,0.4274,0.0910679670681347,below,below,consistent_below
Agmo,0.7606,1.6229060935256e-4,0.7488,0.00556186882653491,above,above,consistent_above
Airn,0.3354,6.6878583042944895e-12,0.7978,2.3081803111435398e-36,below,above,discordant
Aox1,0.6877,0.037044136076588,0.8491,1.8275804719818e-4,above,above,consistent_above
Art1,0.2636,6.6528586383718e-4,0.2606,0.00365873894204112,below,below,consistent_below
Atp8a1,0.701,8.8697150003398e-4,0.6981,0.0342048970697621,above,above,consistent_above
Btaf1,0.362,0.037044136076588,0.3081,0.0156032446995046,below,below,consistent_below
Cacna2d1,0.6649,3.14608304521225e-5,0.7202,3.9635185745641e-5,above,above,consistent_above
Cdh11,0.4102,0.0363658210532722,0.3517,3.42003180252557e-5,below,below,consistent_below
Clic4,0.3321,2.23647351329006e-10,0.3243,2.50701508836734e-8,below,below,consistent_below
Cmah,0.2081,9.46578387606321e-5,0.1797,1.2446016699096e-4,below,below,consistent_below
Cobll1,0.6102,0.0910000157159021,0.6324,0.00379981523060882,above,above,consistent_above
Cp,0.7288,2.01284843377751e-10,0.897,3.75802596683095e-20,above,above,consistent_above
Cradd,0.2968,9.903031965526e-4,0.3004,3.295961715553e-4,below,below,consistent_below
Cst3,0.7706,4.79029671881926e-8,0.7438,0.0079856338398089,above,above,consistent_above
Ctla2a,0.3058,1.996333105326e-4,0.3138,8.8932387763856e-4,below,below,consistent_below
Cytl1,0.8339,1.04611495486703e-5,0.7527,0.0126061807529192,above,above,consistent_above
D830005E20Rik,0.405,0.0160846602868391,0.4251,0.0917718587778541,below,below,consistent_below
D830032E09Rik,0.9669,1.4181602244370499e-11,0.9864,1.97480972079911e-12,above,above,consistent_above
Dcbld2,0.3126,4.7850090468358e-4,0.3386,0.00571470088925717,below,below,consistent_below
Dock9,0.4208,0.00175672871355411,0.4216,0.0468808595620943,below,below,consistent_below
Efna5,0.3495,2.38980251444e-5,0.3181,1.96801379063322e-6,below,below,consistent_below
Emcn,0.3705,2.5211264982478e-7,0.3917,0.006385309407363,below,below,consistent_below
Epm2a,0.3019,0.0306368967329739,0.2648,0.0674330521981099,below,below,consistent_below
Fam20a,0.2103,4.17875953878221e-9,0.1816,8.31658589074523e-11,below,below,consistent_below
Fgf1,0.6157,0.0951328346322635,0.6903,0.0905300729914256,above,above,consistent_above
Fhl2,0.5887,8.9417084166736e-4,0.5632,0.0394656670794892,above,above,consistent_above
Fhod3,0.6122,1.5916948850114e-4,0.6494,7.21520513706523e-6,above,above,consistent_above
Fmn1,0.0811,9.54846656133646e-8,0.0469,2.28099455158933e-8,below,below,consistent_below
Gm12216,0.228,1.096511787583e-4,0.1522,3.09471695617922e-7,below,below,consistent_below
Gm12295,0.7858,0.037044136076588,0.7564,0.00102098927361718,above,above,consistent_above
Gm13481,0.9885,3.8547246727886e-21,0.9526,3.07382802343416e-5,above,above,consistent_above
Gm24474,0.9186,7.0208715790995e-4,0.9364,5.27675994738947e-7,above,above,consistent_above
Gm30382,0.7296,0.0306368967329739,0.772,0.00995673928707497,above,above,consistent_above
Gm35330,0.8472,1.01438558821002e-12,0.7406,3.295961715553e-4,above,above,consistent_above
Grb10,0.6284,0.017772521497291,0.1798,1.30531891451095e-10,above,below,discordant
Greb1l,0.8017,3.2855450218199705e-9,0.8098,6.84573890297497e-5,above,above,consistent_above
Hdac9,0.7453,1.5096529758935602e-9,0.6499,0.00995673928707497,above,above,consistent_above
Itpr1,0.5684,0.0815016926151931,0.6033,0.0910679670681347,above,above,consistent_above
Itpr2,0.4127,0.0360113712902582,0.3801,0.0572870970948228,below,below,consistent_below
Kcnc2,0.9862,1.05652299093498e-57,0.9625,7.11537788152535e-21,above,above,consistent_above
Kcnd2,0.683,1.17907502548973e-5,0.6765,0.00556186882653491,above,above,consistent_above
Kcnn2,0.6571,0.0750626284228291,0.7208,0.00375455460495907,above,above,consistent_above
Kcnq1ot1,0.2857,1.9370289047145804e-9,0.781,1.21119914255676e-10,below,above,discordant
Kcnq5,0.1237,0.00681717612614864,0.0843,7.67732586146936e-7,below,below,consistent_below
Kcnt2,0.5693,0.0352960298580685,0.5991,0.00405149240609219,above,above,consistent_above
Lama2,0.337,1.21044785215635e-10,0.3675,1.17877501351462e-5,below,below,consistent_below
Lifr,0.585,0.0860825658702512,0.6886,1.1741817155641e-4,above,above,consistent_above
Lrch1,0.6125,0.0262587045130031,0.6905,0.00938398271081657,above,above,consistent_above
Man2a1,0.714,1.87341270603447e-10,0.6802,2.3443332237046e-4,above,above,consistent_above
Marchf3,0.6001,0.0860825658702512,0.6551,0.0306421961409199,above,above,consistent_above
Mat2a,0.6622,3.9776931492712e-4,0.6457,0.0974973700396796,above,above,consistent_above
Mbnl1,0.2735,4.8109288537638e-6,0.2462,1.57226150183738e-7,below,below,consistent_below
Mcc,0.3358,2.19941277316946e-9,0.3689,0.00556186882653491,below,below,consistent_below
Mgp,0.612,6.54619909970422e-5,0.6556,3.4129306455638e-8,above,above,consistent_above
Mpp7,0.7362,1.04611495486703e-5,0.7205,3.07382802343416e-5,above,above,consistent_above
Myh6,0.5798,6.75179552965282e-5,0.5834,0.001173159827573,above,above,consistent_above
Myzap,0.3665,0.00559323570653432,0.3222,4.58834286037936e-5,below,below,consistent_below
Neat1,0.5672,1.1582547116792e-4,0.5976,6.40722574315022e-5,above,above,consistent_above
Nrxn1,0.1533,1.11751951949202e-17,0.1225,7.71065109247545e-5,below,below,consistent_below
Pcdh7,0.5843,1.096511787583e-4,0.5804,0.00663636512888228,above,above,consistent_above
Pde7b,0.3426,1.04611495486703e-5,0.3277,2.75319523794657e-8,below,below,consistent_below
Pdlim3,0.2679,1.72955142985447e-6,0.2998,3.6433516670434e-4,below,below,consistent_below
Pfkfb2,0.3272,0.00201019614263067,0.2402,4.57547857696961e-5,below,below,consistent_below
Pgm5,0.6172,0.0168452811552004,0.6431,0.0213213781388452,above,above,consistent_above
Plcb4,0.6147,0.0635017358173192,0.6094,0.0946095701341923,above,above,consistent_above
Plpp1,0.6602,1.096511787583e-4,0.7289,2.3964527857077e-4,above,above,consistent_above
Prkg1,0.1574,1.97652737470031e-77,0.1342,1.9452730624453802e-58,below,below,consistent_below
Prune2,0.6974,0.00727427509115125,0.7171,0.00861467740227098,above,above,consistent_above
Rai14,0.6558,0.0351717837736878,0.7076,0.0551774761037129,above,above,consistent_above
Rapgef5,0.3231,1.7224726153591399e-13,0.36870000000000003,0.00176305188778901,below,below,consistent_below
Rgs6,0.8862,5.26865239877031e-7,0.8837,7.67732586146936e-7,above,above,consistent_above
Rnls,0.3113,0.051485068423141,0.2571,0.0512884516144935,below,below,consistent_below
Serinc3,0.3586,6.6528586383718e-4,0.3599,0.00173731690181934,below,below,consistent_below
Slit3,0.4029,0.0360113712902582,0.3614,0.0168119180594955,below,below,consistent_below
Srpk2,0.6602,0.0333957728087355,0.6745,0.0716735368660629,above,above,consistent_above
Stxbp6,0.5828,0.0664974482087854,0.6742,2.5076042648107e-4,above,above,consistent_above
Tanc1,0.5985,0.0200680166675941,0.5872,0.0612779410451224,above,above,consistent_above
Tanc2,0.3518,0.0161275165546907,0.3496,0.00465262999746336,below,below,consistent_below
Tlr4,0.3574,0.0171902975081371,0.3165,0.0106315095052682,below,below,consistent_below
Tmem108,0.4385,0.0177311179950828,0.4079,0.00617948540634666,below,below,consistent_below
Tnfaip8,0.6848,0.0198232584678251,0.6698,0.0389982433668352,above,above,consistent_above
Trim24,0.3606,0.0987609131208688,0.34,0.0503733775067352,below,below,consistent_below
Tuft1,0.3159,0.0660571065754523,0.1327,3.9361416332259e-4,below,below,consistent_below
Ugp2,0.5965,0.0462460469420138,0.6774,0.0138153982927217,above,above,consistent_above
Zeb1,0.6931,4.4023550156704e-9,0.6925,1.10595797931621e-8,above,above,consistent_above
Zfp236,0.7178,0.0381684176327264,0.7448,0.0316054127907173,above,above,consistent_above
Zfp809,0.3792,0.0843994986097669,0.2834,0.0110955239638422,below,below,consistent_below
