gene,condition
2610307P16Rik,F1_Aged
Abca8a,F1_Aged
Acer3,F1_Aged
Ackr3,F1_Aged
Adamts12,F1_Aged
Adamtsl3,F1_Aged
Adamtsl5,F1_Aged
Adra1a,F1_Aged
Adss2,F1_Aged
Aebp2,F1_Aged
Afap1l1,F1_Aged
Afg1l,F1_Aged
Alcam,F1_Aged
Apba1,F1_Aged
Babam2,F1_Aged
Cacna1c,F1_Aged
Cald1,F1_Aged
Camk1d,F1_Aged
Carmil1,F1_Aged
Cavin2,F1_Aged
Ccbe1,F1_Aged
Ccdc85a,F1_Aged
Celf2,F1_Aged
Cmya5,F1_Aged
Col4a1,F1_Aged
Coro6,F1_Aged
Cpq,F1_Aged
Cyth1,F1_Aged
Dip2c,F1_Aged
Dnaaf9,F1_Aged
Entrep1,F1_Aged
Eps8,F1_Aged
Fblim1,F1_Aged
Fcho2,F1_Aged
Fmo2,F1_Aged
Fsd2,F1_Aged
Fyn,F1_Aged
Gfod1,F1_Aged
Ghr,F1_Aged
Glud1,F1_Aged
Gm57283,F1_Aged
Hand2os1,F1_Aged
Homer1,F1_Aged
Igfbp7,F1_Aged
Kank1,F1_Aged
Kcnip2,F1_Aged
Klf12,F1_Aged
Klf6,F1_Aged
Klf7,F1_Aged
Lrrc2,F1_Aged
Lrrk1,F1_Aged
Mapk10,F1_Aged
Mbtd1,F1_Aged
Mir99ahg,F1_Aged
Mkln1,F1_Aged
Mtss1,F1_Aged
Myl3,F1_Aged
Nbea,F1_Aged
Nhlrc2,F1_Aged
Nid1,F1_Aged
Ntn1,F1_Aged
Nudt4,F1_Aged
Nufip2,F1_Aged
Ogdh,F1_Aged
Oip5os1,F1_Aged
Osbpl9,F1_Aged
Pak2,F1_Aged
Pals2,F1_Aged
Parp8,F1_Aged
Pde1a,F1_Aged
Pde3a,F1_Aged
Pde4b,F1_Aged
Pdk4,F1_Aged
Pds5b,F1_Aged
Pdzrn4,F1_Aged
Pnisr,F1_Aged
Ppargc1a,F1_Aged
Ppfibp1,F1_Aged
Ppp1r12a,F1_Aged
Ppp4r3a,F1_Aged
Prex2,F1_Aged
Ptbp3,F1_Aged
Pygb,F1_Aged
Rab28,F1_Aged
Rab30,F1_Aged
Ralgapa2,F1_Aged
Rbm25,F1_Aged
Resf1,F1_Aged
Rhoq,F1_Aged
Rnf111,F1_Aged
Rnf169,F1_Aged
Rora,F1_Aged
Rprd1a,F1_Aged
Scaper,F1_Aged
Serpinb6a,F1_Aged
Setx,F1_Aged
Shb,F1_Aged
Slc20a2,F1_Aged
Slc25a4,F1_Aged
Slc2a13,F1_Aged
Slc35f5,F1_Aged
Spon1,F1_Aged
Sptan1,F1_Aged
Srgap2,F1_Aged
St3gal4,F1_Aged
Svil,F1_Aged
Tacc2,F1_Aged
Tbc1d4,F1_Aged
Timp3,F1_Aged
Tm4sf1,F1_Aged
Tmcc3,F1_Aged
Tmtc1,F1_Aged
Tnnc1,F1_Aged
Tnnt2,F1_Aged
Tpm1,F1_Aged
Trim54,F1_Aged
Tulp4,F1_Aged
Urgcp,F1_Aged
Utrn,F1_Aged
Vldlr,F1_Aged
Wdfy2,F1_Aged
Zhx1,F1_Aged
Zhx2,F1_Aged
Acss1,F1_Young
Adcy9,F1_Young
Agtpbp1,F1_Young
Alpk1,F1_Young
Atp2c1,F1_Young
Atrnl1,F1_Young
Axl,F1_Young
Bdp1,F1_Young
Cachd1,F1_Young
Cd2ap,F1_Young
Cd55,F1_Young
Ckmt2,F1_Young
Cped1,F1_Young
Ctsh,F1_Young
Cwf19l2,F1_Young
Dnm2,F1_Young
Dop1a,F1_Young
Egln1,F1_Young
Ehd4,F1_Young
Epha7,F1_Young
Ext1,F1_Young
Fam120a,F1_Young
Fgf14,F1_Young
Frmd4a,F1_Young
Fsd1l,F1_Young
Gata6os,F1_Young
Gm20631,F1_Young
Gm26862,F1_Young
Gpbp1,F1_Young
Hmbox1,F1_Young
Hmcn1,F1_Young
Htra3,F1_Young
Igf2r,F1_Young
Intu,F1_Young
Jarid2,F1_Young
Kcnj3,F1_Young
Lncpint,F1_Young
Lpl,F1_Young
Malt1,F1_Young
Mast2,F1_Young
Mctp1,F1_Young
Mhrt,F1_Young
Mob2,F1_Young
Nipsnap2,F1_Young
Nt5c2,F1_Young
Nt5dc1,F1_Young
Nt5e,F1_Young
P4ha1,F1_Young
Pecam1,F1_Young
Phf20,F1_Young
Phldb2,F1_Young
Pkia,F1_Young
Pla2g4a,F1_Young
Ppm1a,F1_Young
Prrc2c,F1_Young
Rasgef1b,F1_Young
Rdx,F1_Young
Rilpl1,F1_Young
Rngtt,F1_Young
Rtn4,F1_Young
Ryr2,F1_Young
Septin11,F1_Young
Slit2,F1_Young
Smap1,F1_Young
Smg6,F1_Young
Sobp,F1_Young
Thsd7a,F1_Young
Tle1,F1_Young
Tnni3k,F1_Young
Tshz2,F1_Young
Tspan9,F1_Young
Ubash3b,F1_Young
Usp13,F1_Young
Usp25,F1_Young
Vim,F1_Young
Xdh,F1_Young
Ywhaq,F1_Young
Zbtb38,F1_Young
Zfp512,F1_Young
Zfpm2,F1_Young
Zkscan3,F1_Young
Znrf1,F1_Young
