"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","tot_gene_mean","N"
"1700025G04Rik",0.649470899470899,0.619047619046488,998.999999999999,627.141775581227,8.92091377444566,0.67741935483871,36
"5031425E22Rik",0.613333333333333,0.69999999915438,998.999999999999,638.432978438067,38.309139854165,0.43010752688172,25
"9530026P05Rik",0.530148423005566,0.50000000000784,1.29463673548042,4.54295287639878,9.72040515369157,0.666666666666667,28
"AW554918",0.546875,0.581395348837173,998.999999999999,637.824639459444,36.7257829998476,0.462365591397849,32
"Abca1",0.401515151515151,0.440677966101695,0.988348776534824,5.43864502696452,12.5493896271689,0.634408602150538,33
"Abca8a",0.688746438746439,0.744186046511613,1.18304595341285,1.46289648449737,1.88511034944356,0.924731182795699,21
"Abhd17b",0.568181818181818,0.618181818181818,6.16548018736129,10.6291044405971,17.6460413168802,0.591397849462366,33
"Abi1",0.519503546099291,0.550561797752808,1.49438473940647,1.58135817302418,1.68751148397339,0.956989247311828,47
"Abi3bp",0.532490014693405,0.524064171122995,0.936916485317541,0.743739891878486,0.413282866385945,2.01075268817204,59
"Ablim1",0.385507246376812,0.403846153846811,3.97482444283466,11.1283205671613,22.5051937904734,0.559139784946237,23
"Acyp2",0.421320346320346,0.410714285714286,0.83440312881071,6.75242790159297,16.2190052485363,0.602150537634409,22
"Adam12",0.736111111111111,0.673913043478215,20.0965655787752,25.2710542846523,33.1174245546074,0.494623655913978,24
"Adamtsl1",0.576798941798942,0.5,2.32555014348776,1.69041148166517,0.620706663496944,1.50537634408602,45
"Adgrf5",0.480392156862745,0.452830188698892,5.40877533830692,11.3672844456385,20.7969878325962,0.56989247311828,34
"Agap1",0.475609756097561,0.537313432835824,5.70983837092261,5.99666360897841,6.32935426511087,0.720430107526882,41
"Agfg1",0.523529411764706,0.553191489361702,998.999999999999,635.819349558959,31.5065062143671,0.505376344086022,34
"Ago3",0.41260162601626,0.396825396825398,998.999999999999,627.141775581227,8.92091377444566,0.67741935483871,41
"Ahnak",0.479166666666667,0.450000000000495,4.18120434357907,7.03707064662034,11.5213083852711,0.645161290322581,40
"Airn",0.867149758454106,0.84297520656044,1.48772882222213,1.23904893117286,0.807380519706524,1.3010752688172,46
"Akap13",0.487172011661808,0.5,1.26223506976507,1.20175172448139,1.07673240469401,1.13978494623656,49
"Akt3",0.387619047619048,0.38750000001155,1.22341164179342,1.7186463556251,2.48517016658872,0.860215053763441,40
"Ambra1",0.5,0.454545454569375,998.999999999999,637.437416599487,35.7179370603183,0.473118279569892,33
"Ank2",0.516666666666667,0.454545454545454,1.07343225424417,14.3933161021372,35.7179370603183,0.473118279569892,20
"Ankrd11",0.578828828828829,0.578947368165284,3.10641602642679,7.66213935529233,14.8947396307358,0.612903225806452,37
"Ankrd17",0.472101449275362,0.471910112409961,1.52092412597545,1.59792773712545,1.68751148397339,0.956989247311828,46
"Ano6",0.435023041474654,0.50724637657207,0.843071154172444,2.58457801813572,5.3570307627743,0.741935483870968,31
"Anxa2",0.589080459770115,0.581818181744538,1.43097829023313,7.67317203921551,17.6460413168802,0.591397849462366,29
"Aopep",0.385206290308331,0.369747899159664,0.573204064676683,0.678774601656634,0.83522686552576,1.27956989247312,49
"Ap3b1",0.520833333333333,0.574468085105239,998.999999999999,635.819349558959,31.5065062143671,0.505376344086022,32
"Apaf1",0.560606060606061,0.571428571428571,998.999999999999,629.945763514293,16.2190052485363,0.602150537634409,33
"Apba1",0.458333333333333,0.526315789473684,8.50871718236109,19.8546302783235,37.850057665359,0.408602150537634,24
"Apbb2",0.447619047619048,0.541666666393819,5.84379761631961,15.0837796928524,29.7632003833728,0.516129032258065,28
"Apc",0.382352941176471,0.413043478260877,998.999999999999,636.438277891554,33.1174245546074,0.494623655913978,34
"App",0.500162337662338,0.533742331287208,0.732453430457073,0.647585255088539,0.495268442194269,1.75268817204301,66
"Arb2a",0.457801418439716,0.505494505494614,7.58677169203743,5.34330396992165,1.57880304927127,0.978494623655914,47
"Arhgap21",0.470238095238095,0.452380952380952,998.999999999999,638.128412727165,37.5164301595829,0.451612903225806,28
"Arhgap24",0.461111111111111,0.450980392156863,1.22087422033828,10.0918475209545,24.2826782891803,0.548387096774194,21
"Arhgap26",0.436527293844367,0.448717949045827,0.840140912799389,1.59648014319524,2.79001647414878,0.838709677419355,41
"Arhgap29",0.55703211517165,0.533333333333333,1.06835026368594,1.97028082376205,3.39208758420458,0.806451612903226,43
"Arhgap32",0.546,0.565217391306799,0.72879407276403,13.1790064660844,33.1174245546074,0.494623655913978,25
"Arhgap42",0.504166666666667,0.542857142797995,0.312422224400619,13.448765173819,34.4961444277996,0.376344086021505,20
"Arhgef12",0.567460317460317,0.584269662921348,0.890030069911023,1.20403621005877,1.68751148397339,0.956989247311828,42
"Arhgef3",0.69625,0.683333333163045,0.209880849479725,4.55761999951069,11.5213083852711,0.645161290322581,40
"Arid1b",0.486858974358974,0.471910112348111,4.27750923777307,3.3189702936975,1.68751148397339,0.956989247311828,52
"Arid2",0.62258064516129,0.613636363636359,998.999999999999,637.437416599487,35.7179370603183,0.473118279569892,31
"Arid4b",0.54,0.54054054053884,998.999999999999,637.966667151065,37.095446176026,0.397849462365591,25
"Arih1",0.53962962962963,0.505376344086021,1.48857086182573,1.49968004877425,1.48437095105685,1,45
"Arl13b",0.516129032258065,0.499999999934764,1.87834264473838,11.2031634081383,26.1067742338636,0.537634408602151,31
"Arl15",0.576432712215321,0.483443708703639,1.02372353028586,0.851300374676023,0.552174920678481,1.62365591397849,50
"Asap1",0.472739820565908,0.458333333348229,0.325983684362449,0.386166164187532,0.475372133047425,1.80645161290323,69
"Ash1l",0.494047619047619,0.454545454562398,22.5956167460647,27.8304471605225,35.7179370603183,0.473118279569892,28
"Atad2b",0.622549019607843,0.574468085106364,998.999999999999,635.819349558959,31.5065062143671,0.505376344086022,34
"Ate1",0.485294117647059,0.519999999999999,31.4749075472092,29.6814420244958,26.1067742338636,0.537634408602151,34
"Atp10d",0.574074074074074,0.487804878047305,998.999999999999,638.335402273024,38.0551730771406,0.440860215053763,27
"Atp2a2",0.523809523809524,0.521739130434502,998.999999999999,636.438277891554,33.1174245546074,0.494623655913978,28
"Atp2c1",0.419753086419753,0.375000000016552,0.907280053932657,15.2851427045439,38.309139854165,0.43010752688172,27
"Atxn1",0.554824561403509,0.542857142715779,41.8156770118972,28.0048192597336,4.93918684842708,0.752688172043011,38
"B3galt1",0.436904761904762,0.422222222222227,2.60042385246783,14.8891930066371,34.5272214275654,0.483870967741935,18
"B4galt1",0.654761904761905,0.673913043221778,2.48119915257516,14.2731006428977,33.1174245546074,0.494623655913978,21
"Bbx",0.641025641025641,0.634146341457666,998.999999999999,638.335402273024,38.0551730771406,0.440860215053763,26
"Bcas3",0.543333333333333,0.533333333404698,10.749877351085,19.9772115930754,34.5272214275654,0.483870967741935,30
"Bicc1",0.529365079365079,0.542372881058113,0.578158027055102,5.18254709871792,12.5493896271689,0.634408602150538,21
"Birc6",0.521276595744681,0.567567567567568,3.83021060786711,3.78984203396642,3.63993517477473,0.795698924731183,47
"Bmp2k",0.415277777777778,0.396226415105515,998.999999999999,631.704662805848,20.7969878325962,0.56989247311828,36
"Bmpr2",0.466666666666667,0.449275362632767,0.646323188926812,2.46174066417284,5.3570307627743,0.741935483870968,40
"Braf",0.378787878787879,0.461538461538526,998.999999999999,632.360969856819,22.5051937904734,0.559139784946237,33
"Btbd7",0.28452380952381,0.311111111111207,10.5829177797807,19.8729722840071,34.5272214275654,0.483870967741935,28
"Calcrl",0.475108225108225,0.431372549019746,4.14806605103716,11.9194064417083,24.2826782891803,0.548387096774194,33
"Cald1",0.51989247311828,0.532258064516129,3.05179792297488,5.64001647494029,9.72040515369157,0.666666666666667,31
"Camk2d",0.67984496124031,0.69696969696968,4.35097465034212,5.36416877216148,6.89127919446605,0.709677419354839,43
"Cav1",0.378888888888889,0.410714285714286,6.13057246256367,10.0590309776927,16.2190052485363,0.602150537634409,30
"Cavin2",0.470068027210884,0.531914893619316,1.26033894574496,1.3407706914944,1.44164581168324,1.01075268817204,49
"Cblb",0.562903225806452,0.568965517241379,1.35102381995656,6.09657202519631,13.6724649640826,0.623655913978495,31
"Ccl21a",0.491709265295238,0.466981132090586,0.0948835315739954,0.119664323331202,0.157271085794761,4.55913978494624,78
"Ccny",0.452173913043478,0.511627906467128,75.5235397102696,47.8765380893074,1.88511034944356,0.924731182795699,46
"Cd36",0.495833333333333,0.477272727272727,0.843043901324788,14.2494757548118,35.7179370603183,0.473118279569892,20
"Cd47",0.524193548387097,0.450980392156863,1.63853646443642,10.3526101918729,24.2826782891803,0.548387096774194,31
"Cd9",0.384821428571429,0.400000000000114,1e-06,1e-06,11.0521960484325,0.645161290322581,24
"Cdc14a",0.606060606060606,0.5,998.999999999999,636.26574498588,32.6683638032918,0.365591397849462,22
"Cdc42",0.391975308641975,0.4,2.03743839986252,11.3024930330307,26.1067742338636,0.537634408602151,27
"Cdc42bpa",0.418269230769231,0.411764706462693,4.36676863654099,3.48034312812752,1.96247878957145,0.913978494623656,52
"Cdh13",0.504336349924585,0.538461538461538,0.635664448238455,1.00345923569795,1.57880304927127,0.978494623655914,26
