"","AR","N","log2FC","llr_mean","pval_mean"
"0610005C13Rik",0.222222222222222,18,-1.63471553591825,-29.6350913803413,1.37443415990928e-14
"0610038B21Rik",0.676470588235294,17,0.421826664941474,3.5152692100522,1
"0610040B10Rik",0.611111111111111,15,0.807354922057615,-7.15578959333067,0.000154909071782055
"0610040J01Rik",0.6875,24,0.972343657097141,-8.27135086687508,4.75667052516451e-05
"0610043K17Rik",0.611111111111111,33,0.223721481808971,4.3153517320597,1
"1110002E22Rik",0.511350574712644,232,-0.0204062106618292,0.502758365386967,1
"1110002L01Rik",0.956521739130435,46,4.54689445988765,-199.648426731117,7.83431710990984e-89
"1110004F10Rik",0.522633744855967,81,-0.205010343108207,0.0354560163559654,1
"1110019D14Rik",0.522916666666667,312,0.17434638106248,-1.40594399675717,0.0935681974908224
"1110020A21Rik",0.566666666666667,15,-0.29474326556113,3.38362909378243,1
"1110038F14Rik",0.492753623188406,23,-0.198127142958807,-1.09701687184617,0.138546065041698
"1110046J04Rik",0.974358974358974,13,1.99999999999998,1.65161985700252,1
"1110059E24Rik",0.403256704980843,87,-0.435501601838541,-7.03669352848721,0.000175813887708507
"1110065P20Rik",0.909090909090909,11,2.34577483684174,-15.4764751198236,2.64359922506765e-08
"1200007C13Rik",0.366666666666667,15,-0.347923303420337,1.56593853036927,1
"1500002F19Rik",0.64908256880734,109,0.694997046481855,-10.2728615565139,5.82237313488635e-06
"1500004A13Rik",0.481034838177695,231,-0.105534414172364,-1.02130745376633,0.152946529774242
"1500009L16Rik",0.560091743119266,109,0.370457988815042,-2.88800016425489,0.0162464705262081
"1500015A07Rik",0.227272727272727,11,-0.284976958714471,24.4915923786952,1
"1500026H17Rik",0.263157894736842,19,-1.65896308216493,-31.7496199614573,1.60428711539429e-15
"1600010M07Rik",0.483471226328369,259,-0.0946673258396897,0.571972988511789,1
"1600014C10Rik",0.460227272727273,44,-0.299189170592315,-3.15919246857908,0.0119492415108474
"1600020E01Rik",0.2520964360587,159,-1.33614195410706,-75.2865519851046,1.29925496233154e-34
"1700016K05Rik",0.541666666666667,12,-0.308950240889152,1.71562287640279,1
"1700025G04Rik",0.560404171470232,1264,0.364324608393839,-10.0486406483292,7.36012258311232e-06
"1700030K09Rik",0.708333333333333,12,1.99999999999998,-31.2181927785277,2.75191646882118e-15
"1700037C18Rik",0.638888888888889,18,0.272620454663003,4.70198942689001,1
"1700037F03Rik",0.555,50,0.273284502527551,-0.540147792711821,0.298631440937867
"1700040D17Rik",0.347222222222222,12,-0.445799753049538,0.677644209261715,1
"1700081N11Rik",0.529411764705882,34,0.290726139702838,-1.55752073878722,0.0775725038391637
"1700084C06Rik",0.613636363636364,22,0.291766124377112,-0.163827988232043,0.567042604823964
"1700086O06Rik",0.701754385964912,19,0.799406168942098,-3.98879375343742,0.00473600136370446
"1700087I21Rik",0.0933936955063716,213,-3.24933296415472,-440.05418719817,2.07049737581758e-193
"1700093J21Rik",0.541666666666667,12,0.110182917750427,0.127511516150733,1
"1700096K18Rik",0.514492753623188,23,-0.155650870460204,0.41120059415698,1
"1700109H08Rik",0.333333333333333,86,-0.615394396935123,-9.84589615774019,9.09913373746489e-06
"1700109K24Rik",0.388888888888889,12,0.0896372124846829,6.02878470173084,1
"1700110C19Rik",0.6,15,0.53051471669878,-3.8398899635614,0.00558429778295295
"1700113H08Rik",1,10,Inf,-55.258770795539,7.54745858507894e-26
"1700120C14Rik",0.766927083333333,64,1.64593051801259,-61.7275482697181,1.10867094307855e-28
"1700123M08Rik",0.671428571428571,49,0.768674453893541,-7.66628764783792,9.01485419609517e-05
"1810024B03Rik",0.61764705882353,34,0.678071905112644,-4.67248968287421,0.00223597170766144
"1810034E14Rik",0.694444444444444,21,0.944858445807533,-8.04185277439751,6.06032505145611e-05
