"","AR","N","log2FC","llr_var","pval_var"
"0610005C13Rik",0.222222222222222,18,-1.63471553591826,1396.70359258921,1
"0610038B21Rik",0.676470588235294,17,0.421826664941483,-34.7821786643581,7.39614216325146e-17
"0610040B10Rik",0.611111111111111,15,0.807354922057604,-18984.2613609028,0
"0610040J01Rik",0.6875,24,0.972343657097134,11543.2543302509,1
"0610043K17Rik",0.611111111111111,33,0.223721481808968,7437.98055573107,1
"1110002E22Rik",0.511350574712644,232,-0.0204062106618372,12393.2643935109,1
"1110002L01Rik",0.956521739130435,46,4.54689445988764,12220.476326634,1
"1110004F10Rik",0.522633744855967,81,-0.205010343108211,12980.3373450862,1
"1110019D14Rik",0.522916666666667,312,0.174346381062478,11666.3320326279,1
"1110020A21Rik",0.566666666666667,15,-0.294743265561132,-14253.3584930209,0
"1110038F14Rik",0.492753623188406,23,-0.198127142958811,-790.325019988246,0
"1110046J04Rik",0.974358974358974,13,2,-12085.5200113169,0
"1110059E24Rik",0.403256704980843,87,-0.435501601838559,14298.1117734855,1
"1110065P20Rik",0.909090909090909,11,2.34577483684173,-11898.892761596,0
"1200007C13Rik",0.366666666666667,15,-0.347923303420307,440.506921283215,1
"1500002F19Rik",0.64908256880734,109,0.694997046481847,15779.54884466,1
"1500004A13Rik",0.481034838177695,231,-0.105534414172357,11740.1916271459,1
"1500009L16Rik",0.560091743119266,109,0.370457988815021,16997.0355949796,1
"1500015A07Rik",0.227272727272727,11,-0.284976958714471,-13453.5002291113,0
"1500026H17Rik",0.263157894736842,19,-1.65896308216493,-4984.18160153109,0
"1600010M07Rik",0.483471226328369,259,-0.0946673258396773,12320.1240302302,1
"1600014C10Rik",0.460227272727273,44,-0.299189170592324,14824.6380399317,1
"1600020E01Rik",0.2520964360587,159,-1.33614195410706,11351.1113014473,1
"1700016K05Rik",0.541666666666667,12,-0.308950240889152,-18109.0246705613,0
"1700025G04Rik",0.560404171470232,1264,0.364324608393842,11854.7199598816,1
"1700030K09Rik",0.708333333333333,12,2,-8764.18947349296,0
"1700037C18Rik",0.638888888888889,18,0.272620454662992,-3643.18690824406,0
"1700037F03Rik",0.555,50,0.273284502527551,15155.7849141044,1
"1700040D17Rik",0.347222222222222,12,-0.44579975304953,-13864.3528664656,0
"1700081N11Rik",0.529411764705882,34,0.290726139702842,13653.7368736343,1
"1700084C06Rik",0.613636363636364,22,0.29176612437711,12599.0132490652,1
"1700086O06Rik",0.701754385964912,19,0.799406168942113,-3824.72120457723,0
"1700087I21Rik",0.0933936955063716,213,-3.24933296415473,10179.3714680128,1
"1700093J21Rik",0.541666666666667,12,0.110182917750423,-18115.2908609874,0
"1700096K18Rik",0.514492753623188,23,-0.155650870460194,289.011635599419,1
"1700109H08Rik",0.333333333333333,86,-0.615394396935117,11359.4684972962,1
"1700109K24Rik",0.388888888888889,12,0.0896372124846767,-11105.5674943453,0
"1700110C19Rik",0.6,15,0.53051471669878,3217.67763513089,1
"1700113H08Rik",1,10,Inf,-13596.4585011704,0
"1700120C14Rik",0.766927083333333,64,1.64593051801258,11159.3378498576,1
"1700123M08Rik",0.671428571428571,49,0.768674453893544,6258.07256123062,1
"1810024B03Rik",0.61764705882353,34,0.678071905112638,16049.0551194142,1
"1810034E14Rik",0.694444444444444,21,0.944858445807539,-45.5688630358072,1.34012125295192e-21
"1810037I17Rik",0.150537634408602,31,-2.81669278663694,12340.3017089001,1
"1810062O18Rik",0.555555555555556,57,0.300347564301849,15341.9859323414,1
"2010001K21Rik",0.963414634146341,41,4.67807190511264,12855.9441424824,1
"2010109A12Rik",0.151515151515152,22,-0.81669278663694,8951.49289405098,1
"2210408F21Rik",0.485802384836916,3233,-0.0547496346440213,12734.3456288975,1
"2210408I21Rik",0.554033844942936,121,0.240234536460656,11005.2311641765,1
"2310002L09Rik",0.433558558558559,148,-0.302827995692819,14656.1833841405,1
"2310014F06Rik",0.335880672615366,539,-0.86257789015155,11066.1011746966,1
"2310015A10Rik",0.51929012345679,108,0.31520223169905,14110.175115273,1
"2310016D03Rik",0.735714285714286,70,1.23629802336167,5293.2471489907,1
"2310022A10Rik",0.525448028673835,186,0.0678268138235762,12795.1312880646,1
"2310022B05Rik",0.5,31,-0.207044457003012,-1166.97717154139,0
"2310039L15Rik",0.587152777777778,192,0.448508591452505,11273.5608723061,1
"2310057M21Rik",0.527615571776156,137,0.215298639172535,12069.3759578847,1
