"","N","AR","tot_gene_mean","tot_gene_variance","alpha","beta","bb_mu","bb_theta","phi","id","theta_smoothed","thetaCorrected","theta_common","resid","AR.1","N.1","log2FC","loglik0_mean","loglik1_mean","llr_mean","pval_mean"
"0610005C13Rik",18,0.222222222222222,2,0,0.105613722921756,0.369648030221672,0.222222222224314,2.10410367210469,1.6778458113411,1,36.8825975176881,24.9473882458591,36.8825975176881,-34.7784938455834,0.247422680412371,18,-1.70043971814109,-151.040031037559,-124.120377092665,-26.9196539448941,2.17575916674328e-13
"0610038B21Rik",17,0.676470588235294,2.11764705882353,0.110294117647059,0.0717516728825244,0.0358758364412623,0.666666666666666,9.29130485582082,2.01727807810128,2,15.791445023344,13.8675699518027,15.791445023344,-6.50014016752315,0.587301587301587,17,0.517848304862603,-131.264409318607,-131.475268159454,0.210858840846385,1
"0610040B10Rik",15,0.611111111111111,2.13333333333333,0.123809523809524,0.000625625625624501,0.000375375375376501,0.624999999998876,998.999999999999,2.10497560148648,3,14.2130670696354,388.672894196618,14.2130670696354,984.786932930364,0.640718562874251,15,0.90122184552184,-126.904079016059,-121.163384383564,-5.74069463249504,0.000702965634006696
"0610040J01Rik",24,0.6875,2.08333333333333,0.0797101449275362,0.000700700700699042,0.00030030030030196,0.699999999998342,998.999999999999,2.12862873796693,4,19.9619291498858,392.436880717952,19.9619291498858,979.038070850113,0.663873370577281,24,0.961005868384126,-147.967626978029,-139.946710561559,-8.02091641646973,6.1958296351359e-05
"0610043K17Rik",33,0.611111111111111,2.03030303030303,0.0303030303030303,9.93625247358765,6.30103815549616,0.611940298450414,0.0615866293733036,1.05981397314013,5,29.3731937474349,19.2550724525129,29.3731937474349,-29.3116071180616,0.546368352788586,33,0.319880266238516,-204.225776706688,-206.10489004676,1.87911334007228,1
"1110002E22Rik",232,0.511350574712644,2.35775862068966,0.92340274667861,0.104611783513685,0.0997548078509269,0.511882998170902,4.89316768128648,2.12749113443115,6,3.2393538577526,3.97908628081542,3.2393538577526,1.65381382353388,0.489890710382514,232,-0.0287003122533065,-788.625328197507,-788.85166159214,0.22633339463323,1
"1110002L01Rik",46,0.956521739130435,2.10869565217391,0.143478260869565,958762.886290325,41237.1137096755,0.958762886290324,1e-06,0.504855359413843,7,NA,1e-06,16.7560830089841,-16.7560820089841,0.957494407158837,46,4.58094943821446,-250.661217114888,-60.4593425018247,-190.201874613063,1.01638633001604e-84
"1110004F10Rik",81,0.522633744855967,2.12345679012346,0.134567901234568,0.309660791221642,0.302542152607492,0.50581395326983,1.63344526529931,1.69708412129944,8,15.1890225269133,10.5650943566915,15.1890225269133,-13.555577261614,0.448286604361371,81,-0.287211889431267,-405.725661765337,-405.328661480625,-0.397000284712419,0.372893175903741
"1110019D14Rik",312,0.522916666666667,2.41666666666667,0.636120042872456,0.0393626121206138,0.036350167332732,0.519893899085676,13.207809926146,2.31634088706335,9,2.60446678952264,6.72086199041071,2.60446678952264,10.6033431366233,0.545982942908346,312,0.18773330646145,-827.554892636889,-826.172146362431,-1.38274627445776,0.0963170367570014
"1110020A21Rik",15,0.566666666666667,2.13333333333333,0.123809523809524,0.0234423002811578,0.0182329002186783,0.5625,23.9950855186391,2.08916770578237,10,14.2130670696354,18.4178633809119,14.2130670696354,9.78201844900374,0.471774193548387,15,-0.0565835283663585,-90.7434608346926,-92.4542720786432,1.71081124395057,1
