gene,condition
9530026P05Rik,F1_Aged
Abra,F1_Aged
Acyp2,F1_Aged
Adam19,F1_Aged
Art1,F1_Aged
Cdk14,F1_Aged
Clip1,F1_Aged
Cmya5,F1_Aged
Cradd,F1_Aged
D830005E20Rik,F1_Aged
Dip2c,F1_Aged
Eif4g3,F1_Aged
Enah,F1_Aged
Gm20619,F1_Aged
Grk5,F1_Aged
Kif1b,F1_Aged
Man2a1,F1_Aged
Mgat5,F1_Aged
Mtr,F1_Aged
Mtss1,F1_Aged
Mylk4,F1_Aged
Myot,F1_Aged
Neo1,F1_Aged
Noct,F1_Aged
Nr3c2,F1_Aged
Nt5e,F1_Aged
Pdzrn4,F1_Aged
Picalm,F1_Aged
Ppig,F1_Aged
Ppip5k2,F1_Aged
Ralgapa2,F1_Aged
Rora,F1_Aged
Slc25a13,F1_Aged
Stxbp6,F1_Aged
Svil,F1_Aged
Tacc1,F1_Aged
Tecrl,F1_Aged
Tlr4,F1_Aged
Tmem245,F1_Aged
Trim55,F1_Aged
Urgcp,F1_Aged
Zeb1,F1_Aged
Ablim1,F1_Young
Angpt1,F1_Young
Aox1,F1_Young
Bach1,F1_Young
Celf1,F1_Young
Ckmt2,F1_Young
Ctnnal1,F1_Young
Dock4,F1_Young
Gm26862,F1_Young
Itgb6,F1_Young
Jph1,F1_Young
Kcnd2,F1_Young
Kcng2,F1_Young
Kdm4c,F1_Young
Kmt2e,F1_Young
Lhfpl6,F1_Young
Mhrt,F1_Young
Myoz2,F1_Young
Pam,F1_Young
Rbfox1,F1_Young
Serinc3,F1_Young
Sptan1,F1_Young
Tanc2,F1_Young
Tbc1d4,F1_Young
Tead1,F1_Young
Tnfaip8,F1_Young
Tnnc1,F1_Young
Tnnt2,F1_Young
Ugp2,F1_Young
Usp25,F1_Young
