gene,bb_mu_Aged,padj_Aged,bb_mu_Young,padj_Young
Ablim1,0.457401717462499,0.33398228640088,0.418042821272575,0.0677480174723444
Angpt1,0.456671449067432,1,0.319802555168409,0.0879526915644738
Aox1,0.623456790123457,0.62254470689962,0.782608695652174,0.0445079450798537
Bach1,0.39537037037037,0.646255021968406,0.241954022988506,0.065579842250622
Celf1,0.446428571428571,0.882430718783657,0.208333333333333,0.0445126791782166
Ckmt2,0.494689654795385,1,0.415118358466312,0.0985980113770645
Ctnnal1,0.676923076923077,1,0.738095238095238,0.0839823879905015
Dock4,0.664106019766397,0.233841563542791,0.637328042328042,0.0562966358555862
Gm26862,0.354290142021721,0.133297088532044,0.296909827760892,0.00916951662100295
Itgb6,0.431972789115646,1,0.257936507936508,0.0872134547063347
Jph1,0.352688172043011,0.4826478526955,0.16468253968254,0.0141457798270574
Kcnd2,0.587490345876776,0.742397395906744,0.645999861199934,0.0117899864272056
Kcng2,0.453106697224344,1,0.326535087719298,0.0753392928538603
Kdm4c,0.395698924731183,0.949438096000971,0.27842056932966,0.0214636545107016
Kmt2e,0.479279279279279,1,0.29891156462585,0.0445126791782166
Lhfpl6,0.443211068211068,0.946611159050193,0.290990990990991,0.0144509205332605
Mhrt,0.475378104761759,0.996384057735753,0.574899323074218,0.0367590592852019
Myoz2,0.456867097121334,0.765131833756017,0.316798213606724,0.0931729888279565
Pam,0.486557668759885,1,0.39961505057413,0.0985980113770645
Rbfox1,0.410770895770896,0.489073328028292,0.343008023722309,0.00378004037301954
Serinc3,0.450854700854701,1,0.667435634540898,0.0834717118559639
Sptan1,0.497979797979798,1,0.783058608058608,0.0495942850339103
Tanc2,0.338730158730159,0.321820866462382,0.247811447811448,0.00311987915958345
Tbc1d4,0.545412141464773,1,0.648960695389267,0.0445126791782166
Tead1,0.471238095238095,0.827520445067262,0.380811838624339,0.0276098935924767
Tnfaip8,0.583484672509063,0.706503255012292,0.688031886812375,0.0879526915644738
Tnnc1,0.594674556213018,0.682075130575765,0.763725490196078,0.0677480174723444
Tnnt2,0.568997370151216,0.321820866462382,0.591742859002575,0.0834717118559639
Ugp2,0.59024024024024,0.791610740389391,0.667939049387013,0.00751302438805163
Usp25,0.275462962962963,0.120407601377931,0.210294117647059,0.00437012843593998
