ID,Description,GeneRatio,BgRatio,RichFactor,FoldEnrichment,zScore,pvalue,p.adjust,qvalue,geneID,Count
GO:0002027,regulation of heart rate,8/101,26/1923,0.3076923076923077,5.858339680121858,5.870891805372076,3.124265986510674e-5,0.048426122790915446,0.04732440794304063,Adra1a/Cacna1c/Cacna2d1/Myh6/Pln/Rnls/Ryr2/Snta1,8
