gene,condition,padj,bb_mu,status,padj_other,bb_mu_other,celltype
Abcc4,F1_Aged,2.9977880330973e-5,0.779696493982208,shared,0.00128652373093989,0.757142857142857,Coronary_EC
Acyp2,F1_Aged,0.0201399249360678,0.392505411255411,shared,0.00128652373093989,0.330467091295117,Coronary_EC
Agmo,F1_Aged,3.37321072983174e-10,0.830795739348371,shared,5.35507445883433e-6,0.895833333333333,Coronary_EC
Airn,F1_Aged,1.9835354437912303e-15,0.286438679245283,shared,9.24773298898316e-48,0.909567901234568,Coronary_EC
Apbb2,F1_Aged,0.00272122139530676,0.577171085690639,shared,0.0958632628463106,0.536722931247427,Coronary_EC
Auts2,F1_Aged,0.0187749116291585,0.603556485355649,shared,0.0949567757993944,0.610042735042735,Coronary_EC
Cdk14,F1_Aged,0.00398424388136584,0.640897369778236,shared,0.025000133782151,0.635507246376812,Coronary_EC
Cdk6,F1_Aged,2.7870220347705e-4,0.284,shared,2.77515981021824e-5,0.196969696969697,Coronary_EC
Clic4,F1_Aged,0.0132188055592755,0.392353039203433,shared,0.0105326389860762,0.364994789161456,Coronary_EC
Cmah,F1_Aged,5.33746390629786e-17,0.0632911392405063,shared,1.30939602798521e-13,0.0451388888888889,Coronary_EC
Cst3,F1_Aged,5.78356071460908e-5,0.784722222222222,shared,0.00668937876726085,0.761044176706827,Coronary_EC
Cxcl12,F1_Aged,0.0720388909701226,0.316239316239316,shared,0.0161351561289295,0.34349593495935,Coronary_EC
Epb41l4a,F1_Aged,1.10797875222782e-7,0.277826725403818,shared,1.9146526585348e-4,0.269423558897243,Coronary_EC
Ext1,F1_Aged,1.15156361526853e-6,0.397916417517811,shared,2.82247741984647e-5,0.393252828185108,Coronary_EC
Fas,F1_Aged,7.7069581199739e-4,0.737903225806452,shared,0.0117207751244476,0.700913242009132,Coronary_EC
Gda,F1_Aged,0.0495627177020195,0.355981994787965,shared,0.0217528315827292,0.353260869565217,Coronary_EC
Gm56730,F1_Aged,8.313728953591329e-45,0.992,shared,5.93725415070373e-20,1,Coronary_EC
Grb10,F1_Aged,0.0187749116291585,0.666666666666667,shared,6.294754320885e-23,0.0704607046070461,Coronary_EC
Hdac9,F1_Aged,5.2864071585745e-17,0.71075958541712,shared,4.0350540650871895e-19,0.745044509980612,Coronary_EC
Kcnc2,F1_Aged,3.6079777054040494e-30,0.998305084745763,shared,9.57243202583398e-21,1,Coronary_EC
Kcnq1ot1,F1_Aged,6.99769175849701e-7,0.299808429118774,shared,1.6272556530551501e-9,0.85054347826087,Coronary_EC
Klf12,F1_Aged,0.0369139888074228,0.432126010781671,shared,0.0617748080014282,0.393209381130729,Coronary_EC
Lpl,F1_Aged,2.7817224153523e-4,0.363637782982045,shared,0.0253191856437203,0.388706739526412,Coronary_EC
Lrrc3b,F1_Aged,5.33746390629786e-17,0.135416666666667,shared,2.73383148930864e-5,0.185135135135135,Coronary_EC
Ly6a,F1_Aged,0.0103260678604796,0.669565217391304,shared,0.00156895578262343,0.726984126984127,Coronary_EC
Myzap,F1_Aged,9.01906819292079e-7,0.291666666666667,shared,0.0161351561289295,0.266666666666667,Coronary_EC
Prkg1,F1_Aged,3.77495683812247e-6,0.244154869154869,shared,3.57955248685756e-5,0.220289855072464,Coronary_EC
Serinc3,F1_Aged,7.78612186556523e-7,0.330106302201974,shared,1.11926927970288e-10,0.288679245283019,Coronary_EC
Sparc,F1_Aged,1.10797875222782e-7,0.280417212756662,shared,0.00185477111738136,0.271201814058957,Coronary_EC
Susd6,F1_Aged,1.1179549037181e-4,0.336715867158672,shared,0.0021922007009287,0.359547738693467,Coronary_EC
Zeb1,F1_Aged,2.00038923437355e-8,0.684799904999406,shared,9.55661108496288e-7,0.714430894308943,Coronary_EC
Abcc4,F1_Young,0.00128652373093989,0.757142857142857,shared,2.9977880330973e-5,0.779696493982208,Coronary_EC
Acyp2,F1_Young,0.00128652373093989,0.330467091295117,shared,0.0201399249360678,0.392505411255411,Coronary_EC
Agmo,F1_Young,5.35507445883433e-6,0.895833333333333,shared,3.37321072983174e-10,0.830795739348371,Coronary_EC
Airn,F1_Young,9.24773298898316e-48,0.909567901234568,shared,1.9835354437912303e-15,0.286438679245283,Coronary_EC
Apbb2,F1_Young,0.0958632628463106,0.536722931247427,shared,0.00272122139530676,0.577171085690639,Coronary_EC
Auts2,F1_Young,0.0949567757993944,0.610042735042735,shared,0.0187749116291585,0.603556485355649,Coronary_EC
Cdk14,F1_Young,0.025000133782151,0.635507246376812,shared,0.00398424388136584,0.640897369778236,Coronary_EC
Cdk6,F1_Young,2.77515981021824e-5,0.196969696969697,shared,2.7870220347705e-4,0.284,Coronary_EC
Clic4,F1_Young,0.0105326389860762,0.364994789161456,shared,0.0132188055592755,0.392353039203433,Coronary_EC
Cmah,F1_Young,1.30939602798521e-13,0.0451388888888889,shared,5.33746390629786e-17,0.0632911392405063,Coronary_EC
Cst3,F1_Young,0.00668937876726085,0.761044176706827,shared,5.78356071460908e-5,0.784722222222222,Coronary_EC
Cxcl12,F1_Young,0.0161351561289295,0.34349593495935,shared,0.0720388909701226,0.316239316239316,Coronary_EC
Epb41l4a,F1_Young,1.9146526585348e-4,0.269423558897243,shared,1.10797875222782e-7,0.277826725403818,Coronary_EC
Ext1,F1_Young,2.82247741984647e-5,0.393252828185108,shared,1.15156361526853e-6,0.397916417517811,Coronary_EC
Fas,F1_Young,0.0117207751244476,0.700913242009132,shared,7.7069581199739e-4,0.737903225806452,Coronary_EC
Gda,F1_Young,0.0217528315827292,0.353260869565217,shared,0.0495627177020195,0.355981994787965,Coronary_EC
Gm56730,F1_Young,5.93725415070373e-20,1,shared,8.313728953591329e-45,0.992,Coronary_EC
Grb10,F1_Young,6.294754320885e-23,0.0704607046070461,shared,0.0187749116291585,0.666666666666667,Coronary_EC
Hdac9,F1_Young,4.0350540650871895e-19,0.745044509980612,shared,5.2864071585745e-17,0.71075958541712,Coronary_EC
Kcnc2,F1_Young,9.57243202583398e-21,1,shared,3.6079777054040494e-30,0.998305084745763,Coronary_EC
Kcnq1ot1,F1_Young,1.6272556530551501e-9,0.85054347826087,shared,6.99769175849701e-7,0.299808429118774,Coronary_EC
Klf12,F1_Young,0.0617748080014282,0.393209381130729,shared,0.0369139888074228,0.432126010781671,Coronary_EC
Lpl,F1_Young,0.0253191856437203,0.388706739526412,shared,2.7817224153523e-4,0.363637782982045,Coronary_EC
Lrrc3b,F1_Young,2.73383148930864e-5,0.185135135135135,shared,5.33746390629786e-17,0.135416666666667,Coronary_EC
Ly6a,F1_Young,0.00156895578262343,0.726984126984127,shared,0.0103260678604796,0.669565217391304,Coronary_EC
Myzap,F1_Young,0.0161351561289295,0.266666666666667,shared,9.01906819292079e-7,0.291666666666667,Coronary_EC
Prkg1,F1_Young,3.57955248685756e-5,0.220289855072464,shared,3.77495683812247e-6,0.244154869154869,Coronary_EC
Serinc3,F1_Young,1.11926927970288e-10,0.288679245283019,shared,7.78612186556523e-7,0.330106302201974,Coronary_EC
Sparc,F1_Young,0.00185477111738136,0.271201814058957,shared,1.10797875222782e-7,0.280417212756662,Coronary_EC
Susd6,F1_Young,0.0021922007009287,0.359547738693467,shared,1.1179549037181e-4,0.336715867158672,Coronary_EC
Zeb1,F1_Young,9.55661108496288e-7,0.714430894308943,shared,2.00038923437355e-8,0.684799904999406,Coronary_EC
4732440D04Rik,F1_Aged,0.00884983672210139,0.317708333333333,aged_only,0.142250852254711,0.364864864864865,Coronary_EC
4732471J01Rik,F1_Aged,5.4634590503675e-4,0.308771929824561,aged_only,1,0.525900900900901,Coronary_EC
Acer2,F1_Aged,5.8830076299458e-4,0.36235632183908,aged_only,1,0.441537010843942,Coronary_EC
Actn1,F1_Aged,0.0606282873978179,0.73030303030303,aged_only,1,0.537634408602151,Coronary_EC
Adamtsl3,F1_Aged,0.00104987833023379,0.326923076923077,aged_only,0.341418143536843,0.325757575757576,Coronary_EC
Adgrl2,F1_Aged,0.0062111163396511,0.617460317460317,aged_only,0.406256588926296,0.537140439932318,Coronary_EC
Arb2a,F1_Aged,0.0971918076659626,0.420726144864076,aged_only,0.725560566056551,0.451127819548872,Coronary_EC
Arih1,F1_Aged,0.0968685575151035,0.414944903581267,aged_only,1,0.514367816091954,Coronary_EC
Cald1,F1_Aged,0.0245064445522018,0.382919621749409,aged_only,0.155672308788543,0.359663654618474,Coronary_EC
Car8,F1_Aged,0.012222717481823,0.617638266068759,aged_only,0.585745973523512,0.576851851851852,Coronary_EC
Casp4,F1_Aged,0.0092110150238831,0.28974358974359,aged_only,0.908690321328493,0.448275862068966,Coronary_EC
Cdc42,F1_Aged,0.0160253885820715,0.381461675579323,aged_only,1,0.423484848484848,Coronary_EC
Cep85l,F1_Aged,0.0745263009711821,0.568680660424846,aged_only,0.459259779235266,0.45405604719764,Coronary_EC
Cobll1,F1_Aged,0.0092110150238831,0.684738955823293,aged_only,0.257255962661624,0.656862745098039,Coronary_EC
