"gene","p_intercept","p_sex","pvalue","padj_intercept","padj_sex","padj"
"1110059E24Rik",0.251415517145272,0.911515711480583,0.251415517145272,0.505833010614668,0.98461105630204,0.505833010614668
"1500004A13Rik",0.294185129350277,0.978159223654069,0.294185129350277,0.555408339445621,0.997868347050335,0.555408339445621
"1600010M07Rik",0.693954932771642,0.716301667712225,0.693954932771642,0.857582736868512,0.946133535829903,0.857582736868512
"1600020E01Rik",0.0326436925148657,0.0554489400959122,0.0326436925148657,0.135312722970599,0.600845428048952,0.135312722970599
"1700025G04Rik",0.600924774511326,0.701178611439396,0.600924774511326,0.802233162011913,0.942165901112912,0.802233162011913
"2210408F21Rik",0.590548932622048,0.69228264462053,0.590548932622048,0.798691704600721,0.942165901112912,0.798691704600721
"2210408I21Rik",0.18638108305957,0.441450357658577,0.18638108305957,0.424153440231592,0.900867538445487,0.424153440231592
"2610035D17Rik",2.69633824667803e-05,0.0435373322055605,2.69633824667803e-05,0.000365422015572509,0.55226618672632,0.000365422015572509
"2610037D02Rik",0.00269776011172688,0.303455551700044,0.00269776011172688,0.0200252237368273,0.857916761388135,0.0200252237368273
"2610307P16Rik",0.475466586872158,0.560601249486725,0.475466586872158,0.713795821678463,0.923306665915487,0.713795821678463
"2700097O09Rik",0.0355586703437659,0.661094887606068,0.0355586703437659,0.144550927694199,0.93644782096121,0.144550927694199
"2900093K20Rik",0.876661897704726,0.0951361768012975,0.876661897704726,0.950441934441562,0.675157655872277,0.950441934441562
"3110056K07Rik",0.682096801532157,0.0205682531834166,0.682096801532157,0.851007931482579,0.4804704063348,0.851007931482579
"4632427E13Rik",0.491744794881729,0.206790287739867,0.491744794881729,0.725878212330893,0.788429546242689,0.725878212330893
"4732440D04Rik",2.36053896247116e-11,0.713328726074615,2.36053896247116e-11,1.20530550053451e-09,0.945679703725985,1.20530550053451e-09
"4732471J01Rik",0.332450338186594,0.414718327094189,0.332450338186594,0.593409766784333,0.898580814744786,0.593409766784333
"4833420G17Rik",3.8408009479754e-07,0.057172275683197,3.8408009479754e-07,8.45980339521378e-06,0.605882292617528,8.45980339521378e-06
