"gene","statistic","df","p_intercept","p_sex","pvalue","phi_raw","phi_used","padj_intercept","padj_sex","padj"
"Becn1",NA,239,0.548167867880273,0.137170247433269,0.548167867880273,1.07040405838553,1.46208791044446,0.6818962586881,0.805345362974549,0.6818962586881
"Bend6",NA,98,0.985715012821583,0.988281467631339,0.985715012821583,0.734693881430754,0.553621464292577,0.993628032515421,0.99779305161394,0.993628032515421
"Bend7",NA,410,0.00907520829518485,0.869747699375184,0.00907520829518485,1.13351341729417,1.54499949838798,0.0260326011296146,0.99779305161394,0.0260326011296146
"Best3",NA,416,2.25106539267634e-51,0.00197130339764562,2.25106539267634e-51,1.2548091038382,0.333242687177349,8.90296362803492e-50,0.0591204165891066,8.90296362803492e-50
"Bet1",NA,237,0.859871524766156,0.344742632254125,0.859871524766156,1.08436335644867,1.49719752610835,0.920065439418369,0.947375603810173,0.920065439418369
"Bfar",NA,330,0.0874817082961134,0.0874817082961136,0.0874817082961134,1.0905958050507,1.48970978958748,0.174012240697572,0.7016276934066,0.174012240697572
"Bhlhe40",NA,327,0.653453195815189,0.356360614806377,0.653453195815189,0.98364657683257,1.35070026309264,0.767436693378437,0.948029973903234,0.767436693378437
"Bhlhe41",NA,164,0.118326416340839,0.200167481903016,0.118326416340839,1.02446860308818,1.38295099002532,0.221333006977485,0.883338034323723,0.221333006977485
"Bicc1",NA,589,4.27201920535036e-15,0.680643495256092,4.27201920535036e-15,1.14677790533433,1.44105106395821,5.03414106731044e-14,0.996142041393041,5.03414106731044e-14
"Bicd1",NA,344,0.0295314122579861,0.287008275308852,0.0295314122579861,1.09774069000703,1.50016221264331,0.0711903911499184,0.929545053307997,0.0711903911499184
"Bicd2",NA,184,0.113590167554005,0.976344377530932,0.113590167554005,0.981870359058141,1.343714429005,0.213737312007654,0.99779305161394,0.213737312007654
"Bicra",NA,778,0.95290461471475,0.187935526902466,0.95290461471475,1.08032110822417,1.4917938997084,0.978091309530766,0.87061201628024,0.978091309530766
"Bicral",NA,807,0.0347494070712748,0.359960996549543,0.0347494070712748,1.0444591638781,1.4392494671153,0.0817146963757068,0.948029973903234,0.0817146963757068
"Bik",NA,174,9.54307183978062e-08,0.00454874043051907,9.54307183978062e-08,1.06361115118747,1.19794522321809,6.38356856259321e-07,0.121967921374257,6.38356856259321e-07
"Birc2",NA,595,0.0226929907614306,0.671018561199749,0.0226929907614306,1.03707671595672,1.42505783735486,0.0570298830573204,0.996142041393041,0.0570298830573204
"Birc6",NA,2000,7.91463246637322e-07,0.604317757698516,7.91463246637322e-07,1.06733428942092,1.4496170308088,4.79729829954116e-06,0.991107184409601,4.79729829954116e-06
"Blcap",NA,272,0.157577151347142,0.874126732800963,0.157577151347142,0.684955787441013,0.944487895640366,0.278222157847297,0.99779305161394,0.278222157847297
"Blmh",NA,214,0.686028579083996,0.471985049745242,0.686028579083996,1.04021296218342,1.43749945500275,0.794507475923046,0.978438868645559,0.794507475923046
"Bltp2",NA,642,0.801950563241102,0.623761382603809,0.801950563241102,1.04354106416924,1.44286201966196,0.880057247514395,0.991651155930097,0.880057247514395
"Bltp3a",NA,119,0.0259364680234448,0.585525307696933,0.0259364680234448,1.10020788619102,1.46110802524765,0.0640116886319653,0.987613618223665,0.0640116886319653
"Bltp3b",NA,1358,4.23312039650952e-12,0.434963295755425,4.23312039650952e-12,1.0847840539409,1.45285586978751,4.1021724148717e-11,0.964472650435138,4.1021724148717e-11
"Blvra",NA,114,0.00645386952219919,0.320045159015714,0.00645386952219919,1.09546862129494,1.40424905559553,0.0194476601602269,0.934543081763995,0.0194476601602269
"Bmal1",NA,163,0.254667091726165,0.781338721270619,0.254667091726165,1.09049213610963,1.48924500426633,0.396831656351434,0.996142041393041,0.396831656351434
"Bmp2k",NA,287,0.07595244378726,0.264297409930447,0.07595244378726,1.07204320546155,1.4680003879644,0.155074774408301,0.926376799253786,0.155074774408301
"Bmper",NA,85,0.027479640143346,0.0771499786525501,0.027479640143346,1.10564808579338,1.42509944292362,0.0671135325461573,0.672481550583282,0.0671135325461573
"Bmpr1a",NA,3030,0.00296779531406542,0.90908692223384,0.00296779531406542,1.47439581418982,1.90911908500819,0.00982742477624593,0.99779305161394,0.00982742477624593
"Bmpr2",NA,902,0.823159234481971,0.737352240142694,0.823159234481971,1.08368948986967,1.4967648596375,0.894240624172002,0.996142041393041,0.894240624172002
"Bms1",NA,307,0.495597756166498,0.091108964430801,0.495597756166498,1.02705601005323,1.40793676650587,0.638595520468662,0.714844256110178,0.638595520468662
"Bmt2",NA,365,0.0722713841169195,0.878330845239486,0.0722713841169195,1.0586308698016,1.45486031937139,0.149017047472097,0.99779305161394,0.149017047472097
"Bnc2",NA,410,2.4896193096452e-06,0.361504293453542,2.4896193096452e-06,1.17842047965826,1.51843775282109,1.42572950148731e-05,0.948029973903234,1.42572950148731e-05
"Bnip1",NA,151,0.439762416646336,0.768869161237526,0.439762416646336,0.98592475722649,1.36246062471802,0.589330066187635,0.996142041393041,0.589330066187635
"Bnip2",NA,155,0.719218593284318,0.371372172940243,0.719218593284318,1.05115217629399,1.45024659587057,0.821370737827678,0.948890925880987,0.821370737827678
"Bnip3",NA,1549,0.0068392575080447,0.918363583760262,0.0068392575080447,1.14362974927823,1.55153469677807,0.0204724794280543,0.99779305161394,0.0204724794280543
"Bnip3l",NA,204,0.213568481495975,0.312164039661362,0.213568481495975,1.07808676505455,1.47495126821325,0.347890094112014,0.934325567666477,0.347890094112014
"Bod1l",NA,625,0.386321241952222,0.973928951327603,0.386321241952222,1.07184507625137,1.48255103945365,0.536855101776636,0.99779305161394,0.536855101776636
"Bola3",NA,258,0.260770870515246,0.159227881179293,0.260770870515246,1.03040295435793,1.41550057482821,0.403461630469554,0.83974329507038,0.403461630469554
"Borcs5",NA,178,0.0112926654542595,0.0749092617418489,0.0112926654542595,1.10493690684406,1.45553176882618,0.0313558521257367,0.67073795315278,0.0313558521257367
"Borcs7",NA,312,0.119575957405778,0.840877702311588,0.119575957405778,1.03526806846575,1.42390783204612,0.22294539141537,0.99758743148873,0.22294539141537
"Bphl",NA,295,0.0190110065822064,0.773999405585166,0.0190110065822064,1.06639121650068,1.45232490308876,0.0493444010058253,0.996142041393041,0.0493444010058253
