"","AR","N","loglik0_disp","loglik1_disp","llr_disp","pval_disp","padj_disp"
"9530026P05Rik",0.65,15,-16.5701965492136,-16.3714226204195,-0.198773928794129,0.528358370162975,0.95599239006154
"Cacna1c",0.534,25,-24.4668357991709,-24.4632674382262,-0.00356836094471902,0.932675502499064,0.95599239006154
"Cacnb2",0.491656565656566,25,-46.8207868195731,-43.4486873779086,-3.37209944166449,0.00940530004014147,0.323250589711504
"Cald1",0.402797202797203,22,-25.7292196730526,-25.7287991260286,-0.000420547024024387,0.976863297391241,0.976863297391241
"Carmn",0.43702380952381,20,-22.3606090322738,-22.3438185739772,-0.0167904582965122,0.854601106165642,0.95599239006154
"Cped1",0.389583333333333,16,-14.3149234973579,-14.2454627341634,-0.0694607631945807,0.709355523479744,0.95599239006154
"Dlc1",0.429986772486772,30,-39.1974828177341,-39.1403348566952,-0.0571479610388721,0.735305313885826,0.95599239006154
"Ebf1",0.437053571428571,24,-28.1543360378864,-28.1303491829937,-0.0239868548927653,0.826627445113146,0.95599239006154
"Errfi1",0.403703703703704,18,-21.6965271758531,-21.3829393697847,-0.313587806068377,0.428393214451412,0.95599239006154
"Filip1",0.555555555555556,16,-17.5907369024824,-17.5840297987602,-0.00670710372214955,0.90779542172351,0.95599239006154
"Fry",0.363768115942029,23,-23.4025265895954,-23.284363152779,-0.118163436816324,0.626871718940547,0.95599239006154
"Gucy1a2",0.439814814814815,18,-19.4270723149127,-19.2838552329604,-0.143217081952315,0.592514716005055,0.95599239006154
"Itpr1",0.453787878787879,22,-19.8328174189426,-19.5297064121756,-0.303111006767057,0.436213845208497,0.95599239006154
"Kcnab1",0.342028730796847,27,-44.3409929208658,-42.219672504524,-2.1213204163418,0.0394208036233541,0.323250589711504
"Lhfpl6",0.430555555555556,18,-18.9668363692095,-18.8965283314884,-0.0703080377211265,0.707669316527401,0.95599239006154
"Lpp",0.60291737248259,23,-25.6216534176918,-25.5804432985688,-0.0412101191230683,0.774043982096588,0.95599239006154
"Malat1",0.477112539020512,32,-85.8200053218588,-85.8142217152301,-0.00578360662871091,0.914351883786656,0.95599239006154
"Mast4",0.454336829281212,29,-47.1762635374119,-47.1200673430367,-0.0561961943751896,0.737436703024782,0.95599239006154
"Msrb3",0.397789929368877,19,-21.6341874472105,-21.6263938687862,-0.00779357842422002,0.900643462087844,0.95599239006154
"Myh11",0.579777777777778,25,-30.8874849312207,-30.7993271924995,-0.0881577387212751,0.674558971046044,0.95599239006154
"Myom1",0.579437229437229,21,-25.839304134417,-25.8144455899471,-0.0248585444699039,0.823556293148737,0.95599239006154
"Pakap",0.503968253968254,21,-19.4095624246635,-19.3557104230394,-0.0538520016240938,0.742773390838133,0.95599239006154
"Pde3a",0.577612769245629,29,-46.2471125274928,-43.8426432739601,-2.40446925353275,0.0283124800139398,0.323250589711504
"Pdlim5",0.659495329232171,19,-23.7823851927194,-23.6276976286647,-0.15468756405475,0.578063885023329,0.95599239006154
"Plce1",0.567329545454546,16,-22.6083408817909,-22.2487446189845,-0.359596262806388,0.396408903161972,0.95599239006154
"Plcl1",0.393939393939394,22,-21.8537001147243,-20.673297115307,-1.18040299941728,0.124417891333459,0.850188924111967
"Ppp1r12a",0.40419411506368,23,-29.2266655380434,-29.1860783258652,-0.040587212178206,0.775712131441227,0.95599239006154
"Prkg1",0.18644685146786,28,-33.0120039276766,-32.9772930284296,-0.0347108992469387,0.792180507963089,0.95599239006154
"Rasal2",0.434210526315789,19,-18.7339503405505,-18.2463321731712,-0.487618167379296,0.323377714979513,0.95599239006154
"Rbpms",0.606419043919044,24,-31.1836092666725,-30.6036033757394,-0.58000589093314,0.281463096990732,0.95599239006154
"Rgs6",0.410714285714286,14,-15.8653629042946,-15.652578124445,-0.212784779849633,0.514170944319252,0.95599239006154
"Rock1",0.557142857142857,21,-22.2062574968216,-22.1930379576708,-0.0132195391507999,0.870832616291791,0.95599239006154
"Ryr2",0.453703703703704,18,-16.1496501171346,-15.9318656221885,-0.217784494946127,0.509268905517456,0.95599239006154
"Slc8a1",0.413941798941799,30,-38.2848578777855,-37.6139076733807,-0.670950204404811,0.24669910518076,0.95599239006154
"Sorbs2",0.53921568627451,17,-25.3505468099051,-25.0465741308668,-0.303972679038274,0.435562469561524,0.95599239006154
"Syne1",0.623529411764706,17,-18.4573385229725,-18.1040570431868,-0.353281479785686,0.400587192756046,0.95599239006154
"Synpo2",0.474074074074074,18,-21.2261759786877,-21.0625824580363,-0.163593520651357,0.567320173605269,0.95599239006154
"Tpm1",0.59469696969697,22,-25.5063844221107,-23.2982905951466,-2.20809382696413,0.0355994889817981,0.323250589711504
"Utrn",0.535493827160494,27,-27.2252693091378,-27.1721279276012,-0.0531413815366761,0.744416507266393,0.95599239006154
"Zbtb16",0.552631578947368,19,-19.0284166432611,-19.0132401966175,-0.0151764466436184,0.86169192563966,0.95599239006154
"Zfpm2",0.689814814814815,18,-19.4240530500729,-16.673038495906,-2.75101455416695,0.018994420869305,0.323250589711504
