gene,sex,ratio,celltype,condition
Fhl2,F,0.6363636363636364,Cardiomyocyte,F1_Aged
Fhl2,F,0.18181818181818182,Cardiomyocyte,F1_Aged
Fhl2,F,0.5263157894736842,Cardiomyocyte,F1_Aged
Fhl2,F,0.5714285714285714,Cardiomyocyte,F1_Aged
Fhl2,F,0.7692307692307693,Cardiomyocyte,F1_Aged
Fhl2,F,0.5625,Cardiomyocyte,F1_Aged
Fhl2,F,0.625,Cardiomyocyte,F1_Aged
Fhl2,F,0.75,Cardiomyocyte,F1_Aged
Fhl2,F,0.6363636363636364,Cardiomyocyte,F1_Aged
Fhl2,F,0.578125,Cardiomyocyte,F1_Aged
Fhl2,F,0.625,Cardiomyocyte,F1_Aged
Fhl2,F,0.7708333333333334,Cardiomyocyte,F1_Aged
Fhl2,F,0.8823529411764706,Cardiomyocyte,F1_Aged
Fhl2,F,0.8,Cardiomyocyte,F1_Aged
Fhl2,F,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,F,0.5238095238095238,Cardiomyocyte,F1_Aged
Fhl2,F,0.8260869565217391,Cardiomyocyte,F1_Aged
Fhl2,F,0.3,Cardiomyocyte,F1_Aged
Fhl2,F,0.42857142857142855,Cardiomyocyte,F1_Aged
Fhl2,F,0.38461538461538464,Cardiomyocyte,F1_Aged
Fhl2,F,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,F,0.43478260869565216,Cardiomyocyte,F1_Aged
Fhl2,F,0.4166666666666667,Cardiomyocyte,F1_Aged
Fhl2,F,0.6216216216216216,Cardiomyocyte,F1_Aged
Fhl2,F,0.7619047619047619,Cardiomyocyte,F1_Aged
Fhl2,F,0.7352941176470589,Cardiomyocyte,F1_Aged
Fhl2,F,0.6285714285714286,Cardiomyocyte,F1_Aged
Fhl2,F,0.6027397260273972,Cardiomyocyte,F1_Aged
Fhl2,F,0.46875,Cardiomyocyte,F1_Aged
Fhl2,F,0.7272727272727273,Cardiomyocyte,F1_Aged
Fhl2,F,0.6363636363636364,Cardiomyocyte,F1_Aged
Fhl2,F,0.5,Cardiomyocyte,F1_Aged
Fhl2,F,0.8,Cardiomyocyte,F1_Aged
Fhl2,F,0.6,Cardiomyocyte,F1_Aged
Fhl2,F,0.6875,Cardiomyocyte,F1_Aged
Fhl2,F,0.8,Cardiomyocyte,F1_Aged
Fhl2,F,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,F,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,F,0.6226415094339622,Cardiomyocyte,F1_Aged
Fhl2,F,0.717391304347826,Cardiomyocyte,F1_Aged
Fhl2,F,0.7708333333333334,Cardiomyocyte,F1_Aged
Fhl2,F,0.5294117647058824,Cardiomyocyte,F1_Aged
Fhl2,F,0.7857142857142857,Cardiomyocyte,F1_Aged
Fhl2,F,0.609375,Cardiomyocyte,F1_Aged
Fhl2,F,0.3,Cardiomyocyte,F1_Aged
Fhl2,F,0.5454545454545454,Cardiomyocyte,F1_Aged
Fhl2,F,0.8,Cardiomyocyte,F1_Aged
Fhl2,F,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,F,0.6129032258064516,Cardiomyocyte,F1_Aged
Fhl2,F,0.4166666666666667,Cardiomyocyte,F1_Aged
Fhl2,F,0.78125,Cardiomyocyte,F1_Aged
Fhl2,F,0.38461538461538464,Cardiomyocyte,F1_Aged
Fhl2,F,0.38235294117647056,Cardiomyocyte,F1_Aged
Fhl2,F,0.527027027027027,Cardiomyocyte,F1_Aged
Fhl2,F,0.5806451612903226,Cardiomyocyte,F1_Aged
Fhl2,F,0.8461538461538461,Cardiomyocyte,F1_Aged
Fhl2,F,0.5512820512820513,Cardiomyocyte,F1_Aged
Fhl2,F,0.6470588235294118,Cardiomyocyte,F1_Aged
Fhl2,F,0.4444444444444444,Cardiomyocyte,F1_Aged
Fhl2,F,0.4,Cardiomyocyte,F1_Aged
Fhl2,F,0.7419354838709677,Cardiomyocyte,F1_Aged
Fhl2,F,0.5217391304347826,Cardiomyocyte,F1_Aged
Fhl2,F,0.7142857142857143,Cardiomyocyte,F1_Aged
Fhl2,F,0.36363636363636365,Cardiomyocyte,F1_Aged
Fhl2,F,0.7281553398058253,Cardiomyocyte,F1_Aged
Fhl2,F,0.2,Cardiomyocyte,F1_Aged
Fhl2,F,0.6333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.3333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.7611940298507462,Cardiomyocyte,F1_Aged
Fhl2,M,0.5555555555555556,Cardiomyocyte,F1_Aged
Fhl2,M,0.6341463414634146,Cardiomyocyte,F1_Aged
Fhl2,M,0.6842105263157895,Cardiomyocyte,F1_Aged
Fhl2,M,0.7391304347826086,Cardiomyocyte,F1_Aged
Fhl2,M,0.696969696969697,Cardiomyocyte,F1_Aged
Fhl2,M,0.7878787878787878,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.2727272727272727,Cardiomyocyte,F1_Aged
Fhl2,M,0.29411764705882354,Cardiomyocyte,F1_Aged
Fhl2,M,0.18181818181818182,Cardiomyocyte,F1_Aged
Fhl2,M,0.65,Cardiomyocyte,F1_Aged
Fhl2,M,0.9583333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.5555555555555556,Cardiomyocyte,F1_Aged
Fhl2,M,0.6842105263157895,Cardiomyocyte,F1_Aged
Fhl2,M,0.4,Cardiomyocyte,F1_Aged
Fhl2,M,0.4,Cardiomyocyte,F1_Aged
Fhl2,M,0.75,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,0.7971014492753623,Cardiomyocyte,F1_Aged
Fhl2,M,0.9642857142857143,Cardiomyocyte,F1_Aged
Fhl2,M,0.2,Cardiomyocyte,F1_Aged
Fhl2,M,0.1111111111111111,Cardiomyocyte,F1_Aged
Fhl2,M,0.7222222222222222,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.625,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.8571428571428571,Cardiomyocyte,F1_Aged
Fhl2,M,0.25,Cardiomyocyte,F1_Aged
Fhl2,M,0.4897959183673469,Cardiomyocyte,F1_Aged
Fhl2,M,0.8222222222222222,Cardiomyocyte,F1_Aged
Fhl2,M,0.8571428571428571,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.7894736842105263,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,0.9565217391304348,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,0.75,Cardiomyocyte,F1_Aged
Fhl2,M,0.45714285714285713,Cardiomyocyte,F1_Aged
Fhl2,M,0.6,Cardiomyocyte,F1_Aged
Fhl2,M,0.9,Cardiomyocyte,F1_Aged
Fhl2,M,0.88,Cardiomyocyte,F1_Aged
Fhl2,M,0.723404255319149,Cardiomyocyte,F1_Aged
Fhl2,M,0.6,Cardiomyocyte,F1_Aged
Fhl2,M,0.7692307692307693,Cardiomyocyte,F1_Aged
Fhl2,M,0.5909090909090909,Cardiomyocyte,F1_Aged
Fhl2,M,0.8181818181818182,Cardiomyocyte,F1_Aged
Fhl2,M,0.84,Cardiomyocyte,F1_Aged
Fhl2,M,0.6470588235294118,Cardiomyocyte,F1_Aged
Fhl2,M,0.84375,Cardiomyocyte,F1_Aged
Fhl2,M,0.25,Cardiomyocyte,F1_Aged
Fhl2,M,0.7678571428571429,Cardiomyocyte,F1_Aged
Fhl2,M,0.42857142857142855,Cardiomyocyte,F1_Aged
Fhl2,M,0.6,Cardiomyocyte,F1_Aged
Fhl2,M,0.1,Cardiomyocyte,F1_Aged
Fhl2,M,0.782608695652174,Cardiomyocyte,F1_Aged
Fhl2,M,0.8823529411764706,Cardiomyocyte,F1_Aged
Fhl2,M,0.8947368421052632,Cardiomyocyte,F1_Aged
Fhl2,M,0.2,Cardiomyocyte,F1_Aged
Fhl2,M,0.2222222222222222,Cardiomyocyte,F1_Aged
Fhl2,M,0.5833333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.9411764705882353,Cardiomyocyte,F1_Aged
Fhl2,M,0.47619047619047616,Cardiomyocyte,F1_Aged
Fhl2,M,0.6206896551724138,Cardiomyocyte,F1_Aged
Fhl2,M,0.36,Cardiomyocyte,F1_Aged
Fhl2,M,0.75,Cardiomyocyte,F1_Aged
Fhl2,M,0.043478260869565216,Cardiomyocyte,F1_Aged
Fhl2,M,0.9,Cardiomyocyte,F1_Aged
Fhl2,M,0.6153846153846154,Cardiomyocyte,F1_Aged
Fhl2,M,0.5714285714285714,Cardiomyocyte,F1_Aged
Fhl2,M,0.4375,Cardiomyocyte,F1_Aged
Fhl2,M,0.8571428571428571,Cardiomyocyte,F1_Aged
Fhl2,M,0.06666666666666667,Cardiomyocyte,F1_Aged
Fhl2,M,0.19047619047619047,Cardiomyocyte,F1_Aged
Fhl2,M,0.9565217391304348,Cardiomyocyte,F1_Aged
Fhl2,M,0.7058823529411765,Cardiomyocyte,F1_Aged
Fhl2,M,0.2777777777777778,Cardiomyocyte,F1_Aged
Fhl2,M,0.3125,Cardiomyocyte,F1_Aged
Fhl2,M,0.23529411764705882,Cardiomyocyte,F1_Aged
Fhl2,M,0.9375,Cardiomyocyte,F1_Aged
Fhl2,M,0.47619047619047616,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.75,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.72,Cardiomyocyte,F1_Aged
Fhl2,M,0.7142857142857143,Cardiomyocyte,F1_Aged
Fhl2,M,0.64,Cardiomyocyte,F1_Aged
Fhl2,M,0.6296296296296297,Cardiomyocyte,F1_Aged
Fhl2,M,0.375,Cardiomyocyte,F1_Aged
Fhl2,M,0.5294117647058824,Cardiomyocyte,F1_Aged
Fhl2,M,0.5333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.13333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.14285714285714285,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.8297872340425532,Cardiomyocyte,F1_Aged
Fhl2,M,0.7333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.5862068965517241,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.9743589743589743,Cardiomyocyte,F1_Aged
Fhl2,M,0.5675675675675675,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.7647058823529411,Cardiomyocyte,F1_Aged
Fhl2,M,0.66,Cardiomyocyte,F1_Aged
Fhl2,M,0.6956521739130435,Cardiomyocyte,F1_Aged
Fhl2,M,0.32,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.7272727272727273,Cardiomyocyte,F1_Aged
Fhl2,M,0.7096774193548387,Cardiomyocyte,F1_Aged
Fhl2,M,0.7142857142857143,Cardiomyocyte,F1_Aged
Fhl2,M,0.8787878787878788,Cardiomyocyte,F1_Aged
Fhl2,M,0.8533333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.3783783783783784,Cardiomyocyte,F1_Aged
Fhl2,M,0.3125,Cardiomyocyte,F1_Aged
Fhl2,M,0.4666666666666667,Cardiomyocyte,F1_Aged
Fhl2,M,0.13793103448275862,Cardiomyocyte,F1_Aged
Fhl2,M,0.3125,Cardiomyocyte,F1_Aged
Fhl2,M,0.6190476190476191,Cardiomyocyte,F1_Aged
Fhl2,M,0.9318181818181818,Cardiomyocyte,F1_Aged
Fhl2,M,0.7407407407407407,Cardiomyocyte,F1_Aged
Fhl2,M,0.2777777777777778,Cardiomyocyte,F1_Aged
Fhl2,M,0.4166666666666667,Cardiomyocyte,F1_Aged
Fhl2,M,0.5882352941176471,Cardiomyocyte,F1_Aged
Fhl2,M,0.36363636363636365,Cardiomyocyte,F1_Aged
Fhl2,M,0.8275862068965517,Cardiomyocyte,F1_Aged
Fhl2,M,0.2,Cardiomyocyte,F1_Aged
Fhl2,M,0.42857142857142855,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.05555555555555555,Cardiomyocyte,F1_Aged
Fhl2,M,0.47368421052631576,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.3076923076923077,Cardiomyocyte,F1_Aged
Fhl2,M,0.25,Cardiomyocyte,F1_Aged
Fhl2,M,0.46153846153846156,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.609375,Cardiomyocyte,F1_Aged
Fhl2,M,0.9,Cardiomyocyte,F1_Aged
Fhl2,M,0.5925925925925926,Cardiomyocyte,F1_Aged
Fhl2,M,0.38235294117647056,Cardiomyocyte,F1_Aged
Fhl2,M,0.42857142857142855,Cardiomyocyte,F1_Aged
Fhl2,M,0.7,Cardiomyocyte,F1_Aged
Fhl2,M,0.7931034482758621,Cardiomyocyte,F1_Aged
Fhl2,M,0.125,Cardiomyocyte,F1_Aged
Fhl2,M,0.7708333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.14285714285714285,Cardiomyocyte,F1_Aged
Fhl2,M,0.8070175438596491,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.29545454545454547,Cardiomyocyte,F1_Aged
Fhl2,M,0.6,Cardiomyocyte,F1_Aged
Fhl2,M,0.36363636363636365,Cardiomyocyte,F1_Aged
Fhl2,M,0.5818181818181818,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.46808510638297873,Cardiomyocyte,F1_Aged
Fhl2,M,0.7849462365591398,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.9487179487179487,Cardiomyocyte,F1_Aged
Fhl2,M,0.26666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.09090909090909091,Cardiomyocyte,F1_Aged
Fhl2,M,0.8888888888888888,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,0.21568627450980393,Cardiomyocyte,F1_Aged
Fhl2,M,0.7906976744186046,Cardiomyocyte,F1_Aged
Fhl2,M,0.5882352941176471,Cardiomyocyte,F1_Aged
Fhl2,M,0.5833333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.8979591836734694,Cardiomyocyte,F1_Aged
Fhl2,M,0.7692307692307693,Cardiomyocyte,F1_Aged
Fhl2,M,0.14285714285714285,Cardiomyocyte,F1_Aged
Fhl2,M,0.7037037037037037,Cardiomyocyte,F1_Aged
Fhl2,M,0.8055555555555556,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.8181818181818182,Cardiomyocyte,F1_Aged
Fhl2,M,0.6382978723404256,Cardiomyocyte,F1_Aged
Fhl2,M,0.7,Cardiomyocyte,F1_Aged
Fhl2,M,0.19047619047619047,Cardiomyocyte,F1_Aged
Fhl2,M,0.48148148148148145,Cardiomyocyte,F1_Aged
Fhl2,M,0.9166666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,0.9615384615384616,Cardiomyocyte,F1_Aged
Fhl2,M,0.3684210526315789,Cardiomyocyte,F1_Aged
Fhl2,M,0.76,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.8709677419354839,Cardiomyocyte,F1_Aged
Fhl2,M,0.5263157894736842,Cardiomyocyte,F1_Aged
Fhl2,M,0.1875,Cardiomyocyte,F1_Aged
Fhl2,M,0.6617647058823529,Cardiomyocyte,F1_Aged
Fhl2,M,0.3157894736842105,Cardiomyocyte,F1_Aged
Fhl2,M,0.3333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.8518518518518519,Cardiomyocyte,F1_Aged
Fhl2,M,0.3333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.7,Cardiomyocyte,F1_Aged
Fhl2,M,0.06451612903225806,Cardiomyocyte,F1_Aged
Fhl2,M,0.5102040816326531,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.6428571428571429,Cardiomyocyte,F1_Aged
Fhl2,M,0.625,Cardiomyocyte,F1_Aged
Fhl2,M,0.6901408450704225,Cardiomyocyte,F1_Aged
Fhl2,M,0.8823529411764706,Cardiomyocyte,F1_Aged
Fhl2,M,0.8125,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.6363636363636364,Cardiomyocyte,F1_Aged
Fhl2,M,0.45454545454545453,Cardiomyocyte,F1_Aged
Fhl2,M,0.3333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.875,Cardiomyocyte,F1_Aged
Fhl2,M,0.43859649122807015,Cardiomyocyte,F1_Aged
Fhl2,M,0.5714285714285714,Cardiomyocyte,F1_Aged
Fhl2,M,0.9298245614035088,Cardiomyocyte,F1_Aged
Fhl2,M,0.15,Cardiomyocyte,F1_Aged
Fhl2,M,0.4,Cardiomyocyte,F1_Aged
Fhl2,M,0.4358974358974359,Cardiomyocyte,F1_Aged
Fhl2,M,0.3,Cardiomyocyte,F1_Aged
Fhl2,M,0.8958333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.5454545454545454,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.2,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,0.44660194174757284,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,0.6956521739130435,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.6296296296296297,Cardiomyocyte,F1_Aged
Fhl2,M,0.017543859649122806,Cardiomyocyte,F1_Aged
Fhl2,M,0.8421052631578947,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.4631578947368421,Cardiomyocyte,F1_Aged
Fhl2,M,0.3333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.618421052631579,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.3888888888888889,Cardiomyocyte,F1_Aged
Fhl2,M,0.6111111111111112,Cardiomyocyte,F1_Aged
Fhl2,M,0.7058823529411765,Cardiomyocyte,F1_Aged
Fhl2,M,0.37037037037037035,Cardiomyocyte,F1_Aged
Fhl2,M,0.3488372093023256,Cardiomyocyte,F1_Aged
Fhl2,M,0.16666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.35294117647058826,Cardiomyocyte,F1_Aged
Fhl2,M,0.3793103448275862,Cardiomyocyte,F1_Aged
Fhl2,M,0.8095238095238095,Cardiomyocyte,F1_Aged
Fhl2,M,0.34782608695652173,Cardiomyocyte,F1_Aged
Fhl2,M,0.7142857142857143,Cardiomyocyte,F1_Aged
Fhl2,M,0.8823529411764706,Cardiomyocyte,F1_Aged
Fhl2,M,0.46153846153846156,Cardiomyocyte,F1_Aged
Fhl2,M,0.9375,Cardiomyocyte,F1_Aged
Fhl2,M,0.45454545454545453,Cardiomyocyte,F1_Aged
Fhl2,M,0.46153846153846156,Cardiomyocyte,F1_Aged
Fhl2,M,0.35714285714285715,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.6428571428571429,Cardiomyocyte,F1_Aged
Fhl2,M,0.05,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.4117647058823529,Cardiomyocyte,F1_Aged
Fhl2,M,0.9333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.84,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.8076923076923077,Cardiomyocyte,F1_Aged
Fhl2,M,0.5454545454545454,Cardiomyocyte,F1_Aged
Fhl2,M,0.65625,Cardiomyocyte,F1_Aged
Fhl2,M,0.75,Cardiomyocyte,F1_Aged
Fhl2,M,0.375,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,0.8205128205128205,Cardiomyocyte,F1_Aged
Fhl2,M,0.7272727272727273,Cardiomyocyte,F1_Aged
Fhl2,M,0.5925925925925926,Cardiomyocyte,F1_Aged
Fhl2,M,0.8055555555555556,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,0.42857142857142855,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.5263157894736842,Cardiomyocyte,F1_Aged
Fhl2,M,0.7971014492753623,Cardiomyocyte,F1_Aged
Fhl2,M,0.8571428571428571,Cardiomyocyte,F1_Aged
Fhl2,M,0.7567567567567568,Cardiomyocyte,F1_Aged
Fhl2,M,0.8148148148148148,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.631578947368421,Cardiomyocyte,F1_Aged
Fhl2,M,0.47058823529411764,Cardiomyocyte,F1_Aged
Fhl2,M,0.42857142857142855,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.46153846153846156,Cardiomyocyte,F1_Aged
Fhl2,M,0.7547169811320755,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,0.6190476190476191,Cardiomyocyte,F1_Aged
Fhl2,M,0.2857142857142857,Cardiomyocyte,F1_Aged
Fhl2,M,0.5666666666666667,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.7272727272727273,Cardiomyocyte,F1_Aged
Fhl2,M,0.5882352941176471,Cardiomyocyte,F1_Aged
Fhl2,M,0.8260869565217391,Cardiomyocyte,F1_Aged
Fhl2,M,0.125,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.6923076923076923,Cardiomyocyte,F1_Aged
Fhl2,M,0.07692307692307693,Cardiomyocyte,F1_Aged
Fhl2,M,0.84375,Cardiomyocyte,F1_Aged
Fhl2,M,0.5833333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.42857142857142855,Cardiomyocyte,F1_Aged
Fhl2,M,0.7361111111111112,Cardiomyocyte,F1_Aged
Fhl2,M,0.9795918367346939,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.4,Cardiomyocyte,F1_Aged
Fhl2,M,0.09090909090909091,Cardiomyocyte,F1_Aged
Fhl2,M,0.7894736842105263,Cardiomyocyte,F1_Aged
Fhl2,M,0.6862745098039216,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,0.48,Cardiomyocyte,F1_Aged
Fhl2,M,0.7692307692307693,Cardiomyocyte,F1_Aged
Fhl2,M,0.2222222222222222,Cardiomyocyte,F1_Aged
Fhl2,M,0.38,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0.7358490566037735,Cardiomyocyte,F1_Aged
Fhl2,M,0.6071428571428571,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.8333333333333334,Cardiomyocyte,F1_Aged
Fhl2,M,0.875,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.15789473684210525,Cardiomyocyte,F1_Aged
Fhl2,M,0.7777777777777778,Cardiomyocyte,F1_Aged
Fhl2,M,0.15384615384615385,Cardiomyocyte,F1_Aged
Fhl2,M,0.85,Cardiomyocyte,F1_Aged
Fhl2,M,0.574468085106383,Cardiomyocyte,F1_Aged
Fhl2,M,0.9230769230769231,Cardiomyocyte,F1_Aged
Fhl2,M,0.6888888888888889,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,0.1111111111111111,Cardiomyocyte,F1_Aged
Fhl2,M,0.926829268292683,Cardiomyocyte,F1_Aged
Fhl2,M,0.6829268292682927,Cardiomyocyte,F1_Aged
Fhl2,M,0.3333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.5,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.8214285714285714,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.8947368421052632,Cardiomyocyte,F1_Aged
Fhl2,M,0.8297872340425532,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.6666666666666666,Cardiomyocyte,F1_Aged
Fhl2,M,0.8846153846153846,Cardiomyocyte,F1_Aged
Fhl2,M,0.1111111111111111,Cardiomyocyte,F1_Aged
Fhl2,M,0.8571428571428571,Cardiomyocyte,F1_Aged
Fhl2,M,0.6785714285714286,Cardiomyocyte,F1_Aged
Fhl2,M,0.10526315789473684,Cardiomyocyte,F1_Aged
Fhl2,M,0.25,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
Fhl2,M,0.375,Cardiomyocyte,F1_Aged
Fhl2,M,0.375,Cardiomyocyte,F1_Aged
Fhl2,M,0.9767441860465116,Cardiomyocyte,F1_Aged
Fhl2,M,0.2727272727272727,Cardiomyocyte,F1_Aged
Fhl2,M,0.8,Cardiomyocyte,F1_Aged
Fhl2,M,0,Cardiomyocyte,F1_Aged
Fhl2,M,0.9333333333333333,Cardiomyocyte,F1_Aged
Fhl2,M,0.5365853658536586,Cardiomyocyte,F1_Aged
Fhl2,M,0.625,Cardiomyocyte,F1_Aged
Fhl2,M,0.5555555555555556,Cardiomyocyte,F1_Aged
Fhl2,M,0.5882352941176471,Cardiomyocyte,F1_Aged
Fhl2,M,0.9523809523809523,Cardiomyocyte,F1_Aged
Fhl2,M,0.05405405405405406,Cardiomyocyte,F1_Aged
Fhl2,M,0.45454545454545453,Cardiomyocyte,F1_Aged
Fhl2,M,1,Cardiomyocyte,F1_Aged
