N,AR,tot_gene_mean,tot_gene_variance,alpha,beta,bb_mu,bb_theta,phi,id,theta_smoothed,thetaCorrected,theta_common,resid,AR.1,N.1,log2FC,loglik0_disp,loglik1_disp,llr_disp,pval_disp,padj_disp
69,0.3659420289855072,1.2463768115942029,0.42369991474850827,3.7246548874456136e-4,6.285355122564407e-4,0.37209302325581645,998.9999999999991,1.5020533858208118,1,942.7595192783384,996.6256127968168,942.7595192783384,56.240480721660674,NA,69,-0.7548875021634713,-67.20698111506134,-67.37326663020421,0.16628551514287437,1,1
92,0.4630434782608696,1.4891304347826089,1.153726708074537,0.03786910081962517,0.037320273271514735,0.5036496350364958,13.29975162165683,1.455937423701582,2,111.72261228162976,78.19934628253431,111.72261228162976,-98.42286065997294,NA,92,0.02106161552783048,-129.6449402953046,-125.08030974189089,-4.564630553413707,0,0
169,0.4797830374753451,1.822485207100592,1.3968723584108202,0.09325277419252331,0.09086167742913322,0.5064935064638588,5.431404168397037,1.6948921126940146,3,4.261516250854504,4.852726321600689,4.261516250854504,1.1698879175425336,NA,169,0.03747470541866238,-193.13694992106815,-196.54145688748577,3.404506966417614,1,1
223,0.509785393978219,2.1793721973094167,2.4361491536379387,0.5666641473245284,0.6255383444026833,0.47530864199383593,0.8387836856063293,1.537837608576733,4,1.201876941641444,1.1054374591617953,1.201876941641444,-0.3630932560351148,NA,223,-0.142604395442801,-256.2647392900854,-253.71936697265346,-2.5453723174319407,0,0
53,0.5849056603773585,1.3018867924528301,0.33018867924528306,5.947976962469726e-4,4.0620330475402936e-4,0.5942028985507251,998.9999999999991,1.7065959675840383,5,780.5160415396734,890.3989796200391,780.5160415396734,218.48395846032565,NA,53,0.5501970825604787,-49.344723660622215,-49.60688720023776,0.2621635396155426,1,1
46,0.42028985507246375,1.434782608695652,0.5178743961352653,3.943337276670612e-4,6.066672733339406e-4,0.39393939393939376,998.9999999999991,1.5646796686805098,6,224.13225997215494,526.1145307543569,224.13225997215494,774.8677400278441,NA,46,-0.621488376746266,-53.58011515972014,-56.96848530124838,3.3883701415282417,1,1
95,0.8403508771929824,1.2736842105263158,0.3923852183650615,0.24813349446261987,0.06461809752188159,0.7933884297379251,3.1974257705762708,1.229436183256479,7,878.0393497902303,576.0981165891518,878.0393497902303,-874.841924019654,NA,95,1.9411063109464335,-56.44614614554101,-55.609554581551215,-0.8365915639897921,0,0
135,0.43333333333333324,1.4370370370370371,0.740409065782203,0.09591301758166698,0.12560038016646785,0.4329896907216511,4.514399626233986,1.3531702308437448,8,217.88689624167716,144.3727071310953,217.88689624167716,-213.37249661544317,NA,135,-0.3890422907459008,-230.12898661470828,-219.9202450354266,-10.208741579281678,0,0
71,0.507981220657277,1.6619718309859153,1.1126760563380274,5.174666191676997e-4,4.8353438183330215e-4,0.5169491525485316,998.9999999999991,1.7423243891263904,9,15.156452168310103,389.29056231011106,15.156452168310103,983.843547831689,NA,71,0.09784732339813962,-80.82164832658674,-112.0580416956449,31.236393369058163,1,1
67,0.5970149253731343,1.283582089552239,0.4183627317955674,6.285355122564429e-4,3.72465488744559e-4,0.6279069767441859,998.9999999999991,1.4584003608467326,10,846.7326022205559,933.7533406070858,846.7326022205559,152.26739777944317,NA,67,0.7548875021634713,-86.54501456904386,-87.1309298451551,0.585915276111237,1,1
57,0.4251461988304094,1.3157894736842106,0.5413533834586478,4.1374708041999245e-4,5.872539205810095e-4,0.41333333333957206,998.9999999999991,1.4116903130565837,11,724.8875129890874,853.9769836244567,724.8875129890874,274.11248701091165,NA,57,-0.5052353082504233,-79.87348079627387,-80.85497008928029,0.981489293006419,1,1
173,0.49894026974951844,1.5375722543352601,0.750033606667564,0.0679357861149661,0.07107128393566509,0.48872180451124925,7.1938786972185325,1.4720450875951645,12,60.80631379144485,42.54393066510145,60.80631379144485,-53.61243509422632,NA,173,-0.06509502822188473,-262.6243145986895,-251.17440658896254,-11.449908009726983,0,0
232,0.3706161056376574,2.383620689655172,3.7439729810419533,0.4669161098140469,0.7568024149095569,0.3815551537225501,0.817181385912145,1.6216735847983794,13,0.8166536299960747,0.8450145136349535,0.8166536299960747,5.277559160702383e-4,NA,232,-0.6967533261787117,-252.07844129264674,-252.71755368933387,0.6391123966871248,1,1
48,0.3611111111111111,1.3125,0.4321808510638298,3.9722261944510743e-4,6.037783815558944e-4,0.396825396825662,998.9999999999991,1.5466968277834987,14,738.3648113503555,862.8010550089623,738.3648113503555,260.6351886496436,NA,48,-0.6040713236688591,-51.77030953368646,-52.23606605425953,0.4657565205730734,1,1
