"","AR","N","log2FC","llr","pval","padj"
"Ablim1",0.49025974025974,33,0,13.9822366675003,1,1
"Airn",0.242753623188406,23,-0.84799690655495,5.10316754963659,1,1
"Akap13",0.461805555555556,24,-0.371968777386958,13.9249929039981,1,1
"Akt3",0.375,26,-0.584962500721156,3.33819701393256,1,1
"Ankrd11",0.508558558558559,37,-0.270089163367744,10.3993590515784,1,1
"Ankrd44",0.405691056910569,41,-0.189033824390017,6.49574577040202,1,1
"Apbb1ip",0.264603174603175,30,-1.28950661719498,-1.00889230740901,0.155465817723499,0.752253956726608
"App",0.537719298245614,19,0.637429920615292,-10.1285459301984,6.7702031772542e-06,0.00033851015886271
"Arb2a",0.495454545454545,33,-0.472068444315223,24.7298034397467,1,1
"Arhgap15",0.480880230880231,48,-0.274622380109006,6.69725751324543,1,1
"Arhgap26",0.545138888888889,24,0.120294233717712,2.01192559595325,1,1
"Arid1b",0.57926267281106,31,0.502500340529183,9.03598165545885,1,1
"Arl15",0.367025089605735,31,-0.616671360448494,-3.89772011802881,0.00523782469802771,0.043648539150231
"Atp2b1",0.524404761904762,28,-0.0588936890535685,8.14709511164119,1,1
"Atxn1",0.435416666666667,32,-0.247927513443586,5.67064305783055,1,1
"Bach2",0.616452991452991,26,1.08246216019197,4.06037748351422,1,1
"Bcl2",0.452715605907095,47,-0.0747677684019722,-1.67361894858489,0.0673178821721436,0.360631511636484
"Birc6",0.55952380952381,28,-0.0588936890535685,9.57908584349357,1,1
"Camk1d",0.591397849462366,31,0.427421223734676,-2.17532747155063,0.0369947166409,0.2219682998454
"Camk4",0.457407407407407,27,-0.106915203916512,5.40307154458606,1,1
"Cblb",0.34992784992785,33,-0.527247002864869,5.21567742214485,1,1
"Ccnd3",0.476130952380952,40,0.120294233717712,9.83398778229316,1,1
"Cd44",0.578030303030303,22,0.700439718141092,-3.33144911875481,0.0098440685247268,0.073830513935451
"Celf2",0.578571428571429,43,-0.0181473467102594,4.15320404827468,1,1
"Chst11",0.503086419753086,27,0.211504105193712,6.19458132605926,1,1
"Crebbp",0.607142857142857,28,0.658963082164933,1.33150404307351,1,1
"Crim1",0.610215053763441,31,0.830074998557688,17.7659820995952,1,1
"Dennd1b",0.335119047619048,28,-0.770518153877233,-4.94161308265121,0.00166792242307928,0.0227443966783538
"Dennd4a",0.551708074534161,23,0.0430687218918858,3.41049149979963,1,1
"Dlc1",0.58796992481203,19,0.321928094887362,-0.164498412497899,0.566250391767595,1
"Dleu2",0.464722222222222,30,-0.125530882083859,3.59176351845097,1,1
"Dock10",0.634053156146179,43,0.533432200081074,9.82605310191298,1,1
"Dock2",0.467628205128205,52,-0.185866545311334,-2.81923224295075,0.017570589012589,0.125504207232778
"Dst",0.435185185185185,18,-0.943416471633633,-5.74371451894942,0.000700684930745212,0.0116780821790869
"Ebf1",0.345643939393939,22,-1.05658352836637,1.49015034192048,1,1
"Eif4g3",0.691358024691358,27,1.13750352374994,2.74631051212326,1,1
"Elmo1",0.582698412698413,45,0.525091044743758,11.2300753185822,1,1
"Emb",0.533854166666667,32,0.428843298803874,11.4351925500585,1,1
"Entpd1",0.564285714285714,14,0,13.4740132898274,1,1
"Esyt2",0.5,34,-0.125530882083859,23.5285781307963,1,1
"Ets1",0.437719298245614,38,-0.169925001442312,19.1285067215455,1,1
"Etv6",0.487003968253968,24,-0.106915203916512,2.06887834154099,1,1
"Ext1",0.32993672993673,26,-1.22239242133645,-4.33888264746646,0.00322115719193152,0.032809905837471
"Fbxl17",0.703888888888889,30,1.06413033741972,4.36345583372424,1,1
"Fli1",0.545977011494253,29,0.332575339086871,5.24319908074945,1,1
"Foxp1",0.484567901234568,27,-0.784271308944563,2.29834977648681,1,1
"Frmd4b",0.782222222222222,15,0.912537158749661,-7.79237675090945,7.88881427608946e-05,0.00236664428282684
"Fryl",0.526666666666667,25,-0.0614005446641432,8.49979338757657,1,1
"Fyb1",0.740686274509804,34,1.17833724125851,1.3989758313021,1,1
"Fyn",0.627689594356261,27,0.502500340529183,3.05023510212306,1,1
"Gab2",0.558002645502645,18,-0.540568381362703,-2.20027658295077,0.0359272754322046,0.2219682998454
"Gm2682",0.502501202501202,33,0.0497530351970996,1.71955150452822,1,1
"Gnaq",0.344718013468013,24,-0.716207033999409,-2.09395262203879,0.040713374497257,0.234884852868791
"Gramd2b",0.547101449275362,23,0.144389909335175,-0.212907326298346,0.514049813366533,1
"Grap2",0.493045112781955,38,-0.462971976342546,6.55811594920057,1,1
"Heg1",0.549487433862434,24,0.700439718141092,1.0372803061375,1,1
"Hivep2",0.543693693693694,37,0.70781924850669,7.93972356140038,1,1
"Igf1r",0.417777777777778,30,-0.165059246270496,1.15526296414208,1,1
"Il7r",0.684615384615385,26,0.610053481683987,0.190224281536466,1,1
"Itk",0.443981481481481,36,0.222392421336448,18.2108743993928,1,1
"Itpr2",0.498888888888889,30,-0.343954401217361,7.42594180324962,1,1
"Jak1",0.423076923076923,26,-0.144389909335175,8.59890072254731,1,1
"Kansl1",0.446396396396396,37,0,17.8007161226776,1,1
"Kcnq5",0.532804232804233,18,0.430634354329862,-1.35623286190853,0.0995669866301526,0.497834933150763
"Kcnt2",0.674908424908425,13,0.956931278108114,-8.60603805627301,3.34304517426595e-05,0.00125364194034973
"Lama2",0.471354166666667,16,-0.520832163301441,-6.44871640079803,0.000329033132069463,0.00616937122630244
"Ldlrad4",0.433791208791209,26,-0.229481846122767,20.930577277001,1,1
"Lncpint",0.426356589147287,43,-0.0901978089715784,4.84475356666253,1,1
"Lpp",0.431159420289855,23,-0.494764691749578,0.0610065619876998,1,1
"Lrch3",0.402777777777778,18,-0.371968777386958,-2.4576498057966,0.0266198458853168,0.181498949218069
"Magi1",0.429824561403509,19,0.222392421336448,3.15714437171276,1,1
"Malat1",0.508851973310311,63,0.110282055014911,-0.319765847019596,0.423880428411283,1
"Man1a",0.49400871459695,36,-0.256339753259786,11.1088449843443,1,1
"Mbnl2",0.411111111111111,27,-0.263034405833794,9.19886542666531,1,1
"Mdfic",0.575,24,0.584962500721156,7.68026597156987,1,1
"Mir99ahg",0.297278911564626,14,-0.823122237915921,-12.2382981778165,7.52179725422793e-07,5.64134794067095e-05
"Mllt10",0.572916666666667,24,0.584962500721156,15.6564891186863,1,1
"Mllt3",0.442708333333333,32,-0.229481846122767,8.09531893472977,1,1
