gene,condition
1500004A13Rik,F1_Aged
1600020E01Rik,F1_Aged
4930438E09Rik,F1_Aged
A830012C17Rik,F1_Aged
Aatf,F1_Aged
Abcc4,F1_Aged
Abcd2,F1_Aged
Ablim3,F1_Aged
Acin1,F1_Aged
Adamts10,F1_Aged
Adamtsl1,F1_Aged
Adamtsl5,F1_Aged
Adcy7,F1_Aged
Aff1,F1_Aged
Ago2,F1_Aged
Aig1,F1_Aged
Akap7,F1_Aged
Alpk1,F1_Aged
Amn1,F1_Aged
Anapc1,F1_Aged
Angpt1,F1_Aged
Anks1,F1_Aged
Antxr2,F1_Aged
Anxa2,F1_Aged
Anxa6,F1_Aged
Ap1m1,F1_Aged
Appl1,F1_Aged
Arfgef1,F1_Aged
Arhgap10,F1_Aged
Arhgap23,F1_Aged
Arpc2,F1_Aged
Asxl1,F1_Aged
Atad1,F1_Aged
Atf7,F1_Aged
Atm,F1_Aged
Atosa,F1_Aged
Atp10d,F1_Aged
Atp8a1,F1_Aged
B4galt1,F1_Aged
Bbs9,F1_Aged
Bcap29,F1_Aged
Bcas3,F1_Aged
Bcl2,F1_Aged
Birc3,F1_Aged
Bmp2k,F1_Aged
C1galt1,F1_Aged
Capza1,F1_Aged
Cav1,F1_Aged
Cbfa2t2,F1_Aged
Ccn1,F1_Aged
Cdc37l1,F1_Aged
Cep128,F1_Aged
Chfr,F1_Aged
Chn1,F1_Aged
Chsy3,F1_Aged
Col1a2,F1_Aged
Col6a1,F1_Aged
Commd1,F1_Aged
Cpeb2,F1_Aged
Creb5,F1_Aged
Crybg3,F1_Aged
Cul5,F1_Aged
Cux1,F1_Aged
Cwc27,F1_Aged
Cyb5a,F1_Aged
Cyp1b1,F1_Aged
Cyp27a1,F1_Aged
Cys1,F1_Aged
D630003M21Rik,F1_Aged
D830005E20Rik,F1_Aged
Dapk1,F1_Aged
Dcbld1,F1_Aged
Dclk1,F1_Aged
Ddx39b,F1_Aged
Ddx60,F1_Aged
Dek,F1_Aged
Dlg1,F1_Aged
Dnajc21,F1_Aged
Dpep1,F1_Aged
Dpt,F1_Aged
Dtx4,F1_Aged
Dusp1,F1_Aged
Dyrk1a,F1_Aged
E130307A14Rik,F1_Aged
Ece1,F1_Aged
Eea1,F1_Aged
Efcab14,F1_Aged
Efr3a,F1_Aged
Eif4g3,F1_Aged
Eml4,F1_Aged
Epb41,F1_Aged
Epb41l2,F1_Aged
Erc1,F1_Aged
Eri3,F1_Aged
Etv6,F1_Aged
Evl,F1_Aged
Eya4,F1_Aged
Fam114a1,F1_Aged
Fam204a,F1_Aged
Fancc,F1_Aged
Fbln1,F1_Aged
Fbn1,F1_Aged
Fbxo42,F1_Aged
Fchsd2,F1_Aged
Fer,F1_Aged
Fgd4,F1_Aged
Fgf7,F1_Aged
Fgfr1,F1_Aged
Flnb,F1_Aged
Fmo2,F1_Aged
Foxo3,F1_Aged
Frmd4b,F1_Aged
Fsd1l,F1_Aged
Fyttd1,F1_Aged
G0s2,F1_Aged
Galnt1,F1_Aged
Gars1,F1_Aged
Gas7,F1_Aged
Gask1b,F1_Aged
Glt8d1,F1_Aged
Gm14964,F1_Aged
Gm17501,F1_Aged
Gm8818,F1_Aged
Gmds,F1_Aged
Gon4l,F1_Aged
Gon7,F1_Aged
Gphn,F1_Aged
Gpr107,F1_Aged
Gsk3b,F1_Aged
Gtf2a2,F1_Aged
Gucy1a2,F1_Aged
Hbp1,F1_Aged
Hdac9,F1_Aged
Heatr5a,F1_Aged
Hibadh,F1_Aged
Hmcn2,F1_Aged
Homer1,F1_Aged
Hps3,F1_Aged
Hsd17b4,F1_Aged
Ide,F1_Aged
Ifi211,F1_Aged
Igf1r,F1_Aged
Il1rap,F1_Aged
Il4ra,F1_Aged
Inpp5a,F1_Aged
Irak3,F1_Aged
Itga9,F1_Aged
Jak1,F1_Aged
Kansl3,F1_Aged
Kazn,F1_Aged
Kdm4c,F1_Aged
Kidins220,F1_Aged
Kirrel1,F1_Aged
Krit1,F1_Aged
Ksr1,F1_Aged
Ktn1,F1_Aged
L3mbtl3,F1_Aged
Lactb2,F1_Aged
Lamp1,F1_Aged
Ldlrad3,F1_Aged
Lekr1,F1_Aged
Lgals8,F1_Aged
Lmbr1,F1_Aged
Lpgat1,F1_Aged
Lpin3,F1_Aged
Lrrk2,F1_Aged
Lsp1,F1_Aged
Lum,F1_Aged
Lztfl1,F1_Aged
Magi1,F1_Aged
Map3k14,F1_Aged
Map6,F1_Aged
Mapk9,F1_Aged
Mapre2,F1_Aged
Mat2a,F1_Aged
Mbd1,F1_Aged
Mcc,F1_Aged
Mcu,F1_Aged
Mdfic,F1_Aged
Med13l,F1_Aged
Mfap5,F1_Aged
Mfsd14b,F1_Aged
Mgp,F1_Aged
Mia3,F1_Aged
Micos10,F1_Aged
Mier1,F1_Aged
Mme,F1_Aged
Mmp2,F1_Aged
Mtpap,F1_Aged
Mtus1,F1_Aged
Myo1b,F1_Aged
Nbeal1,F1_Aged
Nck1,F1_Aged
Ncor2,F1_Aged
Ndufaf4,F1_Aged
Nek7,F1_Aged
Nek9,F1_Aged
Nfat5,F1_Aged
Nfe2l2,F1_Aged
Nfkbiz,F1_Aged
Nme7,F1_Aged
Nr3c2,F1_Aged
Nudcd3,F1_Aged
Oaf,F1_Aged
Oga,F1_Aged
Ola1,F1_Aged
Olfml1,F1_Aged
Opcml,F1_Aged
Osbpl11,F1_Aged
Osbpl1a,F1_Aged
P4ha2,F1_Aged
Pam,F1_Aged
Pan3,F1_Aged
Pdcd6ip,F1_Aged
Pde4a,F1_Aged
Pde4b,F1_Aged
Pde5a,F1_Aged
Pdlim3,F1_Aged
Peli2,F1_Aged
Phldb2,F1_Aged
Picalm,F1_Aged
Pik3c3,F1_Aged
Pkp4,F1_Aged
Pla2r1,F1_Aged
Plcb4,F1_Aged
Plcl1,F1_Aged
Plod2,F1_Aged
Plpp3,F1_Aged
Plxna4,F1_Aged
Postn,F1_Aged
Ppard,F1_Aged
Ppm1d,F1_Aged
Ppp1r12b,F1_Aged
Ppp1r9a,F1_Aged
Ppp2r3a,F1_Aged
Prdx1,F1_Aged
Preb,F1_Aged
Prg4,F1_Aged
Prim2,F1_Aged
Pvt1,F1_Aged
