gene,condition,padj,status,padj_other,celltype
2610037D02Rik,F1_Aged,4.61489447938357e-5,shared,0.058481739118612,Mesothelial
Ano1,F1_Aged,2.23841600319479e-6,shared,4.7012754323413395e-12,Mesothelial
Atf7,F1_Aged,0.0388982481570637,shared,0.00232865566771388,Mesothelial
Bptf,F1_Aged,0.00236838127237701,shared,6.7727686972057e-15,Mesothelial
Eml6,F1_Aged,4.49018479591165e-6,shared,3.70331408873096e-6,Mesothelial
Flt1,F1_Aged,0.015177593730591,shared,0.0329558477894799,Mesothelial
Fmnl2,F1_Aged,0.0321987959010726,shared,0.0106460440607698,Mesothelial
Gigyf2,F1_Aged,3.3686155665391e-4,shared,1.28319523216803e-8,Mesothelial
Ipo7,F1_Aged,0.0649629690730541,shared,0.0738351977034424,Mesothelial
Ltbp4,F1_Aged,7.19608872709604e-5,shared,5.60685967534821e-6,Mesothelial
Macf1,F1_Aged,3.2839200356274e-4,shared,4.80574963718001e-6,Mesothelial
Paxbp1,F1_Aged,7.75596948700437e-6,shared,0.0759146893586128,Mesothelial
Pdcd6ip,F1_Aged,1.0722068844369e-4,shared,0.0822522749018893,Mesothelial
Slc16a10,F1_Aged,0.0012214225855093,shared,0.0595092072128284,Mesothelial
Sptlc2,F1_Aged,0.00161456288859581,shared,0.00271251135770732,Mesothelial
Tcf25,F1_Aged,1.248269057795e-4,shared,1.09700484877152e-7,Mesothelial
Ttc19,F1_Aged,0.00334836799247288,shared,0.0687039597420478,Mesothelial
Txndc11,F1_Aged,0.0489514572231398,shared,1.33945203610343e-8,Mesothelial
Xkr4,F1_Aged,8.0915868557343e-4,shared,1.04479865942914e-5,Mesothelial
2610037D02Rik,F1_Young,0.058481739118612,shared,4.61489447938357e-5,Mesothelial
Ano1,F1_Young,4.7012754323413395e-12,shared,2.23841600319479e-6,Mesothelial
Atf7,F1_Young,0.00232865566771388,shared,0.0388982481570637,Mesothelial
Bptf,F1_Young,6.7727686972057e-15,shared,0.00236838127237701,Mesothelial
